"","SiteName","BlockNo","PlotNo","Subplot No","Subplot X","Subplot Y","agohet","aircar","anaarv","bare","brimin","carpac","cardamine","cerglo","clapur","collinsia","cynech","daucpusil","delgra","delvar","diccap","erobot","eupspa","galapa","galpar","gerdis","germol","hypgla","latsph","astragalus","linbic","lomatium","lotmic","lupbic","miccal","oak","pink cup opposite","planot","rancal","rock","sanbip","scapec","shieldseed","sisbel","thycur","tricil","torilis","trialbo","trimicrodon","tribif","tridub","trieri","trifuc","trihir","unkforb","vicsat","casatt","wood"
"311","MCLA","3","1","7","7","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"312","MCLA","3","1","8","8","7","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"313","MCLA","3","1","9","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"314","MCLA","3","1","10","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"315","MCLA","3","1","11","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"316","MCLA","3","1","12","4","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"317","MCLA","3","1","13","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"318","MCLA","3","1","14","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"319","MCLA","3","1","15","7","8","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"320","MCLA","3","1","16","8","8","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"321","MCLA","3","2","1","1","1","","","","","","","","","","","","","","","","4","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","",""
"322","MCLA","3","2","2","2","1","","","","","","","","","","","","","","","","4","","","1","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","2","",""
"323","MCLA","3","2","3","3","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324","MCLA","3","2","4","4","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"325","MCLA","3","2","5","5","1","","","","","","","","","","","","","","","","3","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"326","MCLA","3","2","6","6","1","","","","","","","","","","","","","","","","3","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","",""
"327","MCLA","3","2","7","7","1","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"328","MCLA","3","2","8","8","1","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"329","MCLA","3","2","9","1","2","","","","","","","","","","","","","","","","4","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","1","","","","1","",""
"330","MCLA","3","2","10","2","2","","","","","","","","","","","","","","","","4","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1",""
"331","MCLA","3","2","11","3","2","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332","MCLA","3","2","12","4","2","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","",""
"333","MCLA","3","2","13","5","2","","","","","","","","","","","","","","","","4","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"334","MCLA","3","2","14","6","2","","","","","","","","","","","","","","","","3","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"335","MCLA","3","2","15","7","2","","","","","","","","","","","","","","","","4","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"336","MCLA","3","2","16","8","2","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"337","MCLA","3","2","1","1","3","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","3","1",""
"338","MCLA","3","2","2","2","3","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","1",""
"339","MCLA","3","2","3","3","3","","","","","","","","","","","","","","","","3","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"340","MCLA","3","2","4","4","3","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"341","MCLA","3","2","5","5","3","","","","","","","","","","","","","","","","4","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","1","","","","","1",""
"342","MCLA","3","2","6","6","3","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"343","MCLA","3","2","7","7","3","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"344","MCLA","3","2","8","8","3","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"345","MCLA","3","2","9","1","4","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","5","",""
"346","MCLA","3","2","10","2","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","2",""
"347","MCLA","3","2","11","3","4","","","","","","","","","","","","","","","","3","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"348","MCLA","3","2","12","4","4","","","","","","","","","","","","","","","","3","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"349","MCLA","3","2","13","5","4","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"350","MCLA","3","2","14","6","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"351","MCLA","3","2","15","7","4","","","","3","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"352","MCLA","3","2","16","8","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"353","MCLA","3","2","1","1","5","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","1",""
"354","MCLA","3","2","2","2","5","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","1",""
"355","MCLA","3","2","3","3","5","","","","","","","","","","","","","","","","3","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","",""
"356","MCLA","3","2","4","4","5","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","",""
"357","MCLA","3","2","5","5","5","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","",""
"358","MCLA","3","2","6","6","5","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","",""
"359","MCLA","3","2","7","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","",""
"360","MCLA","3","2","8","8","5","","","","","","","","","","","","","","","","2","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","",""
"361","MCLA","3","2","9","1","6","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","",""
"362","MCLA","3","2","10","2","6","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","",""
"363","MCLA","3","2","11","3","6","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","",""
"364","MCLA","3","2","12","4","6","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","",""
"365","MCLA","3","2","13","5","6","","","","","","","","","","","","","","","","2","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","",""
"366","MCLA","3","2","14","6","6","","","","","","","","","","","","","","","","2","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","",""
"367","MCLA","3","2","15","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","",""
"368","MCLA","3","2","16","8","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","",""
"369","MCLA","3","2","1","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","4","",""
"370","MCLA","3","2","2","2","7","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","4","",""
"371","MCLA","3","2","3","3","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","5","",""
"372","MCLA","3","2","4","4","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","4","",""
"373","MCLA","3","2","5","5","7","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"374","MCLA","3","2","6","6","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","5","",""
"375","MCLA","3","2","7","7","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"376","MCLA","3","2","8","8","7","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","4","",""
"377","MCLA","3","2","9","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"378","MCLA","3","2","10","2","8","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","5","",""
"379","MCLA","3","2","11","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"380","MCLA","3","2","12","4","8","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","5","",""
"381","MCLA","3","2","13","5","8","","","","","","","","","","","","","","","","4","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","4","",""
"382","MCLA","3","2","14","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","4","",""
"383","MCLA","3","2","15","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"384","MCLA","3","2","16","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"385","MCLA","4","1","1","1","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","3","",""
"386","MCLA","4","1","2","2","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"387","MCLA","4","1","3","3","1","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"388","MCLA","4","1","4","4","1","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389","MCLA","4","1","5","5","1","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"390","MCLA","4","1","6","6","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"391","MCLA","4","1","7","7","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"392","MCLA","4","1","8","8","1","","","","7","","","","","","","","","2","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"393","MCLA","4","1","9","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"394","MCLA","4","1","10","2","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"395","MCLA","4","1","11","3","2","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"396","MCLA","4","1","12","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"397","MCLA","4","1","13","5","2","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"398","MCLA","4","1","14","6","2","","","","4","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399","MCLA","4","1","15","7","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"400","MCLA","4","1","16","8","2","","","","8","","","","","","","","","2","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"401","MCLA","4","1","1","1","3","","","","","","","","","","","","","","","","2","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","",""
"402","MCLA","4","1","2","2","3","","","","","","","","","","","","","","","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"403","MCLA","4","1","3","3","3","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"404","MCLA","4","1","4","4","3","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"405","MCLA","4","1","5","5","3","","","","10","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"406","MCLA","4","1","6","6","3","","","","7","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"407","MCLA","4","1","7","7","3","","","","6","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"408","MCLA","4","1","8","8","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","",""
"409","MCLA","4","1","9","1","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"410","MCLA","4","1","10","2","4","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1","",""
"411","MCLA","4","1","11","3","4","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"412","MCLA","4","1","12","4","4","","","","","","","","","","","","","","","","4","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"413","MCLA","4","1","13","5","4","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"414","MCLA","4","1","14","6","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"415","MCLA","4","1","15","7","4","","","","","","","","","","","","","1","","","1","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"416","MCLA","4","1","16","8","4","","","","3","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"417","MCLA","4","1","1","1","5","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"418","MCLA","4","1","2","2","5","","","","","","","","","","","","","","","","3","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"419","MCLA","4","1","3","3","5","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","",""
"420","MCLA","4","1","4","4","5","","","","10","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421","MCLA","4","1","5","5","5","","","","10","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422","MCLA","4","1","6","6","5","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"423","MCLA","4","1","7","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"424","MCLA","4","1","8","8","5","","","","3","","","","","","2","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"425","MCLA","4","1","9","1","6","","","","","","","","","","","","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426","MCLA","4","1","10","2","6","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427","MCLA","4","1","11","3","6","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"428","MCLA","4","1","12","4","6","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"429","MCLA","4","1","13","5","6","","","","4","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430","MCLA","4","1","14","6","6","","","","8","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431","MCLA","4","1","15","7","6","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","",""
"432","MCLA","4","1","16","8","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433","MCLA","4","1","1","1","7","","","","","","","","","","","","","","2","","3","","","","2","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"434","MCLA","4","1","2","2","7","","","","","","","","","","","","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435","MCLA","4","1","3","3","7","","","","","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"436","MCLA","4","1","4","4","7","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"437","MCLA","4","1","5","5","7","","","","","","","","","","","","","3","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"438","MCLA","4","1","6","6","7","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","MCLA","4","1","7","7","7","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","MCLA","4","1","8","8","7","","","","10","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","MCLA","4","1","9","1","8","","","","","","","","","","","","2","","2","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"442","MCLA","4","1","10","2","8","","","","20","","","","","","","","","","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","MCLA","4","1","11","3","8","","","","35","","","","","","","","","","2","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"444","MCLA","4","1","12","4","8","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","",""
"445","MCLA","4","1","13","5","8","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446","MCLA","4","1","14","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447","MCLA","4","1","15","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448","MCLA","4","1","16","8","8","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449","MCLA","4","2","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"450","MCLA","4","2","2","2","1","","","","","","","","2","","1","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"451","MCLA","4","2","3","3","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"452","MCLA","4","2","4","4","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"453","MCLA","4","2","5","5","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"454","MCLA","4","2","6","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"455","MCLA","4","2","7","7","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"456","MCLA","4","2","8","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"457","MCLA","4","2","9","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","",""
"458","MCLA","4","2","10","2","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"459","MCLA","4","2","11","3","2","","","","10","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"460","MCLA","4","2","12","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"461","MCLA","4","2","13","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"462","MCLA","4","2","14","6","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"463","MCLA","4","2","15","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"464","MCLA","4","2","16","8","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"465","MCLA","4","2","1","1","3","","","","7","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"466","MCLA","4","2","2","2","3","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"467","MCLA","4","2","3","3","3","","","","20","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"468","MCLA","4","2","4","4","3","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"469","MCLA","4","2","5","5","3","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"470","MCLA","4","2","6","6","3","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"471","MCLA","4","2","7","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"472","MCLA","4","2","8","8","3","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"473","MCLA","4","2","9","1","4","","","","20","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"474","MCLA","4","2","10","2","4","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"475","MCLA","4","2","11","3","4","","","","4","","","","","","","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"476","MCLA","4","2","12","4","4","","","","10","","","","","","","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"477","MCLA","4","2","13","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"478","MCLA","4","2","14","6","4","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"479","MCLA","4","2","15","7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"480","MCLA","4","2","16","8","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"481","MCLA","4","2","1","1","5","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","",""
"482","MCLA","4","2","2","2","5","","","","","","","","","","2","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"483","MCLA","4","2","3","3","5","","","","15","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"484","MCLA","4","2","4","4","5","","","","20","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"485","MCLA","4","2","5","5","5","","","","15","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"486","MCLA","4","2","6","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"487","MCLA","4","2","7","7","5","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"488","MCLA","4","2","8","8","5","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"489","MCLA","4","2","9","1","6","","","","7","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","MCLA","4","2","10","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"491","MCLA","4","2","11","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"492","MCLA","4","2","12","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"493","MCLA","4","2","13","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"494","MCLA","4","2","14","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495","MCLA","4","2","15","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"496","MCLA","4","2","16","8","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"497","MCLA","4","2","1","1","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
