"","SiteName","BlockNo","PlotNo","Subplot No","Subplot X","Subplot Y","agohet","aircar","anaarv","bare","brimin","carpac","cardamine","cerglo","clapur","collinsia","cynech","daucpusil","delgra","delvar","diccap","erobot","eupspa","galapa","galpar","gerdis","germol","hypgla","latsph","astragalus","linbic","lomatium","lotmic","lupbic","miccal","oak","pink cup opposite","planot","rancal","rock","sanbip","scapec","shieldseed","sisbel","thycur","tricil","torilis","trialbo","trimicrodon","tribif","tridub","trieri","trifuc","trihir","unkforb","vicsat","casatt","wood"
"685","SFREC","2","2","13","5","6","","1","","","","2","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","3","",""
"686","SFREC","2","2","14","6","6","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","6","","","","","2","",""
"687","SFREC","2","2","15","7","6","","","","","","","","1","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","2","","","","4","","","","","2","",""
"688","SFREC","2","2","16","8","6","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","3","","","","4","","","","","2","",""
"689","SFREC","2","2","1","1","7","","","","","","","","","","","","","","","","","","","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"690","SFREC","2","2","2","2","7","","","","","","","","","","","","2","","","","","1","","1","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"691","SFREC","2","2","3","3","7","","1","","","","","","","","","","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"692","SFREC","2","2","4","4","7","","","","","","","","","","","","1","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","3","",""
"693","SFREC","2","2","5","5","7","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","3","",""
"694","SFREC","2","2","6","6","7","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","3","","","","3","","","","","2","",""
"695","SFREC","2","2","7","7","7","","1","","","","","","","","","","","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","6","","","","","2","",""
"696","SFREC","2","2","8","8","7","","","","","","3","","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","2","","","","2","","","","","1","",""
"697","SFREC","2","2","9","1","8","","","","","","","","","","","","","","","","","2","","","","3","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","",""
"698","SFREC","2","2","10","2","8","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","3","",""
"699","SFREC","2","2","11","3","8","","","","","","","","","","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","3","",""
"700","SFREC","2","2","12","4","8","","","","","","","","","","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","3","",""
"701","SFREC","2","2","13","5","8","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","","3","",""
"702","SFREC","2","2","14","6","8","","","","","","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","2","","","","4","","","","","3","",""
"703","SFREC","2","2","15","7","8","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","4","","","","","2","",""
"704","SFREC","2","2","16","8","8","","1","","","","3","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","","",""
"705","SFREC","2","1","1","1","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"706","SFREC","2","1","2","2","1","","","","","","","","","","","","","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"707","SFREC","2","1","3","3","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"708","SFREC","2","1","4","4","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","2","",""
"709","SFREC","2","1","5","5","1","","","","","","","","","","","","","","","","","1","","1","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","",""
"710","SFREC","2","1","6","6","1","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","","",""
"711","SFREC","2","1","7","7","1","","","","","","","","","","","","","","","","2","2","","1","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","",""
"712","SFREC","2","1","8","8","1","","","","","","","","","","","","","","","","","2","","1","","2","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","",""
"713","SFREC","2","1","9","1","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"714","SFREC","2","1","10","2","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715","SFREC","2","1","11","3","2","","","","","","","","","","","2","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"716","SFREC","2","1","12","4","2","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","1","",""
"717","SFREC","2","1","13","5","2","","","","","","","","","","","","","","","","","2","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","",""
"718","SFREC","2","1","14","6","2","","","","","","","","","","","","","","","","","1","","2","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","",""
"719","SFREC","2","1","15","7","2","","","","","","","","","","","","","","","","1","1","","2","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"720","SFREC","2","1","16","8","2","","","","","","","","","","","","","","","","1","2","","1","","3","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","",""
"721","SFREC","2","1","1","1","3","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"722","SFREC","2","1","2","2","3","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"723","SFREC","2","1","3","3","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","SFREC","2","1","4","4","3","","","","","","","","","","","","1","","","","2","2","","2","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725","SFREC","2","1","5","5","3","","","","4","","","","","","","","","","","","1","2","","","","2","","","","2","","","","","","","","","","","","","","","","2","","","","","","","","","1","",""
"726","SFREC","2","1","6","6","3","","","","","","","","","","","","","","","","2","2","","2","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"727","SFREC","2","1","7","7","3","","","","","","","","","","","","","","","","","2","","1","","3","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"728","SFREC","2","1","8","8","3","","","","","","","","","","","","","","","","","2","","1","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"729","SFREC","2","1","9","1","4","","","","","","","","","","","","","","","","","","","2","","3","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","2","",""
"730","SFREC","2","1","10","2","4","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"731","SFREC","2","1","11","3","4","","","","","","","","","","","","","","","","1","1","","2","","2","","","","1","","","","","","","","","","","","","","","","2","","","","2","","","","","","",""
"732","SFREC","2","1","12","4","4","","","","","","3","","","","","","","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","",""
"733","SFREC","2","1","13","5","4","","","","","","","","","","","","","","","","1","1","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"734","SFREC","2","1","14","6","4","","","","","","2","","","","","","","","","","","","","1","","3","","","","","","","","","","","","","","","","","","","","2","","","","3","","","","","1","",""
"735","SFREC","2","1","15","7","4","","","","","","2","","","","","","","","","","","2","","1","","3","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","2","",""
"736","SFREC","2","1","16","8","4","","","","","","2","","","1","","","","","","","","2","","","","3","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","",""
"737","SFREC","2","1","1","1","5","","","","","","","","","","","","","","","","1","2","","2","2","","","","","1","","","","","","","","","","","","","","","","2","","","","","","","","","","",""
"738","SFREC","2","1","2","2","5","","","","","","","","","","","","","","","","","2","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"739","SFREC","2","1","3","3","5","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","3","","","","1","","","","","3","",""
"740","SFREC","2","1","4","4","5","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","",""
"741","SFREC","2","1","5","5","5","","","","","","2","","","","","","","","","","","1","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","",""
"742","SFREC","2","1","6","6","5","","","","","","","","","","","","","","","","","2","","2","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","",""
"743","SFREC","2","1","7","7","5","","","","","","2","","","","","","","","","","","2","","","3","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","2","",""
"744","SFREC","2","1","8","8","5","","","","","","3","","","1","","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","2","",""
"745","SFREC","2","1","9","1","6","","","","","","","","","","","","","","","","","1","","2","1","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","","",""
"746","SFREC","2","1","10","2","6","","","","","","","","","","","","","","","","1","1","","2","2","","","","","","","","","","","","","","","","","","","","","3","","","","1","","","","","1","",""
"747","SFREC","2","1","11","3","6","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","2","",""
"748","SFREC","2","1","12","4","6","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","3","","","","","2","",""
"749","SFREC","2","1","13","5","6","","","","","","","","","","","","","","","","","2","","2","2","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","2","",""
"750","SFREC","2","1","14","6","6","","","","","","","","","","","","","","","","","2","","1","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","",""
"751","SFREC","2","1","15","7","6","","","","","","3","","","1","","","","","","","","1","","","5","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","",""
"752","SFREC","2","1","16","8","6","","","","","","4","","","2","","","","","","","","2","","","3","","","","","","","","","","2","","","","","","","","","","","3","","","","","","","","","2","",""
"753","SFREC","2","1","1","1","7","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","",""
"754","SFREC","2","1","2","2","7","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","",""
"755","SFREC","2","1","3","3","7","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","2","",""
"756","SFREC","2","1","4","4","7","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","2","",""
"757","SFREC","2","1","5","5","7","","","","","","","","","","","","","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"758","SFREC","2","1","6","6","7","","","","","","","","","","","","","","","","1","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"759","SFREC","2","1","7","7","7","","","","","","4","","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","",""
"760","SFREC","2","1","8","8","7","","","","","","3","","","2","","","","","","","","2","","","3","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","2","",""
"761","SFREC","2","1","9","1","8","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"762","SFREC","2","1","10","2","8","","","","","","","","","","","","","","","","","2","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"763","SFREC","2","1","11","3","8","","","","","","","","","","","","","","","","","1","","","3","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","1","",""
"764","SFREC","2","1","12","4","8","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","","",""
"765","SFREC","2","1","13","5","8","","","","","","","","","","","","","","","","","1","","2","3","","","","","","","","","","","","","","","","","","","","","2","","","","4","","","","","2","",""
"766","SFREC","2","1","14","6","8","","","","","","","","","","","","","","","","","1","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","",""
"767","SFREC","2","1","15","7","8","","","","","","2","","","","","","","","","","","1","","1","2","","","","","","","","","","","","","","","","","","","","","3","","","","2","","","","","3","",""
"768","SFREC","2","1","16","8","8","","","","","","3","","","","","","","","","","","2","","1","4","","","","","","","","","","","","","","","","","","","","","2","","","","2","","","","","2","",""
"769","SFREC","3","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","",""
"770","SFREC","3","1","2","2","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","",""
"771","SFREC","3","1","3","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","1","",""
"772","SFREC","3","1","4","4","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","",""
"773","SFREC","3","1","5","5","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","",""
"774","SFREC","3","1","6","6","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"775","SFREC","3","1","7","7","1","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"776","SFREC","3","1","8","8","1","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"777","SFREC","3","1","9","1","2","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","1","",""
"778","SFREC","3","1","10","2","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","",""
"779","SFREC","3","1","11","3","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"780","SFREC","3","1","12","4","2","","","","","","","","","","","1","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","",""
"781","SFREC","3","1","13","5","2","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"782","SFREC","3","1","14","6","2","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"783","SFREC","3","1","15","7","2","","","","","2","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"784","SFREC","3","1","16","8","2","","","","","1","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","","2","",""
"785","SFREC","3","1","1","1","3","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","1","",""
"786","SFREC","3","1","2","2","3","","","","","1","","","","","","","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"787","SFREC","3","1","3","3","3","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","",""
"788","SFREC","3","1","4","4","3","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","1","",""
"789","SFREC","3","1","5","5","3","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","6","","","","","","",""
"790","SFREC","3","1","6","6","3","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","","","",""
"791","SFREC","3","1","7","7","3","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"792","SFREC","3","1","8","8","3","","","","4","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","2","","","","4","","","","","2","",""
"793","SFREC","3","1","9","1","4","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","1","",""
"794","SFREC","3","1","10","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","2","",""
"795","SFREC","3","1","11","3","4","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","2","",""
"796","SFREC","3","1","12","4","4","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"797","SFREC","3","1","13","5","4","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","","2","",""
"798","SFREC","3","1","14","6","4","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"799","SFREC","3","1","15","7","4","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","","","5","","","","","2","",""
"800","SFREC","3","1","16","8","4","","","","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"801","SFREC","3","1","1","1","5","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","",""
"802","SFREC","3","1","2","2","5","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"803","SFREC","3","1","3","3","5","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","3","",""
"804","SFREC","3","1","4","4","5","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"805","SFREC","3","1","5","5","5","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","3","",""
"806","SFREC","3","1","6","6","5","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"807","SFREC","3","1","7","7","5","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"808","SFREC","3","1","8","8","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","",""
"809","SFREC","3","1","9","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","1","",""
"810","SFREC","3","1","10","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"811","SFREC","3","1","11","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","6","","","","","2","",""
"812","SFREC","3","1","12","4","6","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"813","SFREC","3","1","13","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","","2","",""
"814","SFREC","3","1","14","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","2","",""
"815","SFREC","3","1","15","7","6","","","","5","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","2","",""
"816","SFREC","3","1","16","8","6","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"817","SFREC","3","1","1","1","7","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","1","",""
"818","SFREC","3","1","2","2","7","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"819","SFREC","3","1","3","3","7","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"820","SFREC","3","1","4","4","7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"821","SFREC","3","1","5","5","7","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","2","","","","3","","","","","2","",""
"822","SFREC","3","1","6","6","7","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","4","","","","","2","",""
"823","SFREC","3","1","7","7","7","","","","10","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"824","SFREC","3","1","8","8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"825","SFREC","3","1","9","1","8","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","2","",""
"826","SFREC","3","1","10","2","8","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"827","SFREC","3","1","11","3","8","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"828","SFREC","3","1","12","4","8","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","3","",""
"829","SFREC","3","1","13","5","8","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","",""
"830","SFREC","3","1","14","6","8","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","1","","","","2","","","","","3","",""
"831","SFREC","3","1","15","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","",""
"832","SFREC","3","1","16","8","8","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","4","",""
"833","SFREC","3","2","1","1","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","",""
"834","SFREC","3","2","2","2","1","","","","","2","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"835","SFREC","3","2","3","3","1","","","","2","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"836","SFREC","3","2","4","4","1","","","","6","2","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","6","","","","","","","","","","","1","","","","","","",""
"837","SFREC","3","2","5","5","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","",""
"838","SFREC","3","2","6","6","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"839","SFREC","3","2","7","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","SFREC","3","2","8","8","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"841","SFREC","3","2","9","1","2","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"842","SFREC","3","2","10","2","2","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"843","SFREC","3","2","11","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","",""
"844","SFREC","3","2","12","4","2","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"845","SFREC","3","2","13","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"846","SFREC","3","2","14","6","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"847","SFREC","3","2","15","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"848","SFREC","3","2","16","8","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"849","SFREC","3","2","1","1","3","","","","","2","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"850","SFREC","3","2","2","2","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","",""
"851","SFREC","3","2","3","3","3","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","",""
"852","SFREC","3","2","4","4","3","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"853","SFREC","3","2","5","5","3","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"854","SFREC","3","2","6","6","3","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"855","SFREC","3","2","7","7","3","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"856","SFREC","3","2","8","8","3","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"857","SFREC","3","2","9","1","4","","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","",""
"858","SFREC","3","2","10","2","4","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"859","SFREC","3","2","11","3","4","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","2","",""
"860","SFREC","3","2","12","4","4","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"861","SFREC","3","2","13","5","4","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","",""
"862","SFREC","3","2","14","6","4","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"863","SFREC","3","2","15","7","4","","","","","","","","","","","2","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"864","SFREC","3","2","16","8","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"865","SFREC","3","2","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"866","SFREC","3","2","2","2","5","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","",""
"867","SFREC","3","2","3","3","5","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
