"","Site","Block","Plot","SubplotRes","Subplot","SubplotX","SubplotY"
"1235","SFREC",2,8,0.5,3,1,2
"1236","SFREC",2,8,0.5,4,2,1
"1237","SFREC",2,8,1,1,1,2
"1238","SFREC",2,8,1,2,2,2
"1239","SFREC",2,8,2,1,4,4
"1240","SFREC",2,8,4,1,NA,NA
"1241","SFREC",3,1,0.25,1,1,1
"1242","SFREC",3,1,0.25,2,2,2
"1243","SFREC",3,1,0.25,3,1,2
"1244","SFREC",3,1,0.25,4,2,1
"1245","SFREC",3,1,0.25,5,2,1
"1246","SFREC",3,1,0.25,6,2,2
"1247","SFREC",3,1,0.25,7,1,2
"1248","SFREC",3,1,0.25,8,2,1
"1249","SFREC",3,1,0.5,1,1,1
"1250","SFREC",3,1,0.5,2,2,1
"1251","SFREC",3,1,0.5,3,1,1
"1252","SFREC",3,1,0.5,4,2,1
"1253","SFREC",3,1,1,1,2,1
"1254","SFREC",3,1,1,2,2,2
"1255","SFREC",3,1,2,1,2,1
"1256","SFREC",3,2,0.25,1,1,2
"1257","SFREC",3,2,0.25,2,2,2
"1258","SFREC",3,2,0.25,3,1,1
"1259","SFREC",3,2,0.25,4,1,2
"1260","SFREC",3,2,0.25,5,1,1
"1261","SFREC",3,2,0.25,6,1,2
"1262","SFREC",3,2,0.25,7,2,1
"1263","SFREC",3,2,0.25,8,2,2
"1264","SFREC",3,2,0.5,1,1,1
"1265","SFREC",3,2,0.5,2,2,1
"1266","SFREC",3,2,0.5,3,2,1
"1267","SFREC",3,2,0.5,4,2,2
"1268","SFREC",3,2,1,1,1,2
"1269","SFREC",3,2,1,2,2,2
"1270","SFREC",3,2,2,1,1,2
"1271","SFREC",3,2,4,1,NA,NA
"1272","SFREC",3,3,0.25,1,1,1
"1273","SFREC",3,3,0.25,2,1,2
"1274","SFREC",3,3,0.25,3,1,1
"1275","SFREC",3,3,0.25,4,1,2
"1276","SFREC",3,3,0.25,5,2,1
"1277","SFREC",3,3,0.25,6,1,2
"1278","SFREC",3,3,0.25,7,2,1
"1279","SFREC",3,3,0.25,8,2,2
"1280","SFREC",3,3,0.5,1,2,1
"1281","SFREC",3,3,0.5,2,2,2
"1282","SFREC",3,3,0.5,3,1,1
"1283","SFREC",3,3,0.5,4,1,2
"1284","SFREC",3,3,1,1,1,1
"1285","SFREC",3,3,1,2,2,1
"1286","SFREC",3,3,2,1,2,3
"1287","SFREC",3,4,0.25,1,1,1
"1288","SFREC",3,4,0.25,2,1,2
"1289","SFREC",3,4,0.25,3,1,2
"1290","SFREC",3,4,0.25,4,2,1
"1291","SFREC",3,4,0.25,5,1,1
"1292","SFREC",3,4,0.25,6,1,2
"1293","SFREC",3,4,0.25,7,1,2
"1294","SFREC",3,4,0.25,8,2,2
"1295","SFREC",3,4,0.5,1,1,1
"1296","SFREC",3,4,0.5,2,2,2
"1297","SFREC",3,4,0.5,3,1,1
"1298","SFREC",3,4,0.5,4,2,2
"1299","SFREC",3,4,1,1,1,2
"1300","SFREC",3,4,1,2,2,2
"1301","SFREC",3,4,2,1,1,4
"1302","SFREC",3,4,4,1,NA,NA
"1303","SFREC",3,5,0.25,1,1,1
"1304","SFREC",3,5,0.25,2,1,2
"1305","SFREC",3,5,0.25,3,2,1
"1306","SFREC",3,5,0.25,4,2,2
"1307","SFREC",3,5,0.25,5,1,1
"1308","SFREC",3,5,0.25,6,1,2
"1309","SFREC",3,5,0.25,7,1,2
"1310","SFREC",3,5,0.25,8,2,2
"1311","SFREC",3,5,0.5,1,1,2
"1312","SFREC",3,5,0.5,2,2,2
"1313","SFREC",3,5,0.5,3,1,2
"1314","SFREC",3,5,0.5,4,2,1
"1315","SFREC",3,5,1,1,1,2
"1316","SFREC",3,5,1,2,2,2
"1317","SFREC",3,5,2,1,4,1
"1318","SFREC",3,6,0.25,1,1,1
"1319","SFREC",3,6,0.25,2,2,1
"1320","SFREC",3,6,0.25,3,2,1
"1321","SFREC",3,6,0.25,4,2,2
"1322","SFREC",3,6,0.25,5,1,1
"1323","SFREC",3,6,0.25,6,1,2
"1324","SFREC",3,6,0.25,7,1,1
"1325","SFREC",3,6,0.25,8,1,2
"1326","SFREC",3,6,0.5,1,1,2
"1327","SFREC",3,6,0.5,2,2,2
"1328","SFREC",3,6,0.5,3,2,1
"1329","SFREC",3,6,0.5,4,2,2
"1330","SFREC",3,6,1,1,1,2
"1331","SFREC",3,6,1,2,2,2
"1332","SFREC",3,6,2,1,3,2
"1333","SFREC",3,6,4,1,NA,NA
"1334","SFREC",3,7,0.25,1,1,1
"1335","SFREC",3,7,0.25,2,2,2
"1336","SFREC",3,7,0.25,3,1,1
"1337","SFREC",3,7,0.25,4,1,2
"1338","SFREC",3,7,0.25,5,1,1
"1339","SFREC",3,7,0.25,6,2,1
"1340","SFREC",3,7,0.25,7,1,2
"1341","SFREC",3,7,0.25,8,2,2
"1342","SFREC",3,7,0.5,1,1,1
"1343","SFREC",3,7,0.5,2,1,2
"1344","SFREC",3,7,0.5,3,2,1
"1345","SFREC",3,7,0.5,4,2,2
"1346","SFREC",3,7,1,1,1,2
"1347","SFREC",3,7,1,2,2,1
"1348","SFREC",3,7,2,1,3,3
"1349","SFREC",3,8,0.25,1,1,2
"1350","SFREC",3,8,0.25,2,2,2
"1351","SFREC",3,8,0.25,3,1,1
"1352","SFREC",3,8,0.25,4,2,2
"1353","SFREC",3,8,0.25,5,1,2
"1354","SFREC",3,8,0.25,6,2,1
"1355","SFREC",3,8,0.25,7,1,2
"1356","SFREC",3,8,0.25,8,2,1
"1357","SFREC",3,8,0.5,1,1,1
"1358","SFREC",3,8,0.5,2,2,1
"1359","SFREC",3,8,0.5,3,1,2
"1360","SFREC",3,8,0.5,4,2,1
"1361","SFREC",3,8,1,1,1,2
"1362","SFREC",3,8,1,2,2,2
"1363","SFREC",3,8,2,1,4,4
"1364","SFREC",3,8,4,1,NA,NA
"1365","SFREC",4,1,0.25,1,1,1
"1366","SFREC",4,1,0.25,2,2,2
"1367","SFREC",4,1,0.25,3,1,2
"1368","SFREC",4,1,0.25,4,2,1
"1369","SFREC",4,1,0.25,5,2,1
"1370","SFREC",4,1,0.25,6,2,2
"1371","SFREC",4,1,0.25,7,1,2
"1372","SFREC",4,1,0.25,8,2,1
"1373","SFREC",4,1,0.5,1,1,1
"1374","SFREC",4,1,0.5,2,2,1
"1375","SFREC",4,1,0.5,3,1,1
"1376","SFREC",4,1,0.5,4,2,1
"1377","SFREC",4,1,1,1,2,1
"1378","SFREC",4,1,1,2,2,2
"1379","SFREC",4,1,2,1,2,1
"1380","SFREC",4,2,0.25,1,1,2
"1381","SFREC",4,2,0.25,2,2,2
"1382","SFREC",4,2,0.25,3,1,1
"1383","SFREC",4,2,0.25,4,1,2
"1384","SFREC",4,2,0.25,5,1,1
"1385","SFREC",4,2,0.25,6,1,2
"1386","SFREC",4,2,0.25,7,2,1
"1387","SFREC",4,2,0.25,8,2,2
"1388","SFREC",4,2,0.5,1,1,1
"1389","SFREC",4,2,0.5,2,2,1
"1390","SFREC",4,2,0.5,3,2,1
"1391","SFREC",4,2,0.5,4,2,2
"1392","SFREC",4,2,1,1,1,2
"1393","SFREC",4,2,1,2,2,2
"1394","SFREC",4,2,2,1,1,2
"1395","SFREC",4,2,4,1,NA,NA
"1396","SFREC",4,3,0.25,1,1,1
"1397","SFREC",4,3,0.25,2,1,2
"1398","SFREC",4,3,0.25,3,1,1
"1399","SFREC",4,3,0.25,4,1,2
"1400","SFREC",4,3,0.25,5,2,1
"1401","SFREC",4,3,0.25,6,1,2
"1402","SFREC",4,3,0.25,7,2,1
"1403","SFREC",4,3,0.25,8,2,2
"1404","SFREC",4,3,0.5,1,2,1
"1405","SFREC",4,3,0.5,2,2,2
"1406","SFREC",4,3,0.5,3,1,1
"1407","SFREC",4,3,0.5,4,1,2
"1408","SFREC",4,3,1,1,1,1
"1409","SFREC",4,3,1,2,2,1
"1410","SFREC",4,3,2,1,2,3
"1411","SFREC",4,4,0.25,1,1,1
"1412","SFREC",4,4,0.25,2,1,2
"1413","SFREC",4,4,0.25,3,1,2
"1414","SFREC",4,4,0.25,4,2,1
"1415","SFREC",4,4,0.25,5,1,1
"1416","SFREC",4,4,0.25,6,1,2
"1417","SFREC",4,4,0.25,7,1,2
"1418","SFREC",4,4,0.25,8,2,2
"1419","SFREC",4,4,0.5,1,1,1
"1420","SFREC",4,4,0.5,2,2,2
"1421","SFREC",4,4,0.5,3,1,1
"1422","SFREC",4,4,0.5,4,2,2
"1423","SFREC",4,4,1,1,1,2
"1424","SFREC",4,4,1,2,2,2
"1425","SFREC",4,4,2,1,1,4
"1426","SFREC",4,4,4,1,NA,NA
"1427","SFREC",4,5,0.25,1,1,1
"1428","SFREC",4,5,0.25,2,1,2
"1429","SFREC",4,5,0.25,3,2,1
"1430","SFREC",4,5,0.25,4,2,2
"1431","SFREC",4,5,0.25,5,1,1
"1432","SFREC",4,5,0.25,6,1,2
"1433","SFREC",4,5,0.25,7,1,2
"1434","SFREC",4,5,0.25,8,2,2
"1435","SFREC",4,5,0.5,1,1,2
"1436","SFREC",4,5,0.5,2,2,2
"1437","SFREC",4,5,0.5,3,1,2
"1438","SFREC",4,5,0.5,4,2,1
"1439","SFREC",4,5,1,1,1,2
"1440","SFREC",4,5,1,2,2,2
"1441","SFREC",4,5,2,1,4,1
"1442","SFREC",4,6,0.25,1,1,1
"1443","SFREC",4,6,0.25,2,2,1
"1444","SFREC",4,6,0.25,3,2,1
"1445","SFREC",4,6,0.25,4,2,2
"1446","SFREC",4,6,0.25,5,1,1
"1447","SFREC",4,6,0.25,6,1,2
"1448","SFREC",4,6,0.25,7,1,1
"1449","SFREC",4,6,0.25,8,1,2
"1450","SFREC",4,6,0.5,1,1,2
"1451","SFREC",4,6,0.5,2,2,2
"1452","SFREC",4,6,0.5,3,2,1
"1453","SFREC",4,6,0.5,4,2,2
"1454","SFREC",4,6,1,1,1,2
"1455","SFREC",4,6,1,2,2,2
"1456","SFREC",4,6,2,1,3,2
"1457","SFREC",4,6,4,1,NA,NA
"1458","SFREC",4,7,0.25,1,1,1
"1459","SFREC",4,7,0.25,2,2,2
"1460","SFREC",4,7,0.25,3,1,1
"1461","SFREC",4,7,0.25,4,1,2
"1462","SFREC",4,7,0.25,5,1,1
"1463","SFREC",4,7,0.25,6,2,1
"1464","SFREC",4,7,0.25,7,1,2
"1465","SFREC",4,7,0.25,8,2,2
"1466","SFREC",4,7,0.5,1,1,1
"1467","SFREC",4,7,0.5,2,1,2
"1468","SFREC",4,7,0.5,3,2,1
"1469","SFREC",4,7,0.5,4,2,2
"1470","SFREC",4,7,1,1,1,2
"1471","SFREC",4,7,1,2,2,1
"1472","SFREC",4,7,2,1,3,3
"1473","SFREC",4,8,0.25,1,1,2
"1474","SFREC",4,8,0.25,2,2,2
"1475","SFREC",4,8,0.25,3,1,1
"1476","SFREC",4,8,0.25,4,2,2
"1477","SFREC",4,8,0.25,5,1,2
"1478","SFREC",4,8,0.25,6,2,1
"1479","SFREC",4,8,0.25,7,1,2
"1480","SFREC",4,8,0.25,8,2,1
"1481","SFREC",4,8,0.5,1,1,1
"1482","SFREC",4,8,0.5,2,2,1
"1483","SFREC",4,8,0.5,3,1,2
"1484","SFREC",4,8,0.5,4,2,1
"1485","SFREC",4,8,1,1,1,2
"1486","SFREC",4,8,1,2,2,2
"1487","SFREC",4,8,2,1,4,4
"1488","SFREC",4,8,4,1,NA,NA
