block,plot,subplotres,subplotno,index,site_code,year,experiment_type,x,y,mid_x,mid_y,bl_x,ul_x,ur_x,br_x,bl_y,ul_y,ur_y,br_y
3,1,0.5,2,234,HREC,2016,observational,2,1,12.75,0.25,12.5,12.5,13,13,0,0.5,0.5,0
3,1,0.5,3,235,HREC,2016,observational,1,1,12.25,1.25,12,12,12.5,12.5,1,1.5,1.5,1
3,1,0.5,4,236,HREC,2016,observational,2,1,12.75,1.25,12.5,12.5,13,13,1,1.5,1.5,1
3,1,1,1,237,HREC,2016,observational,2,1,12.5,0.5,12,12,13,13,0,1,1,0
3,1,1,2,238,HREC,2016,observational,2,2,12.5,1.5,12,12,13,13,1,2,2,1
3,2,0.25,1,239,HREC,2016,observational,1,2,9.125,3.375,9,9,9.25,9.25,3.25,3.5,3.5,3.25
3,2,0.25,2,240,HREC,2016,observational,2,2,9.375,3.375,9.25,9.25,9.5,9.5,3.25,3.5,3.5,3.25
3,2,0.25,3,241,HREC,2016,observational,1,1,9.625,3.125,9.5,9.5,9.75,9.75,3,3.25,3.25,3
3,2,0.25,4,242,HREC,2016,observational,1,2,9.625,3.375,9.5,9.5,9.75,9.75,3.25,3.5,3.5,3.25
3,2,0.25,5,243,HREC,2016,observational,1,1,10.625,3.125,10.5,10.5,10.75,10.75,3,3.25,3.25,3
3,2,0.25,6,244,HREC,2016,observational,1,2,10.625,3.375,10.5,10.5,10.75,10.75,3.25,3.5,3.5,3.25
3,2,0.25,7,245,HREC,2016,observational,2,1,10.875,3.625,10.75,10.75,11,11,3.5,3.75,3.75,3.5
3,2,0.25,8,246,HREC,2016,observational,2,2,10.875,3.875,10.75,10.75,11,11,3.75,4,4,3.75
3,2,0.5,1,247,HREC,2016,observational,1,1,9.25,3.25,9,9,9.5,9.5,3,3.5,3.5,3
3,2,0.5,2,248,HREC,2016,observational,2,1,9.75,3.25,9.5,9.5,10,10,3,3.5,3.5,3
3,2,0.5,3,249,HREC,2016,observational,2,1,10.75,3.25,10.5,10.5,11,11,3,3.5,3.5,3
3,2,0.5,4,250,HREC,2016,observational,2,2,10.75,3.75,10.5,10.5,11,11,3.5,4,4,3.5
3,2,1,1,251,HREC,2016,observational,1,2,9.5,3.5,9,9,10,10,3,4,4,3
3,2,1,2,252,HREC,2016,observational,2,2,10.5,3.5,10,10,11,11,3,4,4,3
3,3,0.25,1,253,HREC,2016,observational,1,1,11.625,4.125,11.5,11.5,11.75,11.75,4,4.25,4.25,4
3,3,0.25,2,254,HREC,2016,observational,1,2,11.625,4.375,11.5,11.5,11.75,11.75,4.25,4.5,4.5,4.25
3,3,0.25,3,255,HREC,2016,observational,1,1,11.625,4.625,11.5,11.5,11.75,11.75,4.5,4.75,4.75,4.5
3,3,0.25,4,256,HREC,2016,observational,1,2,11.625,4.875,11.5,11.5,11.75,11.75,4.75,5,5,4.75
3,3,0.25,5,257,HREC,2016,observational,2,1,12.375,4.125,12.25,12.25,12.5,12.5,4,4.25,4.25,4
3,3,0.25,6,258,HREC,2016,observational,1,2,12.125,4.375,12,12,12.25,12.25,4.25,4.5,4.5,4.25
3,3,0.25,7,259,HREC,2016,observational,2,1,12.375,4.625,12.25,12.25,12.5,12.5,4.5,4.75,4.75,4.5
3,3,0.25,8,260,HREC,2016,observational,2,2,12.375,4.875,12.25,12.25,12.5,12.5,4.75,5,5,4.75
3,3,0.5,1,261,HREC,2016,observational,2,1,11.75,4.25,11.5,11.5,12,12,4,4.5,4.5,4
3,3,0.5,2,262,HREC,2016,observational,2,2,11.75,4.75,11.5,11.5,12,12,4.5,5,5,4.5
3,3,0.5,3,263,HREC,2016,observational,1,1,12.25,4.25,12,12,12.5,12.5,4,4.5,4.5,4
3,3,0.5,4,264,HREC,2016,observational,1,2,12.25,4.75,12,12,12.5,12.5,4.5,5,5,4.5
3,3,1,1,265,HREC,2016,observational,1,1,11.5,4.5,11,11,12,12,4,5,5,4
3,3,1,2,266,HREC,2016,observational,2,1,12.5,4.5,12,12,13,13,4,5,5,4
3,4,0.25,1,267,HREC,2016,observational,1,1,9.125,7.125,9,9,9.25,9.25,7,7.25,7.25,7
3,4,0.25,2,268,HREC,2016,observational,1,2,9.125,7.375,9,9,9.25,9.25,7.25,7.5,7.5,7.25
3,4,0.25,3,269,HREC,2016,observational,1,2,9.625,7.875,9.5,9.5,9.75,9.75,7.75,8,8,7.75
3,4,0.25,4,270,HREC,2016,observational,2,1,9.875,7.625,9.75,9.75,10,10,7.5,7.75,7.75,7.5
3,4,0.25,5,271,HREC,2016,observational,1,1,10.125,7.125,10,10,10.25,10.25,7,7.25,7.25,7
3,4,0.25,6,272,HREC,2016,observational,1,2,10.125,7.375,10,10,10.25,10.25,7.25,7.5,7.5,7.25
3,4,0.25,7,273,HREC,2016,observational,1,2,10.625,7.875,10.5,10.5,10.75,10.75,7.75,8,8,7.75
3,4,0.25,8,274,HREC,2016,observational,2,2,10.875,7.875,10.75,10.75,11,11,7.75,8,8,7.75
3,4,0.5,1,275,HREC,2016,observational,1,1,9.25,7.25,9,9,9.5,9.5,7,7.5,7.5,7
3,4,0.5,2,276,HREC,2016,observational,2,2,9.75,7.75,9.5,9.5,10,10,7.5,8,8,7.5
3,4,0.5,3,277,HREC,2016,observational,1,1,10.25,7.25,10,10,10.5,10.5,7,7.5,7.5,7
3,4,0.5,4,278,HREC,2016,observational,2,2,10.75,7.75,10.5,10.5,11,11,7.5,8,8,7.5
3,4,1,1,279,HREC,2016,observational,1,2,9.5,7.5,9,9,10,10,7,8,8,7
3,4,1,2,280,HREC,2016,observational,2,2,10.5,7.5,10,10,11,11,7,8,8,7
3,5,0.25,1,281,HREC,2016,observational,1,1,15.125,1.625,15,15,15.25,15.25,1.5,1.75,1.75,1.5
3,5,0.25,2,282,HREC,2016,observational,1,2,15.125,1.875,15,15,15.25,15.25,1.75,2,2,1.75
3,5,0.25,3,283,HREC,2016,observational,2,1,15.875,1.625,15.75,15.75,16,16,1.5,1.75,1.75,1.5
3,5,0.25,4,284,HREC,2016,observational,2,2,15.875,1.875,15.75,15.75,16,16,1.75,2,2,1.75
3,5,0.25,5,285,HREC,2016,observational,1,1,16.125,1.625,16,16,16.25,16.25,1.5,1.75,1.75,1.5
3,5,0.25,6,286,HREC,2016,observational,1,2,16.125,1.875,16,16,16.25,16.25,1.75,2,2,1.75
3,5,0.25,7,287,HREC,2016,observational,1,2,16.625,1.375,16.5,16.5,16.75,16.75,1.25,1.5,1.5,1.25
3,5,0.25,8,288,HREC,2016,observational,2,2,16.875,1.375,16.75,16.75,17,17,1.25,1.5,1.5,1.25
3,5,0.5,1,289,HREC,2016,observational,1,2,15.25,1.75,15,15,15.5,15.5,1.5,2,2,1.5
3,5,0.5,2,290,HREC,2016,observational,2,2,15.75,1.75,15.5,15.5,16,16,1.5,2,2,1.5
3,5,0.5,3,291,HREC,2016,observational,1,2,16.25,1.75,16,16,16.5,16.5,1.5,2,2,1.5
3,5,0.5,4,292,HREC,2016,observational,2,1,16.75,1.25,16.5,16.5,17,17,1,1.5,1.5,1
3,5,1,1,293,HREC,2016,observational,1,2,15.5,1.5,15,15,16,16,1,2,2,1
3,5,1,2,294,HREC,2016,observational,2,2,16.5,1.5,16,16,17,17,1,2,2,1
3,6,0.25,1,295,HREC,2016,observational,1,1,13.125,3.625,13,13,13.25,13.25,3.5,3.75,3.75,3.5
3,6,0.25,2,296,HREC,2016,observational,2,1,13.375,3.625,13.25,13.25,13.5,13.5,3.5,3.75,3.75,3.5
3,6,0.25,3,297,HREC,2016,observational,2,1,13.875,3.625,13.75,13.75,14,14,3.5,3.75,3.75,3.5
3,6,0.25,4,298,HREC,2016,observational,2,2,13.875,3.875,13.75,13.75,14,14,3.75,4,4,3.75
3,6,0.25,5,299,HREC,2016,observational,1,1,14.625,3.125,14.5,14.5,14.75,14.75,3,3.25,3.25,3
3,6,0.25,6,300,HREC,2016,observational,1,2,14.625,3.375,14.5,14.5,14.75,14.75,3.25,3.5,3.5,3.25
3,6,0.25,7,301,HREC,2016,observational,1,1,14.625,3.625,14.5,14.5,14.75,14.75,3.5,3.75,3.75,3.5
3,6,0.25,8,302,HREC,2016,observational,1,2,14.625,3.875,14.5,14.5,14.75,14.75,3.75,4,4,3.75
3,6,0.5,1,303,HREC,2016,observational,1,2,13.25,3.75,13,13,13.5,13.5,3.5,4,4,3.5
3,6,0.5,2,304,HREC,2016,observational,2,2,13.75,3.75,13.5,13.5,14,14,3.5,4,4,3.5
3,6,0.5,3,305,HREC,2016,observational,2,1,14.75,3.25,14.5,14.5,15,15,3,3.5,3.5,3
3,6,0.5,4,306,HREC,2016,observational,2,2,14.75,3.75,14.5,14.5,15,15,3.5,4,4,3.5
3,6,1,1,307,HREC,2016,observational,1,2,13.5,3.5,13,13,14,14,3,4,4,3
3,6,1,2,308,HREC,2016,observational,2,2,14.5,3.5,14,14,15,15,3,4,4,3
3,7,0.25,1,309,HREC,2016,observational,1,1,13.125,5.125,13,13,13.25,13.25,5,5.25,5.25,5
3,7,0.25,2,310,HREC,2016,observational,2,1,13.375,5.375,13.25,13.25,13.5,13.5,5.25,5.5,5.5,5.25
3,7,0.25,3,311,HREC,2016,observational,1,2,13.125,5.625,13,13,13.25,13.25,5.5,5.75,5.75,5.5
3,7,0.25,4,312,HREC,2016,observational,2,2,13.125,5.875,13,13,13.25,13.25,5.75,6,6,5.75
3,7,0.25,5,313,HREC,2016,observational,1,1,14.625,4.125,14.5,14.5,14.75,14.75,4,4.25,4.25,4
3,7,0.25,6,314,HREC,2016,observational,2,2,14.875,4.125,14.75,14.75,15,15,4,4.25,4.25,4
3,7,0.25,7,315,HREC,2016,observational,1,1,14.625,4.875,14.5,14.5,14.75,14.75,4.75,5,5,4.75
3,7,0.25,8,316,HREC,2016,observational,1,2,14.875,4.875,14.75,14.75,15,15,4.75,5,5,4.75
3,7,0.5,1,317,HREC,2016,observational,2,1,13.25,5.25,13,13,13.5,13.5,5,5.5,5.5,5
3,7,0.5,2,318,HREC,2016,observational,2,2,13.25,5.75,13,13,13.5,13.5,5.5,6,6,5.5
3,7,0.5,3,319,HREC,2016,observational,1,1,14.75,4.25,14.5,14.5,15,15,4,4.5,4.5,4
3,7,0.5,4,320,HREC,2016,observational,1,2,14.75,4.75,14.5,14.5,15,15,4.5,5,5,4.5
3,7,1,1,321,HREC,2016,observational,2,1,13.5,5.5,13,13,14,14,5,6,6,5
3,7,1,2,322,HREC,2016,observational,1,2,14.5,4.5,14,14,15,15,4,5,5,4
3,8,0.25,1,323,HREC,2016,observational,1,2,15.125,7.375,15,15,15.25,15.25,7.25,7.5,7.5,7.25
3,8,0.25,2,324,HREC,2016,observational,2,2,15.375,7.375,15.25,15.25,15.5,15.5,7.25,7.5,7.5,7.25
3,8,0.25,3,325,HREC,2016,observational,1,1,15.625,7.125,15.5,15.5,15.75,15.75,7,7.25,7.25,7
3,8,0.25,4,326,HREC,2016,observational,2,2,15.875,7.375,15.75,15.75,16,16,7.25,7.5,7.5,7.25
3,8,0.25,5,327,HREC,2016,observational,1,2,16.125,7.875,16,16,16.25,16.25,7.75,8,8,7.75
3,8,0.25,6,328,HREC,2016,observational,2,1,16.375,7.625,16.25,16.25,16.5,16.5,7.5,7.75,7.75,7.5
3,8,0.25,7,329,HREC,2016,observational,1,2,16.625,7.375,16.5,16.5,16.75,16.75,7.25,7.5,7.5,7.25
3,8,0.25,8,330,HREC,2016,observational,2,1,16.875,7.125,16.75,16.75,17,17,7,7.25,7.25,7
3,8,0.5,1,331,HREC,2016,observational,1,1,15.25,7.25,15,15,15.5,15.5,7,7.5,7.5,7
3,8,0.5,2,332,HREC,2016,observational,2,1,15.75,7.25,15.5,15.5,16,16,7,7.5,7.5,7
3,8,0.5,3,333,HREC,2016,observational,1,2,16.25,7.75,16,16,16.5,16.5,7.5,8,8,7.5
3,8,0.5,4,334,HREC,2016,observational,2,1,16.75,7.25,16.5,16.5,17,17,7,7.5,7.5,7
3,8,1,1,335,HREC,2016,observational,1,2,15.5,7.5,15,15,16,16,7,8,8,7
3,8,1,2,336,HREC,2016,observational,2,2,16.5,7.5,16,16,17,17,7,8,8,7
4,1,0.25,1,337,HREC,2016,observational,1,1,12.125,9.125,12,12,12.25,12.25,9,9.25,9.25,9
4,1,0.25,2,338,HREC,2016,observational,2,2,12.375,9.375,12.25,12.25,12.5,12.5,9.25,9.5,9.5,9.25
4,1,0.25,3,339,HREC,2016,observational,1,2,12.625,9.375,12.5,12.5,12.75,12.75,9.25,9.5,9.5,9.25
4,1,0.25,4,340,HREC,2016,observational,2,1,12.875,9.125,12.75,12.75,13,13,9,9.25,9.25,9
4,1,0.25,5,341,HREC,2016,observational,2,1,12.375,10.125,12.25,12.25,12.5,12.5,10,10.25,10.25,10
4,1,0.25,6,342,HREC,2016,observational,2,2,12.375,10.375,12.25,12.25,12.5,12.5,10.25,10.5,10.5,10.25
4,1,0.25,7,343,HREC,2016,observational,1,2,12.625,10.375,12.5,12.5,12.75,12.75,10.25,10.5,10.5,10.25
4,1,0.25,8,344,HREC,2016,observational,2,1,12.875,10.125,12.75,12.75,13,13,10,10.25,10.25,10
4,1,0.5,1,345,HREC,2016,observational,1,1,12.25,9.25,12,12,12.5,12.5,9,9.5,9.5,9
4,1,0.5,2,346,HREC,2016,observational,2,1,12.75,9.25,12.5,12.5,13,13,9,9.5,9.5,9
4,1,0.5,3,347,HREC,2016,observational,1,1,12.25,10.25,12,12,12.5,12.5,10,10.5,10.5,10
4,1,0.5,4,348,HREC,2016,observational,2,1,12.75,10.25,12.5,12.5,13,13,10,10.5,10.5,10
4,1,1,1,349,HREC,2016,observational,2,1,12.5,9.5,12,12,13,13,9,10,10,9
4,1,1,2,350,HREC,2016,observational,2,2,12.5,10.5,12,12,13,13,10,11,11,10
4,2,0.25,1,351,HREC,2016,observational,1,2,9.125,12.375,9,9,9.25,9.25,12.25,12.5,12.5,12.25
4,2,0.25,2,352,HREC,2016,observational,2,2,9.375,12.375,9.25,9.25,9.5,9.5,12.25,12.5,12.5,12.25
4,2,0.25,3,353,HREC,2016,observational,1,1,9.625,12.125,9.5,9.5,9.75,9.75,12,12.25,12.25,12
4,2,0.25,4,354,HREC,2016,observational,1,2,9.625,12.375,9.5,9.5,9.75,9.75,12.25,12.5,12.5,12.25
4,2,0.25,5,355,HREC,2016,observational,1,1,10.625,12.125,10.5,10.5,10.75,10.75,12,12.25,12.25,12
4,2,0.25,6,356,HREC,2016,observational,1,2,10.625,12.375,10.5,10.5,10.75,10.75,12.25,12.5,12.5,12.25
4,2,0.25,7,357,HREC,2016,observational,2,1,10.875,12.625,10.75,10.75,11,11,12.5,12.75,12.75,12.5
4,2,0.25,8,358,HREC,2016,observational,2,2,10.875,12.875,10.75,10.75,11,11,12.75,13,13,12.75
4,2,0.5,1,359,HREC,2016,observational,1,1,9.25,12.25,9,9,9.5,9.5,12,12.5,12.5,12
4,2,0.5,2,360,HREC,2016,observational,2,1,9.75,12.25,9.5,9.5,10,10,12,12.5,12.5,12
4,2,0.5,3,361,HREC,2016,observational,2,1,10.75,12.25,10.5,10.5,11,11,12,12.5,12.5,12
4,2,0.5,4,362,HREC,2016,observational,2,2,10.75,12.75,10.5,10.5,11,11,12.5,13,13,12.5
4,2,1,1,363,HREC,2016,observational,1,2,9.5,12.5,9,9,10,10,12,13,13,12
4,2,1,2,364,HREC,2016,observational,2,2,10.5,12.5,10,10,11,11,12,13,13,12
4,3,0.25,1,365,HREC,2016,observational,1,1,11.625,13.125,11.5,11.5,11.75,11.75,13,13.25,13.25,13
4,3,0.25,2,366,HREC,2016,observational,1,2,11.625,13.375,11.5,11.5,11.75,11.75,13.25,13.5,13.5,13.25
4,3,0.25,3,367,HREC,2016,observational,1,1,11.625,13.625,11.5,11.5,11.75,11.75,13.5,13.75,13.75,13.5
4,3,0.25,4,368,HREC,2016,observational,1,2,11.625,13.875,11.5,11.5,11.75,11.75,13.75,14,14,13.75
4,3,0.25,5,369,HREC,2016,observational,2,1,12.375,13.125,12.25,12.25,12.5,12.5,13,13.25,13.25,13
4,3,0.25,6,370,HREC,2016,observational,1,2,12.125,13.375,12,12,12.25,12.25,13.25,13.5,13.5,13.25
4,3,0.25,7,371,HREC,2016,observational,2,1,12.375,13.625,12.25,12.25,12.5,12.5,13.5,13.75,13.75,13.5
4,3,0.25,8,372,HREC,2016,observational,2,2,12.375,13.875,12.25,12.25,12.5,12.5,13.75,14,14,13.75
4,3,0.5,1,373,HREC,2016,observational,2,1,11.75,13.25,11.5,11.5,12,12,13,13.5,13.5,13
4,3,0.5,2,374,HREC,2016,observational,2,2,11.75,13.75,11.5,11.5,12,12,13.5,14,14,13.5
4,3,0.5,3,375,HREC,2016,observational,1,1,12.25,13.25,12,12,12.5,12.5,13,13.5,13.5,13
4,3,0.5,4,376,HREC,2016,observational,1,2,12.25,13.75,12,12,12.5,12.5,13.5,14,14,13.5
4,3,1,1,377,HREC,2016,observational,1,1,11.5,13.5,11,11,12,12,13,14,14,13
4,3,1,2,378,HREC,2016,observational,2,1,12.5,13.5,12,12,13,13,13,14,14,13
4,4,0.25,1,379,HREC,2016,observational,1,1,9.125,16.125,9,9,9.25,9.25,16,16.25,16.25,16
4,4,0.25,2,380,HREC,2016,observational,1,2,9.125,16.375,9,9,9.25,9.25,16.25,16.5,16.5,16.25
4,4,0.25,3,381,HREC,2016,observational,1,2,9.625,16.875,9.5,9.5,9.75,9.75,16.75,17,17,16.75
4,4,0.25,4,382,HREC,2016,observational,2,1,9.875,16.625,9.75,9.75,10,10,16.5,16.75,16.75,16.5
4,4,0.25,5,383,HREC,2016,observational,1,1,10.125,16.125,10,10,10.25,10.25,16,16.25,16.25,16
4,4,0.25,6,384,HREC,2016,observational,1,2,10.125,16.375,10,10,10.25,10.25,16.25,16.5,16.5,16.25
4,4,0.25,7,385,HREC,2016,observational,1,2,10.625,16.875,10.5,10.5,10.75,10.75,16.75,17,17,16.75
4,4,0.25,8,386,HREC,2016,observational,2,2,10.875,16.875,10.75,10.75,11,11,16.75,17,17,16.75
4,4,0.5,1,387,HREC,2016,observational,1,1,9.25,16.25,9,9,9.5,9.5,16,16.5,16.5,16
4,4,0.5,2,388,HREC,2016,observational,2,2,9.75,16.75,9.5,9.5,10,10,16.5,17,17,16.5
4,4,0.5,3,389,HREC,2016,observational,1,1,10.25,16.25,10,10,10.5,10.5,16,16.5,16.5,16
4,4,0.5,4,390,HREC,2016,observational,2,2,10.75,16.75,10.5,10.5,11,11,16.5,17,17,16.5
4,4,1,1,391,HREC,2016,observational,1,2,9.5,16.5,9,9,10,10,16,17,17,16
4,4,1,2,392,HREC,2016,observational,2,2,10.5,16.5,10,10,11,11,16,17,17,16
4,5,0.25,1,393,HREC,2016,observational,1,1,15.125,10.625,15,15,15.25,15.25,10.5,10.75,10.75,10.5
4,5,0.25,2,394,HREC,2016,observational,1,2,15.125,10.875,15,15,15.25,15.25,10.75,11,11,10.75
4,5,0.25,3,395,HREC,2016,observational,2,1,15.875,10.625,15.75,15.75,16,16,10.5,10.75,10.75,10.5
4,5,0.25,4,396,HREC,2016,observational,2,2,15.875,10.875,15.75,15.75,16,16,10.75,11,11,10.75
4,5,0.25,5,397,HREC,2016,observational,1,1,16.125,10.625,16,16,16.25,16.25,10.5,10.75,10.75,10.5
4,5,0.25,6,398,HREC,2016,observational,1,2,16.125,10.875,16,16,16.25,16.25,10.75,11,11,10.75
4,5,0.25,7,399,HREC,2016,observational,1,2,16.625,10.375,16.5,16.5,16.75,16.75,10.25,10.5,10.5,10.25
4,5,0.25,8,400,HREC,2016,observational,2,2,16.875,10.375,16.75,16.75,17,17,10.25,10.5,10.5,10.25
4,5,0.5,1,401,HREC,2016,observational,1,2,15.25,10.75,15,15,15.5,15.5,10.5,11,11,10.5
4,5,0.5,2,402,HREC,2016,observational,2,2,15.75,10.75,15.5,15.5,16,16,10.5,11,11,10.5
4,5,0.5,3,403,HREC,2016,observational,1,2,16.25,10.75,16,16,16.5,16.5,10.5,11,11,10.5
4,5,0.5,4,404,HREC,2016,observational,2,1,16.75,10.25,16.5,16.5,17,17,10,10.5,10.5,10
4,5,1,1,405,HREC,2016,observational,1,2,15.5,10.5,15,15,16,16,10,11,11,10
4,5,1,2,406,HREC,2016,observational,2,2,16.5,10.5,16,16,17,17,10,11,11,10
4,6,0.25,1,407,HREC,2016,observational,1,1,13.125,12.625,13,13,13.25,13.25,12.5,12.75,12.75,12.5
4,6,0.25,2,408,HREC,2016,observational,2,1,13.375,12.625,13.25,13.25,13.5,13.5,12.5,12.75,12.75,12.5
4,6,0.25,3,409,HREC,2016,observational,2,1,13.875,12.625,13.75,13.75,14,14,12.5,12.75,12.75,12.5
4,6,0.25,4,410,HREC,2016,observational,2,2,13.875,12.875,13.75,13.75,14,14,12.75,13,13,12.75
4,6,0.25,5,411,HREC,2016,observational,1,1,14.625,12.125,14.5,14.5,14.75,14.75,12,12.25,12.25,12
4,6,0.25,6,412,HREC,2016,observational,1,2,14.625,12.375,14.5,14.5,14.75,14.75,12.25,12.5,12.5,12.25
4,6,0.25,7,413,HREC,2016,observational,1,1,14.625,12.625,14.5,14.5,14.75,14.75,12.5,12.75,12.75,12.5
4,6,0.25,8,414,HREC,2016,observational,1,2,14.625,12.875,14.5,14.5,14.75,14.75,12.75,13,13,12.75
4,6,0.5,1,415,HREC,2016,observational,1,2,13.25,12.75,13,13,13.5,13.5,12.5,13,13,12.5
4,6,0.5,2,416,HREC,2016,observational,2,2,13.75,12.75,13.5,13.5,14,14,12.5,13,13,12.5
4,6,0.5,3,417,HREC,2016,observational,2,1,14.75,12.25,14.5,14.5,15,15,12,12.5,12.5,12
4,6,0.5,4,418,HREC,2016,observational,2,2,14.75,12.75,14.5,14.5,15,15,12.5,13,13,12.5
4,6,1,1,419,HREC,2016,observational,1,2,13.5,12.5,13,13,14,14,12,13,13,12
4,6,1,2,420,HREC,2016,observational,2,2,14.5,12.5,14,14,15,15,12,13,13,12
4,7,0.25,1,421,HREC,2016,observational,1,1,13.125,14.125,13,13,13.25,13.25,14,14.25,14.25,14
4,7,0.25,2,422,HREC,2016,observational,2,1,13.375,14.375,13.25,13.25,13.5,13.5,14.25,14.5,14.5,14.25
4,7,0.25,3,423,HREC,2016,observational,1,2,13.125,14.625,13,13,13.25,13.25,14.5,14.75,14.75,14.5
4,7,0.25,4,424,HREC,2016,observational,2,2,13.125,14.875,13,13,13.25,13.25,14.75,15,15,14.75
4,7,0.25,5,425,HREC,2016,observational,1,1,14.625,13.125,14.5,14.5,14.75,14.75,13,13.25,13.25,13
4,7,0.25,6,426,HREC,2016,observational,2,2,14.875,13.125,14.75,14.75,15,15,13,13.25,13.25,13
4,7,0.25,7,427,HREC,2016,observational,1,1,14.625,13.875,14.5,14.5,14.75,14.75,13.75,14,14,13.75
4,7,0.25,8,428,HREC,2016,observational,1,2,14.875,13.875,14.75,14.75,15,15,13.75,14,14,13.75
4,7,0.5,1,429,HREC,2016,observational,2,1,13.25,14.25,13,13,13.5,13.5,14,14.5,14.5,14
4,7,0.5,2,430,HREC,2016,observational,2,2,13.25,14.75,13,13,13.5,13.5,14.5,15,15,14.5
4,7,0.5,3,431,HREC,2016,observational,1,1,14.75,13.25,14.5,14.5,15,15,13,13.5,13.5,13
4,7,0.5,4,432,HREC,2016,observational,1,2,14.75,13.75,14.5,14.5,15,15,13.5,14,14,13.5
4,7,1,1,433,HREC,2016,observational,2,1,13.5,14.5,13,13,14,14,14,15,15,14
4,7,1,2,434,HREC,2016,observational,1,2,14.5,13.5,14,14,15,15,13,14,14,13
4,8,0.25,1,435,HREC,2016,observational,1,2,15.125,16.375,15,15,15.25,15.25,16.25,16.5,16.5,16.25
4,8,0.25,2,436,HREC,2016,observational,2,2,15.375,16.375,15.25,15.25,15.5,15.5,16.25,16.5,16.5,16.25
4,8,0.25,3,437,HREC,2016,observational,1,1,15.625,16.125,15.5,15.5,15.75,15.75,16,16.25,16.25,16
4,8,0.25,4,438,HREC,2016,observational,2,2,15.875,16.375,15.75,15.75,16,16,16.25,16.5,16.5,16.25
4,8,0.25,5,439,HREC,2016,observational,1,2,16.125,16.875,16,16,16.25,16.25,16.75,17,17,16.75
4,8,0.25,6,440,HREC,2016,observational,2,1,16.375,16.625,16.25,16.25,16.5,16.5,16.5,16.75,16.75,16.5
4,8,0.25,7,441,HREC,2016,observational,1,2,16.625,16.375,16.5,16.5,16.75,16.75,16.25,16.5,16.5,16.25
4,8,0.25,8,442,HREC,2016,observational,2,1,16.875,16.125,16.75,16.75,17,17,16,16.25,16.25,16
4,8,0.5,1,443,HREC,2016,observational,1,1,15.25,16.25,15,15,15.5,15.5,16,16.5,16.5,16
4,8,0.5,2,444,HREC,2016,observational,2,1,15.75,16.25,15.5,15.5,16,16,16,16.5,16.5,16
4,8,0.5,3,445,HREC,2016,observational,1,2,16.25,16.75,16,16,16.5,16.5,16.5,17,17,16.5
4,8,0.5,4,446,HREC,2016,observational,2,1,16.75,16.25,16.5,16.5,17,17,16,16.5,16.5,16
4,8,1,1,447,HREC,2016,observational,1,2,15.5,16.5,15,15,16,16,16,17,17,16
4,8,1,2,448,HREC,2016,observational,2,2,16.5,16.5,16,16,17,17,16,17,17,16
1,1,0.25,1,449,MCL,2016,observational,1,1,3.125,0.125,3,3,3.25,3.25,0,0.25,0.25,0
1,1,0.25,2,450,MCL,2016,observational,2,2,3.375,0.375,3.25,3.25,3.5,3.5,0.25,0.5,0.5,0.25
1,1,0.25,3,451,MCL,2016,observational,1,2,3.625,0.375,3.5,3.5,3.75,3.75,0.25,0.5,0.5,0.25
1,1,0.25,4,452,MCL,2016,observational,2,1,3.875,0.125,3.75,3.75,4,4,0,0.25,0.25,0
1,1,0.25,5,453,MCL,2016,observational,2,1,3.375,1.125,3.25,3.25,3.5,3.5,1,1.25,1.25,1
1,1,0.25,6,454,MCL,2016,observational,2,2,3.375,1.375,3.25,3.25,3.5,3.5,1.25,1.5,1.5,1.25
1,1,0.25,7,455,MCL,2016,observational,1,2,3.625,1.375,3.5,3.5,3.75,3.75,1.25,1.5,1.5,1.25
1,1,0.25,8,456,MCL,2016,observational,2,1,3.875,1.125,3.75,3.75,4,4,1,1.25,1.25,1
1,1,0.5,1,457,MCL,2016,observational,1,1,3.25,0.25,3,3,3.5,3.5,0,0.5,0.5,0
1,1,0.5,2,458,MCL,2016,observational,2,1,3.75,0.25,3.5,3.5,4,4,0,0.5,0.5,0
1,1,0.5,3,459,MCL,2016,observational,1,1,3.25,1.25,3,3,3.5,3.5,1,1.5,1.5,1
1,1,0.5,4,460,MCL,2016,observational,2,1,3.75,1.25,3.5,3.5,4,4,1,1.5,1.5,1
1,1,1,1,461,MCL,2016,observational,2,1,3.5,0.5,3,3,4,4,0,1,1,0
1,1,1,2,462,MCL,2016,observational,2,2,3.5,1.5,3,3,4,4,1,2,2,1
1,2,0.25,1,463,MCL,2016,observational,1,2,0.125,3.375,0,0,0.25,0.25,3.25,3.5,3.5,3.25
1,2,0.25,2,464,MCL,2016,observational,2,2,0.375,3.375,0.25,0.25,0.5,0.5,3.25,3.5,3.5,3.25
1,2,0.25,3,465,MCL,2016,observational,1,1,0.625,3.125,0.5,0.5,0.75,0.75,3,3.25,3.25,3
1,2,0.25,4,466,MCL,2016,observational,1,2,0.625,3.375,0.5,0.5,0.75,0.75,3.25,3.5,3.5,3.25
1,2,0.25,5,467,MCL,2016,observational,1,1,1.625,3.125,1.5,1.5,1.75,1.75,3,3.25,3.25,3
1,2,0.25,6,468,MCL,2016,observational,1,2,1.625,3.375,1.5,1.5,1.75,1.75,3.25,3.5,3.5,3.25
1,2,0.25,7,469,MCL,2016,observational,2,1,1.875,3.625,1.75,1.75,2,2,3.5,3.75,3.75,3.5
