block,plot,subplotres,subplotno,index,site_code,year,experiment_type,x,y,mid_x,mid_y,bl_x,ul_x,ur_x,br_x,bl_y,ul_y,ur_y,br_y
1,2,0.25,8,470,MCL,2016,observational,2,2,1.875,3.875,1.75,1.75,2,2,3.75,4,4,3.75
1,2,0.5,1,471,MCL,2016,observational,1,1,0.25,3.25,0,0,0.5,0.5,3,3.5,3.5,3
1,2,0.5,2,472,MCL,2016,observational,2,1,0.75,3.25,0.5,0.5,1,1,3,3.5,3.5,3
1,2,0.5,3,473,MCL,2016,observational,2,1,1.75,3.25,1.5,1.5,2,2,3,3.5,3.5,3
1,2,0.5,4,474,MCL,2016,observational,2,2,1.75,3.75,1.5,1.5,2,2,3.5,4,4,3.5
1,2,1,1,475,MCL,2016,observational,1,2,0.5,3.5,0,0,1,1,3,4,4,3
1,2,1,2,476,MCL,2016,observational,2,2,1.5,3.5,1,1,2,2,3,4,4,3
1,3,0.25,1,477,MCL,2016,observational,1,1,2.625,4.125,2.5,2.5,2.75,2.75,4,4.25,4.25,4
1,3,0.25,2,478,MCL,2016,observational,1,2,2.625,4.375,2.5,2.5,2.75,2.75,4.25,4.5,4.5,4.25
1,3,0.25,3,479,MCL,2016,observational,1,1,2.625,4.625,2.5,2.5,2.75,2.75,4.5,4.75,4.75,4.5
1,3,0.25,4,480,MCL,2016,observational,1,2,2.625,4.875,2.5,2.5,2.75,2.75,4.75,5,5,4.75
1,3,0.25,5,481,MCL,2016,observational,2,1,3.375,4.125,3.25,3.25,3.5,3.5,4,4.25,4.25,4
1,3,0.25,6,482,MCL,2016,observational,1,2,3.125,4.375,3,3,3.25,3.25,4.25,4.5,4.5,4.25
1,3,0.25,7,483,MCL,2016,observational,2,1,3.375,4.625,3.25,3.25,3.5,3.5,4.5,4.75,4.75,4.5
1,3,0.25,8,484,MCL,2016,observational,2,2,3.375,4.875,3.25,3.25,3.5,3.5,4.75,5,5,4.75
1,3,0.5,1,485,MCL,2016,observational,2,1,2.75,4.25,2.5,2.5,3,3,4,4.5,4.5,4
1,3,0.5,2,486,MCL,2016,observational,2,2,2.75,4.75,2.5,2.5,3,3,4.5,5,5,4.5
1,3,0.5,3,487,MCL,2016,observational,1,1,3.25,4.25,3,3,3.5,3.5,4,4.5,4.5,4
1,3,0.5,4,488,MCL,2016,observational,1,2,3.25,4.75,3,3,3.5,3.5,4.5,5,5,4.5
1,3,1,1,489,MCL,2016,observational,1,1,2.5,4.5,2,2,3,3,4,5,5,4
1,3,1,2,490,MCL,2016,observational,2,1,3.5,4.5,3,3,4,4,4,5,5,4
1,4,0.25,1,491,MCL,2016,observational,1,1,0.125,7.125,0,0,0.25,0.25,7,7.25,7.25,7
1,4,0.25,2,492,MCL,2016,observational,1,2,0.125,7.375,0,0,0.25,0.25,7.25,7.5,7.5,7.25
1,4,0.25,3,493,MCL,2016,observational,1,2,0.625,7.875,0.5,0.5,0.75,0.75,7.75,8,8,7.75
1,4,0.25,4,494,MCL,2016,observational,2,1,0.875,7.625,0.75,0.75,1,1,7.5,7.75,7.75,7.5
1,4,0.25,5,495,MCL,2016,observational,1,1,1.125,7.125,1,1,1.25,1.25,7,7.25,7.25,7
1,4,0.25,6,496,MCL,2016,observational,1,2,1.125,7.375,1,1,1.25,1.25,7.25,7.5,7.5,7.25
1,4,0.25,7,497,MCL,2016,observational,1,2,1.625,7.875,1.5,1.5,1.75,1.75,7.75,8,8,7.75
1,4,0.25,8,498,MCL,2016,observational,2,2,1.875,7.875,1.75,1.75,2,2,7.75,8,8,7.75
1,4,0.5,1,499,MCL,2016,observational,1,1,0.25,7.25,0,0,0.5,0.5,7,7.5,7.5,7
1,4,0.5,2,500,MCL,2016,observational,2,2,0.75,7.75,0.5,0.5,1,1,7.5,8,8,7.5
1,4,0.5,3,501,MCL,2016,observational,1,1,1.25,7.25,1,1,1.5,1.5,7,7.5,7.5,7
1,4,0.5,4,502,MCL,2016,observational,2,2,1.75,7.75,1.5,1.5,2,2,7.5,8,8,7.5
1,4,1,1,503,MCL,2016,observational,1,2,0.5,7.5,0,0,1,1,7,8,8,7
1,4,1,2,504,MCL,2016,observational,2,2,1.5,7.5,1,1,2,2,7,8,8,7
1,5,0.25,1,505,MCL,2016,observational,1,1,6.125,1.625,6,6,6.25,6.25,1.5,1.75,1.75,1.5
1,5,0.25,2,506,MCL,2016,observational,1,2,6.125,1.875,6,6,6.25,6.25,1.75,2,2,1.75
1,5,0.25,3,507,MCL,2016,observational,2,1,6.875,1.625,6.75,6.75,7,7,1.5,1.75,1.75,1.5
1,5,0.25,4,508,MCL,2016,observational,2,2,6.875,1.875,6.75,6.75,7,7,1.75,2,2,1.75
1,5,0.25,5,509,MCL,2016,observational,1,1,7.125,1.625,7,7,7.25,7.25,1.5,1.75,1.75,1.5
1,5,0.25,6,510,MCL,2016,observational,1,2,7.125,1.875,7,7,7.25,7.25,1.75,2,2,1.75
1,5,0.25,7,511,MCL,2016,observational,1,2,7.625,1.375,7.5,7.5,7.75,7.75,1.25,1.5,1.5,1.25
1,5,0.25,8,512,MCL,2016,observational,2,2,7.875,1.375,7.75,7.75,8,8,1.25,1.5,1.5,1.25
1,5,0.5,1,513,MCL,2016,observational,1,2,6.25,1.75,6,6,6.5,6.5,1.5,2,2,1.5
1,5,0.5,2,514,MCL,2016,observational,2,2,6.75,1.75,6.5,6.5,7,7,1.5,2,2,1.5
1,5,0.5,3,515,MCL,2016,observational,1,2,7.25,1.75,7,7,7.5,7.5,1.5,2,2,1.5
1,5,0.5,4,516,MCL,2016,observational,2,1,7.75,1.25,7.5,7.5,8,8,1,1.5,1.5,1
1,5,1,1,517,MCL,2016,observational,1,2,6.5,1.5,6,6,7,7,1,2,2,1
1,5,1,2,518,MCL,2016,observational,2,2,7.5,1.5,7,7,8,8,1,2,2,1
1,6,0.25,1,519,MCL,2016,observational,1,1,4.125,3.625,4,4,4.25,4.25,3.5,3.75,3.75,3.5
1,6,0.25,2,520,MCL,2016,observational,2,1,4.375,3.625,4.25,4.25,4.5,4.5,3.5,3.75,3.75,3.5
1,6,0.25,3,521,MCL,2016,observational,2,1,4.875,3.625,4.75,4.75,5,5,3.5,3.75,3.75,3.5
1,6,0.25,4,522,MCL,2016,observational,2,2,4.875,3.875,4.75,4.75,5,5,3.75,4,4,3.75
1,6,0.25,5,523,MCL,2016,observational,1,1,5.625,3.125,5.5,5.5,5.75,5.75,3,3.25,3.25,3
1,6,0.25,6,524,MCL,2016,observational,1,2,5.625,3.375,5.5,5.5,5.75,5.75,3.25,3.5,3.5,3.25
1,6,0.25,7,525,MCL,2016,observational,1,1,5.625,3.625,5.5,5.5,5.75,5.75,3.5,3.75,3.75,3.5
1,6,0.25,8,526,MCL,2016,observational,1,2,5.625,3.875,5.5,5.5,5.75,5.75,3.75,4,4,3.75
1,6,0.5,1,527,MCL,2016,observational,1,2,4.25,3.75,4,4,4.5,4.5,3.5,4,4,3.5
1,6,0.5,2,528,MCL,2016,observational,2,2,4.75,3.75,4.5,4.5,5,5,3.5,4,4,3.5
1,6,0.5,3,529,MCL,2016,observational,2,1,5.75,3.25,5.5,5.5,6,6,3,3.5,3.5,3
1,6,0.5,4,530,MCL,2016,observational,2,2,5.75,3.75,5.5,5.5,6,6,3.5,4,4,3.5
1,6,1,1,531,MCL,2016,observational,1,2,4.5,3.5,4,4,5,5,3,4,4,3
1,6,1,2,532,MCL,2016,observational,2,2,5.5,3.5,5,5,6,6,3,4,4,3
1,7,0.25,1,533,MCL,2016,observational,1,1,4.125,5.125,4,4,4.25,4.25,5,5.25,5.25,5
1,7,0.25,2,534,MCL,2016,observational,2,2,4.375,5.375,4.25,4.25,4.5,4.5,5.25,5.5,5.5,5.25
1,7,0.25,3,535,MCL,2016,observational,1,1,4.125,5.625,4,4,4.25,4.25,5.5,5.75,5.75,5.5
1,7,0.25,4,536,MCL,2016,observational,1,2,4.125,5.875,4,4,4.25,4.25,5.75,6,6,5.75
1,7,0.25,5,537,MCL,2016,observational,1,1,5.625,4.125,5.5,5.5,5.75,5.75,4,4.25,4.25,4
1,7,0.25,6,538,MCL,2016,observational,2,1,5.875,4.125,5.75,5.75,6,6,4,4.25,4.25,4
1,7,0.25,7,539,MCL,2016,observational,1,2,5.625,4.875,5.5,5.5,5.75,5.75,4.75,5,5,4.75
1,7,0.25,8,540,MCL,2016,observational,2,2,5.875,4.875,5.75,5.75,6,6,4.75,5,5,4.75
1,7,0.5,1,541,MCL,2016,observational,1,1,4.25,5.25,4,4,4.5,4.5,5,5.5,5.5,5
1,7,0.5,2,542,MCL,2016,observational,1,2,4.25,5.75,4,4,4.5,4.5,5.5,6,6,5.5
1,7,0.5,3,543,MCL,2016,observational,2,1,5.75,4.25,5.5,5.5,6,6,4,4.5,4.5,4
1,7,0.5,4,544,MCL,2016,observational,2,2,5.75,4.75,5.5,5.5,6,6,4.5,5,5,4.5
1,7,1,1,545,MCL,2016,observational,1,2,4.5,5.5,4,4,5,5,5,6,6,5
1,7,1,2,546,MCL,2016,observational,2,1,5.5,4.5,5,5,6,6,4,5,5,4
1,8,0.25,1,547,MCL,2016,observational,1,2,6.125,7.375,6,6,6.25,6.25,7.25,7.5,7.5,7.25
1,8,0.25,2,548,MCL,2016,observational,2,2,6.375,7.375,6.25,6.25,6.5,6.5,7.25,7.5,7.5,7.25
1,8,0.25,3,549,MCL,2016,observational,1,1,6.625,7.125,6.5,6.5,6.75,6.75,7,7.25,7.25,7
1,8,0.25,4,550,MCL,2016,observational,2,2,6.875,7.375,6.75,6.75,7,7,7.25,7.5,7.5,7.25
1,8,0.25,5,551,MCL,2016,observational,1,2,7.125,7.875,7,7,7.25,7.25,7.75,8,8,7.75
1,8,0.25,6,552,MCL,2016,observational,2,1,7.375,7.625,7.25,7.25,7.5,7.5,7.5,7.75,7.75,7.5
1,8,0.25,7,553,MCL,2016,observational,1,2,7.625,7.375,7.5,7.5,7.75,7.75,7.25,7.5,7.5,7.25
1,8,0.25,8,554,MCL,2016,observational,2,1,7.875,7.125,7.75,7.75,8,8,7,7.25,7.25,7
1,8,0.5,1,555,MCL,2016,observational,1,1,6.25,7.25,6,6,6.5,6.5,7,7.5,7.5,7
1,8,0.5,2,556,MCL,2016,observational,2,1,6.75,7.25,6.5,6.5,7,7,7,7.5,7.5,7
1,8,0.5,3,557,MCL,2016,observational,1,2,7.25,7.75,7,7,7.5,7.5,7.5,8,8,7.5
1,8,0.5,4,558,MCL,2016,observational,2,1,7.75,7.25,7.5,7.5,8,8,7,7.5,7.5,7
1,8,1,1,559,MCL,2016,observational,1,2,6.5,7.5,6,6,7,7,7,8,8,7
1,8,1,2,560,MCL,2016,observational,2,2,7.5,7.5,7,7,8,8,7,8,8,7
2,1,0.25,1,561,MCL,2016,observational,1,1,3.125,9.125,3,3,3.25,3.25,9,9.25,9.25,9
2,1,0.25,2,562,MCL,2016,observational,2,2,3.375,9.375,3.25,3.25,3.5,3.5,9.25,9.5,9.5,9.25
2,1,0.25,3,563,MCL,2016,observational,1,2,3.625,9.375,3.5,3.5,3.75,3.75,9.25,9.5,9.5,9.25
2,1,0.25,4,564,MCL,2016,observational,2,1,3.875,9.125,3.75,3.75,4,4,9,9.25,9.25,9
2,1,0.25,5,565,MCL,2016,observational,2,1,3.375,10.125,3.25,3.25,3.5,3.5,10,10.25,10.25,10
2,1,0.25,6,566,MCL,2016,observational,2,2,3.375,10.375,3.25,3.25,3.5,3.5,10.25,10.5,10.5,10.25
2,1,0.25,7,567,MCL,2016,observational,1,2,3.625,10.375,3.5,3.5,3.75,3.75,10.25,10.5,10.5,10.25
2,1,0.25,8,568,MCL,2016,observational,2,1,3.875,10.125,3.75,3.75,4,4,10,10.25,10.25,10
2,1,0.5,1,569,MCL,2016,observational,1,1,3.25,9.25,3,3,3.5,3.5,9,9.5,9.5,9
2,1,0.5,2,570,MCL,2016,observational,2,1,3.75,9.25,3.5,3.5,4,4,9,9.5,9.5,9
2,1,0.5,3,571,MCL,2016,observational,1,1,3.25,10.25,3,3,3.5,3.5,10,10.5,10.5,10
2,1,0.5,4,572,MCL,2016,observational,2,1,3.75,10.25,3.5,3.5,4,4,10,10.5,10.5,10
2,1,1,1,573,MCL,2016,observational,2,1,3.5,9.5,3,3,4,4,9,10,10,9
2,1,1,2,574,MCL,2016,observational,2,2,3.5,10.5,3,3,4,4,10,11,11,10
2,2,0.25,1,575,MCL,2016,observational,1,2,0.125,12.375,0,0,0.25,0.25,12.25,12.5,12.5,12.25
2,2,0.25,2,576,MCL,2016,observational,2,2,0.375,12.375,0.25,0.25,0.5,0.5,12.25,12.5,12.5,12.25
2,2,0.25,3,577,MCL,2016,observational,1,1,0.625,12.125,0.5,0.5,0.75,0.75,12,12.25,12.25,12
2,2,0.25,4,578,MCL,2016,observational,1,2,0.625,12.375,0.5,0.5,0.75,0.75,12.25,12.5,12.5,12.25
2,2,0.25,5,579,MCL,2016,observational,1,1,1.625,12.125,1.5,1.5,1.75,1.75,12,12.25,12.25,12
2,2,0.25,6,580,MCL,2016,observational,1,2,1.625,12.375,1.5,1.5,1.75,1.75,12.25,12.5,12.5,12.25
2,2,0.25,7,581,MCL,2016,observational,2,1,1.875,12.625,1.75,1.75,2,2,12.5,12.75,12.75,12.5
2,2,0.25,8,582,MCL,2016,observational,2,2,1.875,12.875,1.75,1.75,2,2,12.75,13,13,12.75
2,2,0.5,1,583,MCL,2016,observational,1,1,0.25,12.25,0,0,0.5,0.5,12,12.5,12.5,12
2,2,0.5,2,584,MCL,2016,observational,2,1,0.75,12.25,0.5,0.5,1,1,12,12.5,12.5,12
2,2,0.5,3,585,MCL,2016,observational,2,1,1.75,12.25,1.5,1.5,2,2,12,12.5,12.5,12
2,2,0.5,4,586,MCL,2016,observational,2,2,1.75,12.75,1.5,1.5,2,2,12.5,13,13,12.5
2,2,1,1,587,MCL,2016,observational,1,2,0.5,12.5,0,0,1,1,12,13,13,12
2,2,1,2,588,MCL,2016,observational,2,2,1.5,12.5,1,1,2,2,12,13,13,12
2,3,0.25,1,589,MCL,2016,observational,1,1,2.625,13.125,2.5,2.5,2.75,2.75,13,13.25,13.25,13
2,3,0.25,2,590,MCL,2016,observational,1,2,2.625,13.375,2.5,2.5,2.75,2.75,13.25,13.5,13.5,13.25
2,3,0.25,3,591,MCL,2016,observational,1,1,2.625,13.625,2.5,2.5,2.75,2.75,13.5,13.75,13.75,13.5
2,3,0.25,4,592,MCL,2016,observational,1,2,2.625,13.875,2.5,2.5,2.75,2.75,13.75,14,14,13.75
2,3,0.25,5,593,MCL,2016,observational,2,1,3.375,13.125,3.25,3.25,3.5,3.5,13,13.25,13.25,13
2,3,0.25,6,594,MCL,2016,observational,1,2,3.125,13.375,3,3,3.25,3.25,13.25,13.5,13.5,13.25
2,3,0.25,7,595,MCL,2016,observational,2,1,3.375,13.625,3.25,3.25,3.5,3.5,13.5,13.75,13.75,13.5
2,3,0.25,8,596,MCL,2016,observational,2,2,3.375,13.875,3.25,3.25,3.5,3.5,13.75,14,14,13.75
2,3,0.5,1,597,MCL,2016,observational,2,1,2.75,13.25,2.5,2.5,3,3,13,13.5,13.5,13
2,3,0.5,2,598,MCL,2016,observational,2,2,2.75,13.75,2.5,2.5,3,3,13.5,14,14,13.5
2,3,0.5,3,599,MCL,2016,observational,1,1,3.25,13.25,3,3,3.5,3.5,13,13.5,13.5,13
2,3,0.5,4,600,MCL,2016,observational,1,2,3.25,13.75,3,3,3.5,3.5,13.5,14,14,13.5
2,3,1,1,601,MCL,2016,observational,1,1,2.5,13.5,2,2,3,3,13,14,14,13
2,3,1,2,602,MCL,2016,observational,2,1,3.5,13.5,3,3,4,4,13,14,14,13
2,4,0.25,1,603,MCL,2016,observational,1,1,0.125,16.125,0,0,0.25,0.25,16,16.25,16.25,16
2,4,0.25,2,604,MCL,2016,observational,1,2,0.125,16.375,0,0,0.25,0.25,16.25,16.5,16.5,16.25
2,4,0.25,3,605,MCL,2016,observational,1,2,0.625,16.875,0.5,0.5,0.75,0.75,16.75,17,17,16.75
2,4,0.25,4,606,MCL,2016,observational,2,1,0.875,16.625,0.75,0.75,1,1,16.5,16.75,16.75,16.5
2,4,0.25,5,607,MCL,2016,observational,1,1,1.125,16.125,1,1,1.25,1.25,16,16.25,16.25,16
2,4,0.25,6,608,MCL,2016,observational,1,2,1.125,16.375,1,1,1.25,1.25,16.25,16.5,16.5,16.25
2,4,0.25,7,609,MCL,2016,observational,1,2,1.625,16.875,1.5,1.5,1.75,1.75,16.75,17,17,16.75
2,4,0.25,8,610,MCL,2016,observational,2,2,1.875,16.875,1.75,1.75,2,2,16.75,17,17,16.75
2,4,0.5,1,611,MCL,2016,observational,1,1,0.25,16.25,0,0,0.5,0.5,16,16.5,16.5,16
2,4,0.5,2,612,MCL,2016,observational,2,2,0.75,16.75,0.5,0.5,1,1,16.5,17,17,16.5
2,4,0.5,3,613,MCL,2016,observational,1,1,1.25,16.25,1,1,1.5,1.5,16,16.5,16.5,16
2,4,0.5,4,614,MCL,2016,observational,2,2,1.75,16.75,1.5,1.5,2,2,16.5,17,17,16.5
2,4,1,1,615,MCL,2016,observational,1,2,0.5,16.5,0,0,1,1,16,17,17,16
2,4,1,2,616,MCL,2016,observational,2,2,1.5,16.5,1,1,2,2,16,17,17,16
2,5,0.25,1,617,MCL,2016,observational,1,1,6.125,10.625,6,6,6.25,6.25,10.5,10.75,10.75,10.5
2,5,0.25,2,618,MCL,2016,observational,1,2,6.125,10.875,6,6,6.25,6.25,10.75,11,11,10.75
2,5,0.25,3,619,MCL,2016,observational,2,1,6.875,10.625,6.75,6.75,7,7,10.5,10.75,10.75,10.5
2,5,0.25,4,620,MCL,2016,observational,2,2,6.875,10.875,6.75,6.75,7,7,10.75,11,11,10.75
2,5,0.25,5,621,MCL,2016,observational,1,1,7.125,10.625,7,7,7.25,7.25,10.5,10.75,10.75,10.5
2,5,0.25,6,622,MCL,2016,observational,1,2,7.125,10.875,7,7,7.25,7.25,10.75,11,11,10.75
2,5,0.25,7,623,MCL,2016,observational,1,2,7.625,10.375,7.5,7.5,7.75,7.75,10.25,10.5,10.5,10.25
2,5,0.25,8,624,MCL,2016,observational,2,2,7.875,10.375,7.75,7.75,8,8,10.25,10.5,10.5,10.25
2,5,0.5,1,625,MCL,2016,observational,1,2,6.25,10.75,6,6,6.5,6.5,10.5,11,11,10.5
2,5,0.5,2,626,MCL,2016,observational,2,2,6.75,10.75,6.5,6.5,7,7,10.5,11,11,10.5
2,5,0.5,3,627,MCL,2016,observational,1,2,7.25,10.75,7,7,7.5,7.5,10.5,11,11,10.5
2,5,0.5,4,628,MCL,2016,observational,2,1,7.75,10.25,7.5,7.5,8,8,10,10.5,10.5,10
2,5,1,1,629,MCL,2016,observational,1,2,6.5,10.5,6,6,7,7,10,11,11,10
2,5,1,2,630,MCL,2016,observational,2,2,7.5,10.5,7,7,8,8,10,11,11,10
2,6,0.25,1,631,MCL,2016,observational,1,1,4.125,12.625,4,4,4.25,4.25,12.5,12.75,12.75,12.5
2,6,0.25,2,632,MCL,2016,observational,2,1,4.375,12.625,4.25,4.25,4.5,4.5,12.5,12.75,12.75,12.5
2,6,0.25,3,633,MCL,2016,observational,2,1,4.875,12.625,4.75,4.75,5,5,12.5,12.75,12.75,12.5
2,6,0.25,4,634,MCL,2016,observational,2,2,4.875,12.875,4.75,4.75,5,5,12.75,13,13,12.75
2,6,0.25,5,635,MCL,2016,observational,1,1,5.625,12.125,5.5,5.5,5.75,5.75,12,12.25,12.25,12
2,6,0.25,6,636,MCL,2016,observational,1,2,5.625,12.375,5.5,5.5,5.75,5.75,12.25,12.5,12.5,12.25
2,6,0.25,7,637,MCL,2016,observational,1,1,5.625,12.625,5.5,5.5,5.75,5.75,12.5,12.75,12.75,12.5
2,6,0.25,8,638,MCL,2016,observational,1,2,5.625,12.875,5.5,5.5,5.75,5.75,12.75,13,13,12.75
2,6,0.5,1,639,MCL,2016,observational,1,2,4.25,12.75,4,4,4.5,4.5,12.5,13,13,12.5
2,6,0.5,2,640,MCL,2016,observational,2,2,4.75,12.75,4.5,4.5,5,5,12.5,13,13,12.5
2,6,0.5,3,641,MCL,2016,observational,2,1,5.75,12.25,5.5,5.5,6,6,12,12.5,12.5,12
2,6,0.5,4,642,MCL,2016,observational,2,2,5.75,12.75,5.5,5.5,6,6,12.5,13,13,12.5
2,6,1,1,643,MCL,2016,observational,1,2,4.5,12.5,4,4,5,5,12,13,13,12
2,6,1,2,644,MCL,2016,observational,2,2,5.5,12.5,5,5,6,6,12,13,13,12
2,7,0.25,1,645,MCL,2016,observational,1,1,4.125,14.125,4,4,4.25,4.25,14,14.25,14.25,14
2,7,0.25,2,646,MCL,2016,observational,2,2,4.375,14.375,4.25,4.25,4.5,4.5,14.25,14.5,14.5,14.25
2,7,0.25,3,647,MCL,2016,observational,1,1,4.125,14.625,4,4,4.25,4.25,14.5,14.75,14.75,14.5
2,7,0.25,4,648,MCL,2016,observational,1,2,4.125,14.875,4,4,4.25,4.25,14.75,15,15,14.75
2,7,0.25,5,649,MCL,2016,observational,1,1,5.625,13.125,5.5,5.5,5.75,5.75,13,13.25,13.25,13
2,7,0.25,6,650,MCL,2016,observational,2,1,5.875,13.125,5.75,5.75,6,6,13,13.25,13.25,13
2,7,0.25,7,651,MCL,2016,observational,1,2,5.625,13.875,5.5,5.5,5.75,5.75,13.75,14,14,13.75
2,7,0.25,8,652,MCL,2016,observational,2,2,5.875,13.875,5.75,5.75,6,6,13.75,14,14,13.75
2,7,0.5,1,653,MCL,2016,observational,1,1,4.25,14.25,4,4,4.5,4.5,14,14.5,14.5,14
2,7,0.5,2,654,MCL,2016,observational,1,2,4.25,14.75,4,4,4.5,4.5,14.5,15,15,14.5
2,7,0.5,3,655,MCL,2016,observational,2,1,5.75,13.25,5.5,5.5,6,6,13,13.5,13.5,13
2,7,0.5,4,656,MCL,2016,observational,2,2,5.75,13.75,5.5,5.5,6,6,13.5,14,14,13.5
2,7,1,1,657,MCL,2016,observational,1,2,4.5,14.5,4,4,5,5,14,15,15,14
2,7,1,2,658,MCL,2016,observational,2,1,5.5,13.5,5,5,6,6,13,14,14,13
2,8,0.25,1,659,MCL,2016,observational,1,2,6.125,16.375,6,6,6.25,6.25,16.25,16.5,16.5,16.25
2,8,0.25,2,660,MCL,2016,observational,2,2,6.375,16.375,6.25,6.25,6.5,6.5,16.25,16.5,16.5,16.25
2,8,0.25,3,661,MCL,2016,observational,1,1,6.625,16.125,6.5,6.5,6.75,6.75,16,16.25,16.25,16
2,8,0.25,4,662,MCL,2016,observational,2,2,6.875,16.375,6.75,6.75,7,7,16.25,16.5,16.5,16.25
2,8,0.25,5,663,MCL,2016,observational,1,2,7.125,16.875,7,7,7.25,7.25,16.75,17,17,16.75
2,8,0.25,6,664,MCL,2016,observational,2,1,7.375,16.625,7.25,7.25,7.5,7.5,16.5,16.75,16.75,16.5
2,8,0.25,7,665,MCL,2016,observational,1,2,7.625,16.375,7.5,7.5,7.75,7.75,16.25,16.5,16.5,16.25
2,8,0.25,8,666,MCL,2016,observational,2,1,7.875,16.125,7.75,7.75,8,8,16,16.25,16.25,16
2,8,0.5,1,667,MCL,2016,observational,1,1,6.25,16.25,6,6,6.5,6.5,16,16.5,16.5,16
2,8,0.5,2,668,MCL,2016,observational,2,1,6.75,16.25,6.5,6.5,7,7,16,16.5,16.5,16
2,8,0.5,3,669,MCL,2016,observational,1,2,7.25,16.75,7,7,7.5,7.5,16.5,17,17,16.5
2,8,0.5,4,670,MCL,2016,observational,2,1,7.75,16.25,7.5,7.5,8,8,16,16.5,16.5,16
2,8,1,1,671,MCL,2016,observational,1,2,6.5,16.5,6,6,7,7,16,17,17,16
2,8,1,2,672,MCL,2016,observational,2,2,7.5,16.5,7,7,8,8,16,17,17,16
3,1,0.25,1,673,MCL,2016,observational,1,1,12.125,0.125,12,12,12.25,12.25,0,0.25,0.25,0
3,1,0.25,2,674,MCL,2016,observational,2,2,12.375,0.375,12.25,12.25,12.5,12.5,0.25,0.5,0.5,0.25
3,1,0.25,3,675,MCL,2016,observational,1,2,12.625,0.375,12.5,12.5,12.75,12.75,0.25,0.5,0.5,0.25
3,1,0.25,4,676,MCL,2016,observational,2,1,12.875,0.125,12.75,12.75,13,13,0,0.25,0.25,0
3,1,0.25,5,677,MCL,2016,observational,2,1,12.375,1.125,12.25,12.25,12.5,12.5,1,1.25,1.25,1
3,1,0.25,6,678,MCL,2016,observational,2,2,12.375,1.375,12.25,12.25,12.5,12.5,1.25,1.5,1.5,1.25
3,1,0.25,7,679,MCL,2016,observational,1,2,12.625,1.375,12.5,12.5,12.75,12.75,1.25,1.5,1.5,1.25
3,1,0.25,8,680,MCL,2016,observational,2,1,12.875,1.125,12.75,12.75,13,13,1,1.25,1.25,1
3,1,0.5,1,681,MCL,2016,observational,1,1,12.25,0.25,12,12,12.5,12.5,0,0.5,0.5,0
3,1,0.5,2,682,MCL,2016,observational,2,1,12.75,0.25,12.5,12.5,13,13,0,0.5,0.5,0
3,1,0.5,3,683,MCL,2016,observational,1,1,12.25,1.25,12,12,12.5,12.5,1,1.5,1.5,1
3,1,0.5,4,684,MCL,2016,observational,2,1,12.75,1.25,12.5,12.5,13,13,1,1.5,1.5,1
3,1,1,1,685,MCL,2016,observational,2,1,12.5,0.5,12,12,13,13,0,1,1,0
3,1,1,2,686,MCL,2016,observational,2,2,12.5,1.5,12,12,13,13,1,2,2,1
3,2,0.25,1,687,MCL,2016,observational,1,2,9.125,3.375,9,9,9.25,9.25,3.25,3.5,3.5,3.25
3,2,0.25,2,688,MCL,2016,observational,2,2,9.375,3.375,9.25,9.25,9.5,9.5,3.25,3.5,3.5,3.25
3,2,0.25,3,689,MCL,2016,observational,1,1,9.625,3.125,9.5,9.5,9.75,9.75,3,3.25,3.25,3
3,2,0.25,4,690,MCL,2016,observational,1,2,9.625,3.375,9.5,9.5,9.75,9.75,3.25,3.5,3.5,3.25
3,2,0.25,5,691,MCL,2016,observational,1,1,10.625,3.125,10.5,10.5,10.75,10.75,3,3.25,3.25,3
3,2,0.25,6,692,MCL,2016,observational,1,2,10.625,3.375,10.5,10.5,10.75,10.75,3.25,3.5,3.5,3.25
3,2,0.25,7,693,MCL,2016,observational,2,1,10.875,3.625,10.75,10.75,11,11,3.5,3.75,3.75,3.5
3,2,0.25,8,694,MCL,2016,observational,2,2,10.875,3.875,10.75,10.75,11,11,3.75,4,4,3.75
3,2,0.5,1,695,MCL,2016,observational,1,1,9.25,3.25,9,9,9.5,9.5,3,3.5,3.5,3
3,2,0.5,2,696,MCL,2016,observational,2,1,9.75,3.25,9.5,9.5,10,10,3,3.5,3.5,3
3,2,0.5,3,697,MCL,2016,observational,2,1,10.75,3.25,10.5,10.5,11,11,3,3.5,3.5,3
3,2,0.5,4,698,MCL,2016,observational,2,2,10.75,3.75,10.5,10.5,11,11,3.5,4,4,3.5
3,2,1,1,699,MCL,2016,observational,1,2,9.5,3.5,9,9,10,10,3,4,4,3
3,2,1,2,700,MCL,2016,observational,2,2,10.5,3.5,10,10,11,11,3,4,4,3
3,3,0.25,1,701,MCL,2016,observational,1,1,11.625,4.125,11.5,11.5,11.75,11.75,4,4.25,4.25,4
3,3,0.25,2,702,MCL,2016,observational,1,2,11.625,4.375,11.5,11.5,11.75,11.75,4.25,4.5,4.5,4.25
3,3,0.25,3,703,MCL,2016,observational,1,1,11.625,4.625,11.5,11.5,11.75,11.75,4.5,4.75,4.75,4.5
3,3,0.25,4,704,MCL,2016,observational,1,2,11.625,4.875,11.5,11.5,11.75,11.75,4.75,5,5,4.75
3,3,0.25,5,705,MCL,2016,observational,2,1,12.375,4.125,12.25,12.25,12.5,12.5,4,4.25,4.25,4
