"","site","block","year","fert","stat","samp","div","q"
"1900","HREC","2","2018",0,"mean","44",31.625,0
"1901","HREC","3","2018",1,"mean","44",34.984375,0
"1902","HREC","3","2018",0,"mean","44",38.3125,0
"1903","HREC","4","2018",1,"mean","44",29.40625,0
"1904","HREC","4","2018",0,"mean","44",36.6875,0
"1905","MCLA","1","2017",1,"mean","44",26.65625,0
"1906","MCLA","1","2017",0,"mean","44",30.359375,0
"1907","MCLA","2","2017",1,"mean","44",28.640625,0
"1908","MCLA","2","2017",0,"mean","44",25.8125,0
"1909","MCLA","3","2017",1,"mean","44",23.46875,0
"1910","MCLA","3","2017",0,"mean","44",27.875,0
"1911","MCLA","4","2017",1,"mean","44",22.21875,0
"1912","MCLA","4","2017",0,"mean","44",22.65625,0
"1913","MCLA","1","2018",1,"mean","44",27.859375,0
"1914","MCLA","1","2018",0,"mean","44",24.796875,0
"1915","MCLA","2","2018",1,"mean","44",23.046875,0
"1916","MCLA","2","2018",0,"mean","44",24.359375,0
"1917","MCLA","3","2018",1,"mean","44",19.734375,0
"1918","MCLA","3","2018",0,"mean","44",24.328125,0
"1919","MCLA","4","2018",1,"mean","44",26.34375,0
"1920","MCLA","4","2018",0,"mean","44",23.921875,0
"1921","SFREC","1","2017",1,"mean","44",35.0625,0
"1922","SFREC","1","2017",0,"mean","44",37.453125,0
"1923","SFREC","2","2017",1,"mean","44",32.984375,0
"1924","SFREC","2","2017",0,"mean","44",37.3125,0
"1925","SFREC","3","2017",1,"mean","44",26.65625,0
"1926","SFREC","3","2017",0,"mean","44",27.6875,0
"1927","SFREC","4","2017",1,"mean","44",26.09375,0
"1928","SFREC","4","2017",0,"mean","44",25.890625,0
"1929","SFREC","1","2018",1,"mean","44",28.0625,0
"1930","SFREC","1","2018",0,"mean","44",34.4375,0
"1931","SFREC","2","2018",1,"mean","44",31.109375,0
"1932","SFREC","2","2018",0,"mean","44",32.171875,0
"1933","SFREC","3","2018",1,"mean","44",25.265625,0
"1934","SFREC","3","2018",0,"mean","44",23.578125,0
"1935","SFREC","4","2018",1,"mean","44",25.609375,0
"1936","SFREC","4","2018",0,"mean","44",29.234375,0
"1937","HREC","2","2017",1,"mean","45",28.4375,0
"1938","HREC","2","2017",0,"mean","45",25.234375,0
"1939","HREC","3","2017",1,"mean","45",32.640625,0
"1940","HREC","3","2017",0,"mean","45",32.234375,0
"1941","HREC","4","2017",1,"mean","45",34.96875,0
"1942","HREC","4","2017",0,"mean","45",37.484375,0
"1943","HREC","2","2018",1,"mean","45",33.71875,0
"1944","HREC","2","2018",0,"mean","45",31.71875,0
"1945","HREC","3","2018",1,"mean","45",35.109375,0
"1946","HREC","3","2018",0,"mean","45",38.484375,0
"1947","HREC","4","2018",1,"mean","45",29.5625,0
"1948","HREC","4","2018",0,"mean","45",36.890625,0
"1949","MCLA","1","2017",1,"mean","45",26.734375,0
"1950","MCLA","1","2017",0,"mean","45",30.515625,0
"1951","MCLA","2","2017",1,"mean","45",28.6875,0
"1952","MCLA","2","2017",0,"mean","45",25.84375,0
"1953","MCLA","3","2017",1,"mean","45",23.640625,0
"1954","MCLA","3","2017",0,"mean","45",27.984375,0
"1955","MCLA","4","2017",1,"mean","45",22.359375,0
"1956","MCLA","4","2017",0,"mean","45",22.8125,0
"1957","MCLA","1","2018",1,"mean","45",27.921875,0
"1958","MCLA","1","2018",0,"mean","45",24.890625,0
"1959","MCLA","2","2018",1,"mean","45",23.109375,0
"1960","MCLA","2","2018",0,"mean","45",24.625,0
"1961","MCLA","3","2018",1,"mean","45",19.734375,0
"1962","MCLA","3","2018",0,"mean","45",24.375,0
"1963","MCLA","4","2018",1,"mean","45",26.65625,0
"1964","MCLA","4","2018",0,"mean","45",24,0
"1965","SFREC","1","2017",1,"mean","45",35.140625,0
"1966","SFREC","1","2017",0,"mean","45",37.515625,0
"1967","SFREC","2","2017",1,"mean","45",33.03125,0
"1968","SFREC","2","2017",0,"mean","45",37.40625,0
"1969","SFREC","3","2017",1,"mean","45",26.671875,0
"1970","SFREC","3","2017",0,"mean","45",27.875,0
"1971","SFREC","4","2017",1,"mean","45",26.171875,0
"1972","SFREC","4","2017",0,"mean","45",25.953125,0
"1973","SFREC","1","2018",1,"mean","45",28.171875,0
"1974","SFREC","1","2018",0,"mean","45",34.53125,0
"1975","SFREC","2","2018",1,"mean","45",31.140625,0
"1976","SFREC","2","2018",0,"mean","45",32.265625,0
"1977","SFREC","3","2018",1,"mean","45",25.375,0
"1978","SFREC","3","2018",0,"mean","45",23.59375,0
"1979","SFREC","4","2018",1,"mean","45",25.734375,0
"1980","SFREC","4","2018",0,"mean","45",29.421875,0
"1981","HREC","2","2017",1,"mean","46",28.484375,0
"1982","HREC","2","2017",0,"mean","46",25.34375,0
"1983","HREC","3","2017",1,"mean","46",32.6875,0
"1984","HREC","3","2017",0,"mean","46",32.3125,0
"1985","HREC","4","2017",1,"mean","46",35,0
"1986","HREC","4","2017",0,"mean","46",37.703125,0
"1987","HREC","2","2018",1,"mean","46",33.859375,0
"1988","HREC","2","2018",0,"mean","46",31.765625,0
"1989","HREC","3","2018",1,"mean","46",35.40625,0
"1990","HREC","3","2018",0,"mean","46",38.640625,0
"1991","HREC","4","2018",1,"mean","46",29.734375,0
"1992","HREC","4","2018",0,"mean","46",37.09375,0
"1993","MCLA","1","2017",1,"mean","46",26.796875,0
"1994","MCLA","1","2017",0,"mean","46",30.671875,0
"1995","MCLA","2","2017",1,"mean","46",28.71875,0
"1996","MCLA","2","2017",0,"mean","46",26,0
"1997","MCLA","3","2017",1,"mean","46",23.71875,0
"1998","MCLA","3","2017",0,"mean","46",28.0625,0
"1999","MCLA","4","2017",1,"mean","46",22.5,0
"2000","MCLA","4","2017",0,"mean","46",22.96875,0
"2001","MCLA","1","2018",1,"mean","46",28.125,0
"2002","MCLA","1","2018",0,"mean","46",25,0
"2003","MCLA","2","2018",1,"mean","46",23.171875,0
"2004","MCLA","2","2018",0,"mean","46",24.703125,0
"2005","MCLA","3","2018",1,"mean","46",19.828125,0
"2006","MCLA","3","2018",0,"mean","46",24.4375,0
"2007","MCLA","4","2018",1,"mean","46",26.796875,0
"2008","MCLA","4","2018",0,"mean","46",24.109375,0
"2009","SFREC","1","2017",1,"mean","46",35.203125,0
"2010","SFREC","1","2017",0,"mean","46",37.578125,0
"2011","SFREC","2","2017",1,"mean","46",33.109375,0
"2012","SFREC","2","2017",0,"mean","46",37.515625,0
"2013","SFREC","3","2017",1,"mean","46",26.734375,0
"2014","SFREC","3","2017",0,"mean","46",28.015625,0
"2015","SFREC","4","2017",1,"mean","46",26.1875,0
"2016","SFREC","4","2017",0,"mean","46",26.015625,0
"2017","SFREC","1","2018",1,"mean","46",28.265625,0
"2018","SFREC","1","2018",0,"mean","46",34.59375,0
"2019","SFREC","2","2018",1,"mean","46",31.1875,0
"2020","SFREC","2","2018",0,"mean","46",32.28125,0
"2021","SFREC","3","2018",1,"mean","46",25.46875,0
"2022","SFREC","3","2018",0,"mean","46",23.59375,0
"2023","SFREC","4","2018",1,"mean","46",25.875,0
"2024","SFREC","4","2018",0,"mean","46",29.5625,0
"2025","HREC","2","2017",1,"mean","47",28.53125,0
"2026","HREC","2","2017",0,"mean","47",25.5,0
"2027","HREC","3","2017",1,"mean","47",32.75,0
"2028","HREC","3","2017",0,"mean","47",32.34375,0
"2029","HREC","4","2017",1,"mean","47",35.0625,0
"2030","HREC","4","2017",0,"mean","47",37.828125,0
"2031","HREC","2","2018",1,"mean","47",34.015625,0
"2032","HREC","2","2018",0,"mean","47",31.828125,0
"2033","HREC","3","2018",1,"mean","47",35.59375,0
"2034","HREC","3","2018",0,"mean","47",38.875,0
"2035","HREC","4","2018",1,"mean","47",29.921875,0
"2036","HREC","4","2018",0,"mean","47",37.3125,0
"2037","MCLA","1","2017",1,"mean","47",26.828125,0
"2038","MCLA","1","2017",0,"mean","47",30.84375,0
"2039","MCLA","2","2017",1,"mean","47",28.8125,0
"2040","MCLA","2","2017",0,"mean","47",26.109375,0
"2041","MCLA","3","2017",1,"mean","47",23.828125,0
"2042","MCLA","3","2017",0,"mean","47",28.140625,0
"2043","MCLA","4","2017",1,"mean","47",22.59375,0
"2044","MCLA","4","2017",0,"mean","47",23.203125,0
"2045","MCLA","1","2018",1,"mean","47",28.234375,0
"2046","MCLA","1","2018",0,"mean","47",25.078125,0
"2047","MCLA","2","2018",1,"mean","47",23.203125,0
"2048","MCLA","2","2018",0,"mean","47",24.875,0
"2049","MCLA","3","2018",1,"mean","47",19.890625,0
"2050","MCLA","3","2018",0,"mean","47",24.546875,0
"2051","MCLA","4","2018",1,"mean","47",26.875,0
"2052","MCLA","4","2018",0,"mean","47",24.265625,0
"2053","SFREC","1","2017",1,"mean","47",35.3125,0
"2054","SFREC","1","2017",0,"mean","47",37.65625,0
"2055","SFREC","2","2017",1,"mean","47",33.21875,0
"2056","SFREC","2","2017",0,"mean","47",37.640625,0
"2057","SFREC","3","2017",1,"mean","47",26.78125,0
"2058","SFREC","3","2017",0,"mean","47",28.140625,0
"2059","SFREC","4","2017",1,"mean","47",26.28125,0
"2060","SFREC","4","2017",0,"mean","47",26.140625,0
"2061","SFREC","1","2018",1,"mean","47",28.375,0
"2062","SFREC","1","2018",0,"mean","47",34.71875,0
"2063","SFREC","2","2018",1,"mean","47",31.265625,0
"2064","SFREC","2","2018",0,"mean","47",32.359375,0
"2065","SFREC","3","2018",1,"mean","47",25.53125,0
"2066","SFREC","3","2018",0,"mean","47",23.625,0
"2067","SFREC","4","2018",1,"mean","47",26.078125,0
"2068","SFREC","4","2018",0,"mean","47",29.71875,0
"2069","HREC","2","2017",1,"mean","48",28.59375,0
"2070","HREC","2","2017",0,"mean","48",25.640625,0
"2071","HREC","3","2017",1,"mean","48",32.8125,0
"2072","HREC","3","2017",0,"mean","48",32.453125,0
"2073","HREC","4","2017",1,"mean","48",35.109375,0
"2074","HREC","4","2017",0,"mean","48",37.953125,0
"2075","HREC","2","2018",1,"mean","48",34.09375,0
"2076","HREC","2","2018",0,"mean","48",31.9375,0
"2077","HREC","3","2018",1,"mean","48",35.796875,0
"2078","HREC","3","2018",0,"mean","48",39.015625,0
"2079","HREC","4","2018",1,"mean","48",30.09375,0
"2080","HREC","4","2018",0,"mean","48",37.484375,0
"2081","MCLA","1","2017",1,"mean","48",26.90625,0
"2082","MCLA","1","2017",0,"mean","48",31.078125,0
"2083","MCLA","2","2017",1,"mean","48",28.921875,0
"2084","MCLA","2","2017",0,"mean","48",26.25,0
"2085","MCLA","3","2017",1,"mean","48",23.859375,0
"2086","MCLA","3","2017",0,"mean","48",28.234375,0
"2087","MCLA","4","2017",1,"mean","48",22.75,0
"2088","MCLA","4","2017",0,"mean","48",23.40625,0
"2089","MCLA","1","2018",1,"mean","48",28.375,0
"2090","MCLA","1","2018",0,"mean","48",25.203125,0
"2091","MCLA","2","2018",1,"mean","48",23.28125,0
"2092","MCLA","2","2018",0,"mean","48",24.984375,0
"2093","MCLA","3","2018",1,"mean","48",19.90625,0
"2094","MCLA","3","2018",0,"mean","48",24.578125,0
"2095","MCLA","4","2018",1,"mean","48",27.109375,0
"2096","MCLA","4","2018",0,"mean","48",24.40625,0
"2097","SFREC","1","2017",1,"mean","48",35.421875,0
"2098","SFREC","1","2017",0,"mean","48",37.703125,0
"2099","SFREC","2","2017",1,"mean","48",33.28125,0
"2100","SFREC","2","2017",0,"mean","48",37.78125,0
"2101","SFREC","3","2017",1,"mean","48",26.828125,0
"2102","SFREC","3","2017",0,"mean","48",28.3125,0
"2103","SFREC","4","2017",1,"mean","48",26.328125,0
"2104","SFREC","4","2017",0,"mean","48",26.171875,0
"2105","SFREC","1","2018",1,"mean","48",28.453125,0
"2106","SFREC","1","2018",0,"mean","48",34.84375,0
"2107","SFREC","2","2018",1,"mean","48",31.3125,0
"2108","SFREC","2","2018",0,"mean","48",32.390625,0
"2109","SFREC","3","2018",1,"mean","48",25.65625,0
"2110","SFREC","3","2018",0,"mean","48",23.65625,0
"2111","SFREC","4","2018",1,"mean","48",26.140625,0
"2112","SFREC","4","2018",0,"mean","48",29.796875,0
"2113","HREC","2","2017",1,"mean","49",28.75,0
"2114","HREC","2","2017",0,"mean","49",25.734375,0
"2115","HREC","3","2017",1,"mean","49",32.875,0
"2116","HREC","3","2017",0,"mean","49",32.609375,0
"2117","HREC","4","2017",1,"mean","49",35.171875,0
"2118","HREC","4","2017",0,"mean","49",38.140625,0
"2119","HREC","2","2018",1,"mean","49",34.109375,0
"2120","HREC","2","2018",0,"mean","49",32.0625,0
"2121","HREC","3","2018",1,"mean","49",36.03125,0
"2122","HREC","3","2018",0,"mean","49",39.09375,0
"2123","HREC","4","2018",1,"mean","49",30.25,0
"2124","HREC","4","2018",0,"mean","49",37.515625,0
"2125","MCLA","1","2017",1,"mean","49",27.015625,0
"2126","MCLA","1","2017",0,"mean","49",31.203125,0
"2127","MCLA","2","2017",1,"mean","49",29,0
"2128","MCLA","2","2017",0,"mean","49",26.28125,0
"2129","MCLA","3","2017",1,"mean","49",23.921875,0
"2130","MCLA","3","2017",0,"mean","49",28.3125,0
"2131","MCLA","4","2017",1,"mean","49",22.984375,0
"2132","MCLA","4","2017",0,"mean","49",23.453125,0
"2133","MCLA","1","2018",1,"mean","49",28.515625,0
"2134","MCLA","1","2018",0,"mean","49",25.296875,0
"2135","MCLA","2","2018",1,"mean","49",23.390625,0
"2136","MCLA","2","2018",0,"mean","49",25.15625,0
"2137","MCLA","3","2018",1,"mean","49",19.96875,0
"2138","MCLA","3","2018",0,"mean","49",24.6875,0
"2139","MCLA","4","2018",1,"mean","49",27.375,0
"2140","MCLA","4","2018",0,"mean","49",24.484375,0
"2141","SFREC","1","2017",1,"mean","49",35.5,0
"2142","SFREC","1","2017",0,"mean","49",37.796875,0
"2143","SFREC","2","2017",1,"mean","49",33.34375,0
"2144","SFREC","2","2017",0,"mean","49",37.84375,0
"2145","SFREC","3","2017",1,"mean","49",26.84375,0
"2146","SFREC","3","2017",0,"mean","49",28.484375,0
"2147","SFREC","4","2017",1,"mean","49",26.390625,0
"2148","SFREC","4","2017",0,"mean","49",26.203125,0
"2149","SFREC","1","2018",1,"mean","49",28.578125,0
"2150","SFREC","1","2018",0,"mean","49",34.90625,0
"2151","SFREC","2","2018",1,"mean","49",31.375,0
"2152","SFREC","2","2018",0,"mean","49",32.453125,0
"2153","SFREC","3","2018",1,"mean","49",25.859375,0
"2154","SFREC","3","2018",0,"mean","49",23.65625,0
"2155","SFREC","4","2018",1,"mean","49",26.171875,0
"2156","SFREC","4","2018",0,"mean","49",29.9375,0
"2157","HREC","2","2017",1,"mean","50",28.828125,0
"2158","HREC","2","2017",0,"mean","50",25.796875,0
"2159","HREC","3","2017",1,"mean","50",32.953125,0
"2160","HREC","3","2017",0,"mean","50",32.671875,0
"2161","HREC","4","2017",1,"mean","50",35.21875,0
"2162","HREC","4","2017",0,"mean","50",38.28125,0
"2163","HREC","2","2018",1,"mean","50",34.203125,0
"2164","HREC","2","2018",0,"mean","50",32.125,0
"2165","HREC","3","2018",1,"mean","50",36.1875,0
"2166","HREC","3","2018",0,"mean","50",39.203125,0
"2167","HREC","4","2018",1,"mean","50",30.453125,0
"2168","HREC","4","2018",0,"mean","50",37.75,0
"2169","MCLA","1","2017",1,"mean","50",27.109375,0
"2170","MCLA","1","2017",0,"mean","50",31.359375,0
"2171","MCLA","2","2017",1,"mean","50",29.015625,0
"2172","MCLA","2","2017",0,"mean","50",26.453125,0
"2173","MCLA","3","2017",1,"mean","50",24.03125,0
"2174","MCLA","3","2017",0,"mean","50",28.34375,0
"2175","MCLA","4","2017",1,"mean","50",23.046875,0
"2176","MCLA","4","2017",0,"mean","50",23.59375,0
"2177","MCLA","1","2018",1,"mean","50",28.78125,0
"2178","MCLA","1","2018",0,"mean","50",25.3125,0
"2179","MCLA","2","2018",1,"mean","50",23.421875,0
"2180","MCLA","2","2018",0,"mean","50",25.265625,0
"2181","MCLA","3","2018",1,"mean","50",20,0
"2182","MCLA","3","2018",0,"mean","50",24.734375,0
"2183","MCLA","4","2018",1,"mean","50",27.53125,0
"2184","MCLA","4","2018",0,"mean","50",24.578125,0
"2185","SFREC","1","2017",1,"mean","50",35.546875,0
"2186","SFREC","1","2017",0,"mean","50",37.84375,0
"2187","SFREC","2","2017",1,"mean","50",33.34375,0
"2188","SFREC","2","2017",0,"mean","50",37.890625,0
"2189","SFREC","3","2017",1,"mean","50",26.890625,0
"2190","SFREC","3","2017",0,"mean","50",28.59375,0
"2191","SFREC","4","2017",1,"mean","50",26.453125,0
"2192","SFREC","4","2017",0,"mean","50",26.21875,0
"2193","SFREC","1","2018",1,"mean","50",28.71875,0
"2194","SFREC","1","2018",0,"mean","50",34.9375,0
"2195","SFREC","2","2018",1,"mean","50",31.421875,0
"2196","SFREC","2","2018",0,"mean","50",32.5,0
"2197","SFREC","3","2018",1,"mean","50",25.90625,0
"2198","SFREC","3","2018",0,"mean","50",23.65625,0
"2199","SFREC","4","2018",1,"mean","50",26.21875,0
"2200","SFREC","4","2018",0,"mean","50",30.09375,0
"2201","HREC","2","2017",1,"mean","51",28.90625,0
"2202","HREC","2","2017",0,"mean","51",25.890625,0
"2203","HREC","3","2017",1,"mean","51",32.953125,0
"2204","HREC","3","2017",0,"mean","51",32.734375,0
"2205","HREC","4","2017",1,"mean","51",35.28125,0
"2206","HREC","4","2017",0,"mean","51",38.46875,0
"2207","HREC","2","2018",1,"mean","51",34.3125,0
"2208","HREC","2","2018",0,"mean","51",32.15625,0
"2209","HREC","3","2018",1,"mean","51",36.46875,0
"2210","HREC","3","2018",0,"mean","51",39.28125,0
"2211","HREC","4","2018",1,"mean","51",30.546875,0
"2212","HREC","4","2018",0,"mean","51",37.859375,0
"2213","MCLA","1","2017",1,"mean","51",27.234375,0
"2214","MCLA","1","2017",0,"mean","51",31.53125,0
"2215","MCLA","2","2017",1,"mean","51",29.078125,0
"2216","MCLA","2","2017",0,"mean","51",26.53125,0
"2217","MCLA","3","2017",1,"mean","51",24.0625,0
"2218","MCLA","3","2017",0,"mean","51",28.40625,0
"2219","MCLA","4","2017",1,"mean","51",23.078125,0
"2220","MCLA","4","2017",0,"mean","51",23.703125,0
"2221","MCLA","1","2018",1,"mean","51",28.828125,0
"2222","MCLA","1","2018",0,"mean","51",25.5,0
"2223","MCLA","2","2018",1,"mean","51",23.53125,0
"2224","MCLA","2","2018",0,"mean","51",25.40625,0
"2225","MCLA","3","2018",1,"mean","51",20.140625,0
"2226","MCLA","3","2018",0,"mean","51",24.78125,0
"2227","MCLA","4","2018",1,"mean","51",27.625,0
"2228","MCLA","4","2018",0,"mean","51",24.6875,0
"2229","SFREC","1","2017",1,"mean","51",35.609375,0
"2230","SFREC","1","2017",0,"mean","51",37.890625,0
"2231","SFREC","2","2017",1,"mean","51",33.484375,0
"2232","SFREC","2","2017",0,"mean","51",38.078125,0
"2233","SFREC","3","2017",1,"mean","51",26.890625,0
"2234","SFREC","3","2017",0,"mean","51",28.75,0
"2235","SFREC","4","2017",1,"mean","51",26.5,0
"2236","SFREC","4","2017",0,"mean","51",26.234375,0
"2237","SFREC","1","2018",1,"mean","51",28.71875,0
"2238","SFREC","1","2018",0,"mean","51",35.03125,0
"2239","SFREC","2","2018",1,"mean","51",31.5,0
"2240","SFREC","2","2018",0,"mean","51",32.59375,0
"2241","SFREC","3","2018",1,"mean","51",26,0
"2242","SFREC","3","2018",0,"mean","51",23.65625,0
"2243","SFREC","4","2018",1,"mean","51",26.3125,0
"2244","SFREC","4","2018",0,"mean","51",30.203125,0
"2245","HREC","2","2017",1,"mean","52",28.984375,0
"2246","HREC","2","2017",0,"mean","52",25.96875,0
"2247","HREC","3","2017",1,"mean","52",32.96875,0
"2248","HREC","3","2017",0,"mean","52",32.765625,0
"2249","HREC","4","2017",1,"mean","52",35.375,0
"2250","HREC","4","2017",0,"mean","52",38.640625,0
"2251","HREC","2","2018",1,"mean","52",34.5625,0
"2252","HREC","2","2018",0,"mean","52",32.203125,0
"2253","HREC","3","2018",1,"mean","52",36.625,0
"2254","HREC","3","2018",0,"mean","52",39.34375,0
"2255","HREC","4","2018",1,"mean","52",30.828125,0
"2256","HREC","4","2018",0,"mean","52",38.0625,0
"2257","MCLA","1","2017",1,"mean","52",27.3125,0
"2258","MCLA","1","2017",0,"mean","52",31.671875,0
"2259","MCLA","2","2017",1,"mean","52",29.1875,0
"2260","MCLA","2","2017",0,"mean","52",26.609375,0
"2261","MCLA","3","2017",1,"mean","52",24.140625,0
"2262","MCLA","3","2017",0,"mean","52",28.40625,0
"2263","MCLA","4","2017",1,"mean","52",23.140625,0
"2264","MCLA","4","2017",0,"mean","52",23.859375,0
"2265","MCLA","1","2018",1,"mean","52",28.890625,0
"2266","MCLA","1","2018",0,"mean","52",25.578125,0
"2267","MCLA","2","2018",1,"mean","52",23.609375,0
"2268","MCLA","2","2018",0,"mean","52",25.53125,0
"2269","MCLA","3","2018",1,"mean","52",20.15625,0
"2270","MCLA","3","2018",0,"mean","52",24.84375,0
"2271","MCLA","4","2018",1,"mean","52",27.671875,0
"2272","MCLA","4","2018",0,"mean","52",24.78125,0
"2273","SFREC","1","2017",1,"mean","52",35.671875,0
"2274","SFREC","1","2017",0,"mean","52",37.9375,0
"2275","SFREC","2","2017",1,"mean","52",33.5,0
"2276","SFREC","2","2017",0,"mean","52",38.203125,0
"2277","SFREC","3","2017",1,"mean","52",26.9375,0
"2278","SFREC","3","2017",0,"mean","52",28.8125,0
"2279","SFREC","4","2017",1,"mean","52",26.515625,0
"2280","SFREC","4","2017",0,"mean","52",26.3125,0
"2281","SFREC","1","2018",1,"mean","52",28.75,0
"2282","SFREC","1","2018",0,"mean","52",35.09375,0
"2283","SFREC","2","2018",1,"mean","52",31.640625,0
"2284","SFREC","2","2018",0,"mean","52",32.609375,0
"2285","SFREC","3","2018",1,"mean","52",26.0625,0
"2286","SFREC","3","2018",0,"mean","52",23.75,0
"2287","SFREC","4","2018",1,"mean","52",26.359375,0
"2288","SFREC","4","2018",0,"mean","52",30.46875,0
"2289","HREC","2","2017",1,"mean","53",29,0
"2290","HREC","2","2017",0,"mean","53",26.09375,0
"2291","HREC","3","2017",1,"mean","53",33,0
"2292","HREC","3","2017",0,"mean","53",32.765625,0
"2293","HREC","4","2017",1,"mean","53",35.390625,0
"2294","HREC","4","2017",0,"mean","53",38.90625,0
"2295","HREC","2","2018",1,"mean","53",34.671875,0
"2296","HREC","2","2018",0,"mean","53",32.265625,0
"2297","HREC","3","2018",1,"mean","53",36.875,0
"2298","HREC","3","2018",0,"mean","53",39.59375,0
"2299","HREC","4","2018",1,"mean","53",30.921875,0
"2300","HREC","4","2018",0,"mean","53",38.1875,0
"2301","MCLA","1","2017",1,"mean","53",27.4375,0
"2302","MCLA","1","2017",0,"mean","53",31.75,0
"2303","MCLA","2","2017",1,"mean","53",29.28125,0
"2304","MCLA","2","2017",0,"mean","53",26.765625,0
"2305","MCLA","3","2017",1,"mean","53",24.203125,0
"2306","MCLA","3","2017",0,"mean","53",28.421875,0
"2307","MCLA","4","2017",1,"mean","53",23.265625,0
"2308","MCLA","4","2017",0,"mean","53",24.03125,0
"2309","MCLA","1","2018",1,"mean","53",28.984375,0
"2310","MCLA","1","2018",0,"mean","53",25.765625,0
"2311","MCLA","2","2018",1,"mean","53",23.65625,0
"2312","MCLA","2","2018",0,"mean","53",25.84375,0
"2313","MCLA","3","2018",1,"mean","53",20.265625,0
"2314","MCLA","3","2018",0,"mean","53",24.953125,0
"2315","MCLA","4","2018",1,"mean","53",27.78125,0
"2316","MCLA","4","2018",0,"mean","53",24.875,0
"2317","SFREC","1","2017",1,"mean","53",35.71875,0
"2318","SFREC","1","2017",0,"mean","53",37.953125,0
"2319","SFREC","2","2017",1,"mean","53",33.5625,0
"2320","SFREC","2","2017",0,"mean","53",38.265625,0
"2321","SFREC","3","2017",1,"mean","53",26.984375,0
"2322","SFREC","3","2017",0,"mean","53",28.953125,0
"2323","SFREC","4","2017",1,"mean","53",26.578125,0
"2324","SFREC","4","2017",0,"mean","53",26.375,0
"2325","SFREC","1","2018",1,"mean","53",28.8125,0
"2326","SFREC","1","2018",0,"mean","53",35.234375,0
"2327","SFREC","2","2018",1,"mean","53",31.65625,0
"2328","SFREC","2","2018",0,"mean","53",32.65625,0
"2329","SFREC","3","2018",1,"mean","53",26.140625,0
"2330","SFREC","3","2018",0,"mean","53",23.75,0
"2331","SFREC","4","2018",1,"mean","53",26.578125,0
"2332","SFREC","4","2018",0,"mean","53",30.625,0
"2333","HREC","2","2017",1,"mean","54",29.140625,0
"2334","HREC","2","2017",0,"mean","54",26.203125,0
"2335","HREC","3","2017",1,"mean","54",33,0
"2336","HREC","3","2017",0,"mean","54",32.859375,0
"2337","HREC","4","2017",1,"mean","54",35.578125,0
"2338","HREC","4","2017",0,"mean","54",39.03125,0
"2339","HREC","2","2018",1,"mean","54",34.75,0
"2340","HREC","2","2018",0,"mean","54",32.390625,0
"2341","HREC","3","2018",1,"mean","54",36.96875,0
"2342","HREC","3","2018",0,"mean","54",39.734375,0
"2343","HREC","4","2018",1,"mean","54",31.015625,0
"2344","HREC","4","2018",0,"mean","54",38.40625,0
"2345","MCLA","1","2017",1,"mean","54",27.46875,0
"2346","MCLA","1","2017",0,"mean","54",31.890625,0
"2347","MCLA","2","2017",1,"mean","54",29.390625,0
"2348","MCLA","2","2017",0,"mean","54",26.859375,0
"2349","MCLA","3","2017",1,"mean","54",24.265625,0
"2350","MCLA","3","2017",0,"mean","54",28.46875,0
"2351","MCLA","4","2017",1,"mean","54",23.296875,0
"2352","MCLA","4","2017",0,"mean","54",24.125,0
"2353","MCLA","1","2018",1,"mean","54",29.015625,0
"2354","MCLA","1","2018",0,"mean","54",25.875,0
"2355","MCLA","2","2018",1,"mean","54",23.765625,0
"2356","MCLA","2","2018",0,"mean","54",26.03125,0
"2357","MCLA","3","2018",1,"mean","54",20.3125,0
"2358","MCLA","3","2018",0,"mean","54",25.015625,0
"2359","MCLA","4","2018",1,"mean","54",28.078125,0
"2360","MCLA","4","2018",0,"mean","54",25.0625,0
"2361","SFREC","1","2017",1,"mean","54",35.734375,0
"2362","SFREC","1","2017",0,"mean","54",37.953125,0
"2363","SFREC","2","2017",1,"mean","54",33.609375,0
"2364","SFREC","2","2017",0,"mean","54",38.375,0
"2365","SFREC","3","2017",1,"mean","54",26.984375,0
"2366","SFREC","3","2017",0,"mean","54",29.09375,0
"2367","SFREC","4","2017",1,"mean","54",26.65625,0
"2368","SFREC","4","2017",0,"mean","54",26.40625,0
"2369","SFREC","1","2018",1,"mean","54",28.8125,0
"2370","SFREC","1","2018",0,"mean","54",35.328125,0
"2371","SFREC","2","2018",1,"mean","54",31.8125,0
"2372","SFREC","2","2018",0,"mean","54",32.703125,0
"2373","SFREC","3","2018",1,"mean","54",26.28125,0
"2374","SFREC","3","2018",0,"mean","54",23.75,0
"2375","SFREC","4","2018",1,"mean","54",26.734375,0
"2376","SFREC","4","2018",0,"mean","54",30.75,0
"2377","HREC","2","2017",1,"mean","55",29.171875,0
"2378","HREC","2","2017",0,"mean","55",26.34375,0
"2379","HREC","3","2017",1,"mean","55",33,0
"2380","HREC","3","2017",0,"mean","55",32.859375,0
"2381","HREC","4","2017",1,"mean","55",35.671875,0
"2382","HREC","4","2017",0,"mean","55",39.125,0
"2383","HREC","2","2018",1,"mean","55",34.96875,0
"2384","HREC","2","2018",0,"mean","55",32.515625,0
"2385","HREC","3","2018",1,"mean","55",37.15625,0
"2386","HREC","3","2018",0,"mean","55",39.765625,0
"2387","HREC","4","2018",1,"mean","55",31.15625,0
"2388","HREC","4","2018",0,"mean","55",38.46875,0
