row,site,plot,subplotno,subplotres,mid_x,mid_y,bl_x,ul_x,ur_x,br_x,bl_y,ul_y,ur_y,br_y
315,3,5,2,0.25,15.125,1.875,15,15,15.25,15.25,1.75,2,2,1.75
316,3,5,2,0.5,15.75,1.75,15.5,15.5,16,16,1.5,2,2,1.5
317,3,5,3,0.25,15.875,1.625,15.75,15.75,16,16,1.5,1.75,1.75,1.5
318,3,5,4,0.25,15.875,1.875,15.75,15.75,16,16,1.75,2,2,1.75
319,3,5,2,1,16.5,1.5,16,16,17,17,1,2,2,1
320,3,5,3,0.5,16.25,1.75,16,16,16.5,16.5,1.5,2,2,1.5
321,3,5,5,0.25,16.125,1.625,16,16,16.25,16.25,1.5,1.75,1.75,1.5
322,3,5,6,0.25,16.125,1.875,16,16,16.25,16.25,1.75,2,2,1.75
323,3,5,4,0.5,16.75,1.25,16.5,16.5,17,17,1,1.5,1.5,1
324,3,5,7,0.25,16.625,1.375,16.5,16.5,16.75,16.75,1.25,1.5,1.5,1.25
325,3,5,8,0.25,16.875,1.375,16.75,16.75,17,17,1.25,1.5,1.5,1.25
326,3,6,1,2,14,3,13,13,15,15,2,4,4,2
327,3,6,1,1,13.5,3.5,13,13,14,14,3,4,4,3
328,3,6,1,0.5,13.25,3.75,13,13,13.5,13.5,3.5,4,4,3.5
329,3,6,1,0.25,13.125,3.625,13,13,13.25,13.25,3.5,3.75,3.75,3.5
330,3,6,2,0.25,13.375,3.625,13.25,13.25,13.5,13.5,3.5,3.75,3.75,3.5
331,3,6,2,0.5,13.75,3.75,13.5,13.5,14,14,3.5,4,4,3.5
332,3,6,3,0.25,13.875,3.625,13.75,13.75,14,14,3.5,3.75,3.75,3.5
333,3,6,4,0.25,13.875,3.875,13.75,13.75,14,14,3.75,4,4,3.75
334,3,6,2,1,14.5,3.5,14,14,15,15,3,4,4,3
335,3,6,3,0.5,14.75,3.25,14.5,14.5,15,15,3,3.5,3.5,3
336,3,6,5,0.25,14.625,3.125,14.5,14.5,14.75,14.75,3,3.25,3.25,3
337,3,6,6,0.25,14.625,3.375,14.5,14.5,14.75,14.75,3.25,3.5,3.5,3.25
338,3,6,4,0.5,14.75,3.75,14.5,14.5,15,15,3.5,4,4,3.5
339,3,6,7,0.25,14.625,3.625,14.5,14.5,14.75,14.75,3.5,3.75,3.75,3.5
340,3,6,8,0.25,14.625,3.875,14.5,14.5,14.75,14.75,3.75,4,4,3.75
341,3,6,1,4,15,2,13,13,17,17,0,4,4,0
342,3,7,1,2,14,5,13,13,15,15,4,6,6,4
343,3,7,1,1,13.5,5.5,13,13,14,14,5,6,6,5
344,3,7,1,0.5,13.25,5.25,13,13,13.5,13.5,5,5.5,5.5,5
345,3,7,1,0.25,13.125,5.125,13,13,13.25,13.25,5,5.25,5.25,5
346,3,7,2,0.25,13.375,5.375,13.25,13.25,13.5,13.5,5.25,5.5,5.5,5.25
347,3,7,2,0.5,13.25,5.75,13,13,13.5,13.5,5.5,6,6,5.5
348,3,7,3,0.25,13.125,5.625,13,13,13.25,13.25,5.5,5.75,5.75,5.5
349,3,7,4,0.25,13.125,5.875,13,13,13.25,13.25,5.75,6,6,5.75
350,3,7,2,1,14.5,4.5,14,14,15,15,4,5,5,4
351,3,7,3,0.5,14.75,4.25,14.5,14.5,15,15,4,4.5,4.5,4
352,3,7,5,0.25,14.625,4.125,14.5,14.5,14.75,14.75,4,4.25,4.25,4
353,3,7,6,0.25,14.875,4.125,14.75,14.75,15,15,4,4.25,4.25,4
354,3,7,4,0.5,14.75,4.75,14.5,14.5,15,15,4.5,5,5,4.5
355,3,7,7,0.25,14.625,4.875,14.5,14.5,14.75,14.75,4.75,5,5,4.75
356,3,7,8,0.25,14.875,4.875,14.75,14.75,15,15,4.75,5,5,4.75
357,3,8,1,2,16,7,15,15,17,17,6,8,8,6
358,3,8,1,1,15.5,7.5,15,15,16,16,7,8,8,7
359,3,8,1,0.5,15.25,7.25,15,15,15.5,15.5,7,7.5,7.5,7
360,3,8,1,0.25,15.125,7.375,15,15,15.25,15.25,7.25,7.5,7.5,7.25
361,3,8,2,0.25,15.375,7.375,15.25,15.25,15.5,15.5,7.25,7.5,7.5,7.25
362,3,8,2,0.5,15.75,7.25,15.5,15.5,16,16,7,7.5,7.5,7
363,3,8,3,0.25,15.625,7.125,15.5,15.5,15.75,15.75,7,7.25,7.25,7
364,3,8,4,0.25,15.875,7.375,15.75,15.75,16,16,7.25,7.5,7.5,7.25
365,3,8,2,1,16.5,7.5,16,16,17,17,7,8,8,7
366,3,8,3,0.5,16.25,7.75,16,16,16.5,16.5,7.5,8,8,7.5
367,3,8,5,0.25,16.125,7.875,16,16,16.25,16.25,7.75,8,8,7.75
368,3,8,6,0.25,16.375,7.625,16.25,16.25,16.5,16.5,7.5,7.75,7.75,7.5
369,3,8,4,0.5,16.75,7.25,16.5,16.5,17,17,7,7.5,7.5,7
370,3,8,7,0.25,16.625,7.375,16.5,16.5,16.75,16.75,7.25,7.5,7.5,7.25
371,3,8,8,0.25,16.875,7.125,16.75,16.75,17,17,7,7.25,7.25,7
372,3,8,1,4,15,6,13,13,17,17,4,8,8,4
373,4,1,1,2,12,10,11,11,13,13,9,11,11,9
374,4,1,1,1,12.5,9.5,12,12,13,13,9,10,10,9
375,4,1,1,0.5,12.25,9.25,12,12,12.5,12.5,9,9.5,9.5,9
376,4,1,1,0.25,12.125,9.125,12,12,12.25,12.25,9,9.25,9.25,9
377,4,1,2,0.25,12.375,9.375,12.25,12.25,12.5,12.5,9.25,9.5,9.5,9.25
378,4,1,2,0.5,12.75,9.25,12.5,12.5,13,13,9,9.5,9.5,9
379,4,1,3,0.25,12.625,9.375,12.5,12.5,12.75,12.75,9.25,9.5,9.5,9.25
380,4,1,4,0.25,12.875,9.125,12.75,12.75,13,13,9,9.25,9.25,9
381,4,1,2,1,12.5,10.5,12,12,13,13,10,11,11,10
382,4,1,3,0.5,12.25,10.25,12,12,12.5,12.5,10,10.5,10.5,10
383,4,1,5,0.25,12.375,10.125,12.25,12.25,12.5,12.5,10,10.25,10.25,10
384,4,1,6,0.25,12.375,10.375,12.25,12.25,12.5,12.5,10.25,10.5,10.5,10.25
385,4,1,4,0.5,12.75,10.25,12.5,12.5,13,13,10,10.5,10.5,10
386,4,1,7,0.25,12.625,10.375,12.5,12.5,12.75,12.75,10.25,10.5,10.5,10.25
387,4,1,8,0.25,12.875,10.125,12.75,12.75,13,13,10,10.25,10.25,10
388,4,2,1,2,10,12,9,9,11,11,11,13,13,11
389,4,2,1,1,9.5,12.5,9,9,10,10,12,13,13,12
390,4,2,1,0.5,9.25,12.25,9,9,9.5,9.5,12,12.5,12.5,12
391,4,2,1,0.25,9.125,12.375,9,9,9.25,9.25,12.25,12.5,12.5,12.25
392,4,2,2,0.25,9.375,12.375,9.25,9.25,9.5,9.5,12.25,12.5,12.5,12.25
393,4,2,2,0.5,9.75,12.25,9.5,9.5,10,10,12,12.5,12.5,12
394,4,2,3,0.25,9.625,12.125,9.5,9.5,9.75,9.75,12,12.25,12.25,12
395,4,2,4,0.25,9.625,12.375,9.5,9.5,9.75,9.75,12.25,12.5,12.5,12.25
396,4,2,2,1,10.5,12.5,10,10,11,11,12,13,13,12
397,4,2,3,0.5,10.75,12.25,10.5,10.5,11,11,12,12.5,12.5,12
398,4,2,5,0.25,10.625,12.125,10.5,10.5,10.75,10.75,12,12.25,12.25,12
399,4,2,6,0.25,10.625,12.375,10.5,10.5,10.75,10.75,12.25,12.5,12.5,12.25
400,4,2,4,0.5,10.75,12.75,10.5,10.5,11,11,12.5,13,13,12.5
401,4,2,7,0.25,10.875,12.625,10.75,10.75,11,11,12.5,12.75,12.75,12.5
402,4,2,8,0.25,10.875,12.875,10.75,10.75,11,11,12.75,13,13,12.75
403,4,2,1,4,11,11,9,9,13,13,9,13,13,9
404,4,3,1,2,12,14,11,11,13,13,13,15,15,13
405,4,3,1,1,11.5,13.5,11,11,12,12,13,14,14,13
406,4,3,1,0.5,11.75,13.25,11.5,11.5,12,12,13,13.5,13.5,13
407,4,3,1,0.25,11.625,13.125,11.5,11.5,11.75,11.75,13,13.25,13.25,13
408,4,3,2,0.25,11.625,13.375,11.5,11.5,11.75,11.75,13.25,13.5,13.5,13.25
409,4,3,2,0.5,11.75,13.75,11.5,11.5,12,12,13.5,14,14,13.5
410,4,3,3,0.25,11.625,13.625,11.5,11.5,11.75,11.75,13.5,13.75,13.75,13.5
411,4,3,4,0.25,11.625,13.875,11.5,11.5,11.75,11.75,13.75,14,14,13.75
412,4,3,2,1,12.5,13.5,12,12,13,13,13,14,14,13
413,4,3,3,0.5,12.25,13.25,12,12,12.5,12.5,13,13.5,13.5,13
414,4,3,5,0.25,12.375,13.125,12.25,12.25,12.5,12.5,13,13.25,13.25,13
415,4,3,6,0.25,12.125,13.375,12,12,12.25,12.25,13.25,13.5,13.5,13.25
416,4,3,4,0.5,12.25,13.75,12,12,12.5,12.5,13.5,14,14,13.5
417,4,3,7,0.25,12.375,13.625,12.25,12.25,12.5,12.5,13.5,13.75,13.75,13.5
418,4,3,8,0.25,12.375,13.875,12.25,12.25,12.5,12.5,13.75,14,14,13.75
419,4,4,1,2,10,16,9,9,11,11,15,17,17,15
420,4,4,1,1,9.5,16.5,9,9,10,10,16,17,17,16
421,4,4,1,0.5,9.25,16.25,9,9,9.5,9.5,16,16.5,16.5,16
422,4,4,1,0.25,9.125,16.125,9,9,9.25,9.25,16,16.25,16.25,16
423,4,4,2,0.25,9.125,16.375,9,9,9.25,9.25,16.25,16.5,16.5,16.25
424,4,4,2,0.5,9.75,16.75,9.5,9.5,10,10,16.5,17,17,16.5
425,4,4,3,0.25,9.625,16.875,9.5,9.5,9.75,9.75,16.75,17,17,16.75
426,4,4,4,0.25,9.875,16.625,9.75,9.75,10,10,16.5,16.75,16.75,16.5
427,4,4,2,1,10.5,16.5,10,10,11,11,16,17,17,16
428,4,4,3,0.5,10.25,16.25,10,10,10.5,10.5,16,16.5,16.5,16
429,4,4,5,0.25,10.125,16.125,10,10,10.25,10.25,16,16.25,16.25,16
430,4,4,6,0.25,10.125,16.375,10,10,10.25,10.25,16.25,16.5,16.5,16.25
431,4,4,4,0.5,10.75,16.75,10.5,10.5,11,11,16.5,17,17,16.5
432,4,4,7,0.25,10.625,16.875,10.5,10.5,10.75,10.75,16.75,17,17,16.75
433,4,4,8,0.25,10.875,16.875,10.75,10.75,11,11,16.75,17,17,16.75
434,4,4,1,4,11,15,9,9,13,13,13,17,17,13
435,4,5,1,2,16,10,15,15,17,17,9,11,11,9
436,4,5,1,1,15.5,10.5,15,15,16,16,10,11,11,10
437,4,5,1,0.5,15.25,10.75,15,15,15.5,15.5,10.5,11,11,10.5
438,4,5,1,0.25,15.125,10.625,15,15,15.25,15.25,10.5,10.75,10.75,10.5
439,4,5,2,0.25,15.125,10.875,15,15,15.25,15.25,10.75,11,11,10.75
440,4,5,2,0.5,15.75,10.75,15.5,15.5,16,16,10.5,11,11,10.5
441,4,5,3,0.25,15.875,10.625,15.75,15.75,16,16,10.5,10.75,10.75,10.5
442,4,5,4,0.25,15.875,10.875,15.75,15.75,16,16,10.75,11,11,10.75
443,4,5,2,1,16.5,10.5,16,16,17,17,10,11,11,10
444,4,5,3,0.5,16.25,10.75,16,16,16.5,16.5,10.5,11,11,10.5
445,4,5,5,0.25,16.125,10.625,16,16,16.25,16.25,10.5,10.75,10.75,10.5
446,4,5,6,0.25,16.125,10.875,16,16,16.25,16.25,10.75,11,11,10.75
447,4,5,4,0.5,16.75,10.25,16.5,16.5,17,17,10,10.5,10.5,10
448,4,5,7,0.25,16.625,10.375,16.5,16.5,16.75,16.75,10.25,10.5,10.5,10.25
449,4,5,8,0.25,16.875,10.375,16.75,16.75,17,17,10.25,10.5,10.5,10.25
450,4,6,1,2,14,12,13,13,15,15,11,13,13,11
451,4,6,1,1,13.5,12.5,13,13,14,14,12,13,13,12
452,4,6,1,0.5,13.25,12.75,13,13,13.5,13.5,12.5,13,13,12.5
453,4,6,1,0.25,13.125,12.625,13,13,13.25,13.25,12.5,12.75,12.75,12.5
454,4,6,2,0.25,13.375,12.625,13.25,13.25,13.5,13.5,12.5,12.75,12.75,12.5
455,4,6,2,0.5,13.75,12.75,13.5,13.5,14,14,12.5,13,13,12.5
456,4,6,3,0.25,13.875,12.625,13.75,13.75,14,14,12.5,12.75,12.75,12.5
457,4,6,4,0.25,13.875,12.875,13.75,13.75,14,14,12.75,13,13,12.75
458,4,6,2,1,14.5,12.5,14,14,15,15,12,13,13,12
459,4,6,3,0.5,14.75,12.25,14.5,14.5,15,15,12,12.5,12.5,12
460,4,6,5,0.25,14.625,12.125,14.5,14.5,14.75,14.75,12,12.25,12.25,12
461,4,6,6,0.25,14.625,12.375,14.5,14.5,14.75,14.75,12.25,12.5,12.5,12.25
462,4,6,4,0.5,14.75,12.75,14.5,14.5,15,15,12.5,13,13,12.5
463,4,6,7,0.25,14.625,12.625,14.5,14.5,14.75,14.75,12.5,12.75,12.75,12.5
464,4,6,8,0.25,14.625,12.875,14.5,14.5,14.75,14.75,12.75,13,13,12.75
465,4,6,1,4,15,11,13,13,17,17,9,13,13,9
466,4,7,1,2,14,14,13,13,15,15,13,15,15,13
467,4,7,1,1,13.5,14.5,13,13,14,14,14,15,15,14
468,4,7,1,0.5,13.25,14.25,13,13,13.5,13.5,14,14.5,14.5,14
469,4,7,1,0.25,13.125,14.125,13,13,13.25,13.25,14,14.25,14.25,14
470,4,7,2,0.25,13.375,14.375,13.25,13.25,13.5,13.5,14.25,14.5,14.5,14.25
471,4,7,2,0.5,13.25,14.75,13,13,13.5,13.5,14.5,15,15,14.5
472,4,7,3,0.25,13.125,14.625,13,13,13.25,13.25,14.5,14.75,14.75,14.5
473,4,7,4,0.25,13.125,14.875,13,13,13.25,13.25,14.75,15,15,14.75
474,4,7,2,1,14.5,13.5,14,14,15,15,13,14,14,13
475,4,7,3,0.5,14.75,13.25,14.5,14.5,15,15,13,13.5,13.5,13
476,4,7,5,0.25,14.625,13.125,14.5,14.5,14.75,14.75,13,13.25,13.25,13
477,4,7,6,0.25,14.875,13.125,14.75,14.75,15,15,13,13.25,13.25,13
478,4,7,4,0.5,14.75,13.75,14.5,14.5,15,15,13.5,14,14,13.5
479,4,7,7,0.25,14.625,13.875,14.5,14.5,14.75,14.75,13.75,14,14,13.75
480,4,7,8,0.25,14.875,13.875,14.75,14.75,15,15,13.75,14,14,13.75
481,4,8,1,2,16,16,15,15,17,17,15,17,17,15
482,4,8,1,1,15.5,16.5,15,15,16,16,16,17,17,16
483,4,8,1,0.5,15.25,16.25,15,15,15.5,15.5,16,16.5,16.5,16
484,4,8,1,0.25,15.125,16.375,15,15,15.25,15.25,16.25,16.5,16.5,16.25
485,4,8,2,0.25,15.375,16.375,15.25,15.25,15.5,15.5,16.25,16.5,16.5,16.25
486,4,8,2,0.5,15.75,16.25,15.5,15.5,16,16,16,16.5,16.5,16
487,4,8,3,0.25,15.625,16.125,15.5,15.5,15.75,15.75,16,16.25,16.25,16
488,4,8,4,0.25,15.875,16.375,15.75,15.75,16,16,16.25,16.5,16.5,16.25
489,4,8,2,1,16.5,16.5,16,16,17,17,16,17,17,16
490,4,8,3,0.5,16.25,16.75,16,16,16.5,16.5,16.5,17,17,16.5
491,4,8,5,0.25,16.125,16.875,16,16,16.25,16.25,16.75,17,17,16.75
492,4,8,6,0.25,16.375,16.625,16.25,16.25,16.5,16.5,16.5,16.75,16.75,16.5
493,4,8,4,0.5,16.75,16.25,16.5,16.5,17,17,16,16.5,16.5,16
494,4,8,7,0.25,16.625,16.375,16.5,16.5,16.75,16.75,16.25,16.5,16.5,16.25
495,4,8,8,0.25,16.875,16.125,16.75,16.75,17,17,16,16.25,16.25,16
496,4,8,1,4,15,15,13,13,17,17,13,17,17,13
