Row,Site,SiteNo,PlotNo,SubplotNo,SubplotRes,X,Y,BriMaj,AveBar,BroHor,BroDia,TaeCap,StiPul,HypGla,GalPar,CynEch,AgoHet,ClaPur,Torilis,MadSat,LinCil,Bare,Lathyrus,VicSat,LinPar,TriRef,TriWra,TriDon,TriCro,Erodium,TriPlate,AchMil,AnaArv,Lotus,TriWild,TriHir,DicCap,Sidalcea,BroSterilis,SisBel,GalApa,YellowMint,Ranunculus,AirCar,LacSer,GerDis,CroSet,Centaurea,BriMin,NotRanunculus,Unk Forb,AegTri,Gopher,MicCal,Rock,Lupinus,GerMol
320,HREC,3,4,5,0.25,1,1,,2,,,2,,4,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
321,HREC,3,4,6,0.25,1,2,,2,1,,1,,4,1,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,
322,HREC,3,4,4,0.5,2,2,1,3,2,,3,,3,2,,2,,1,1,,,1,,1,,,,,1,1,3,1,,,,,,,,,,,,,,1,,,,,,,,,,
323,HREC,3,4,7,0.25,1,2,,3,1,,3,,2,,,2,1,,,,,1,,,,,,,,1,2,1,,,,,,,,,,,,,,1,,,,,,,,,,
324,HREC,3,4,8,0.25,2,2,,3,2,,2,,4,2,,1,,1,1,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
325,HREC,3,4,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
326,HREC,3,3,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
327,HREC,3,3,1,1,1,1,,3,3,2,2,4,2,2,,1,2,2,,,,,,,,,,,2,2,,1,,,,,,,1,,,,,,,1,,,,,,,,,,
328,HREC,3,3,1,0.5,2,1,,4,2,2,2,2,2,1,,1,,1,,,2,,,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
329,HREC,3,3,1,0.25,1,1,,4,,,,,3,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
330,HREC,3,3,2,0.25,1,2,,3,2,2,2,,2,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
331,HREC,3,3,2,0.5,2,2,,3,2,2,1,4,2,1,,,2,1,,,2,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
332,HREC,3,3,3,0.25,1,1,,3,2,,,4,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
333,HREC,3,3,4,0.25,1,2,,2,2,2,1,3,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HREC,3,3,2,1,2,1,,4,2,,2,4,3,2,2,2,2,1,,,2,,,,1,,,,1,2,,1,,,,,1,,,,,,,,,1,,1,,1,,,,,,1
335,HREC,3,3,3,0.5,1,1,,4,2,,2,2,2,2,,1,2,1,,,2,,,,1,,,,1,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,
336,HREC,3,3,5,0.25,2,1,,4,,,,,2,2,,2,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
337,HREC,3,3,6,0.25,1,2,,4,2,,1,3,2,2,,,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
338,HREC,3,3,4,0.5,1,2,,3,2,,2,4,2,2,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
339,HREC,3,3,7,0.25,2,1,,3,2,,2,3,1,2,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1
340,HREC,3,3,8,0.25,2,2,,3,2,,2,4,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
341,HREC,3,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,HREC,3,2,1,1,1,2,2,4,2,2,2,3,3,2,1,1,2,,1,,2,1,,,,,,,1,1,2,1,,,,,1,,,,,,,,,2,,1,2,,,,1,,,
343,HREC,3,2,1,0.5,1,1,,4,2,2,,,3,1,,1,,,1,,,,,,,,,,1,1,1,2,,,,,1,,,,,,,,,,,1,3,,,,1,,,
344,HREC,3,2,1,0.25,1,2,,4,,2,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
345,HREC,3,2,2,0.25,2,2,,3,2,2,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,3,,,,,,,
346,HREC,3,2,2,0.5,2,1,,3,2,2,2,4,3,2,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,
347,HREC,3,2,3,0.25,1,1,,3,,,2,4,4,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
348,HREC,3,2,4,0.25,1,2,,3,2,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,
349,HREC,3,2,2,1,2,2,2,4,2,,3,,2,2,,2,2,,,,,1,,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,
350,HREC,3,2,3,0.5,2,1,1,4,2,,3,,,2,,1,2,,,,,1,,,,,,,1,,,1,,,,,,,2,,,,,,,1,,,,,,,,,,
351,HREC,3,2,5,0.25,1,1,,4,2,,,,,2,,1,2,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
352,HREC,3,2,6,0.25,1,2,,4,2,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
353,HREC,3,2,4,0.5,2,2,2,4,2,,2,,2,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
354,HREC,3,2,7,0.25,2,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
355,HREC,3,2,8,0.25,2,2,2,3,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,HREC,3,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,
357,HREC,3,1,1,2,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
358,HREC,3,1,1,1,2,1,2,4,3,2,4,,2,1,,1,,1,,,2,,,,,,,,2,1,1,,1,,,,,,2,,,,,,,1,,,,,,,,,,
359,HREC,3,1,1,0.5,1,1,2,3,2,2,3,,2,,,,,1,,,,,,,,,,,,,1,,1,,,,,,2,,,,,,,1,,,,,,,,,,
360,HREC,3,1,1,0.25,1,1,2,3,,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,,,,
361,HREC,3,1,2,0.25,2,2,2,3,1,2,2,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
362,HREC,3,1,2,0.5,2,1,2,3,2,,3,,2,1,,1,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,
363,HREC,3,1,3,0.25,1,2,2,3,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,HREC,3,1,4,0.25,2,1,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
365,HREC,3,1,2,1,2,2,3,4,2,,3,,3,2,,3,,2,,,2,,,,,,,,2,1,2,1,,1,,,,,3,,,,,,,,,,,,,,,,,
366,HREC,3,1,4,0.5,1,1,3,3,4,,3,,2,2,,2,,,,,3,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
367,HREC,3,1,5,0.25,2,1,2,3,4,,2,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
368,HREC,3,1,6,0.25,2,2,2,3,4,,3,,2,2,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,HREC,3,1,3,0.5,2,1,2,4,2,,3,,3,1,,2,,2,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
370,HREC,3,1,7,0.25,1,2,3,2,2,,2,,2,2,,2,,1,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,
371,HREC,3,1,8,0.25,2,1,2,4,2,,2,,3,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,HREC,4,8,1,2,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
373,HREC,4,8,1,1,1,2,2,4,2,3,3,,2,3,,,1,,2,2,3,1,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
374,HREC,4,8,1,0.5,1,1,2,4,2,2,3,,2,2,,,,,2,2,,,,,,,,,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
375,HREC,4,8,1,0.25,1,2,,4,,2,3,,,1,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,
376,HREC,4,8,2,0.25,2,2,2,3,1,1,2,,,2,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
377,HREC,4,8,2,0.5,2,1,,3,2,2,3,,,3,,,,,2,1,3,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
378,HREC,4,8,3,0.25,1,1,,3,,2,2,,,3,,,,,1,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
379,HREC,4,8,4,0.25,2,2,,3,2,2,3,,,3,,,,,1,,4,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
380,HREC,4,8,2,1,2,2,1,4,,2,3,,2,2,,1,3,,2,,4,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
381,HREC,4,8,4,0.5,1,2,,4,,2,3,,,2,,1,1,,3,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
382,HREC,4,8,5,0.25,1,2,,4,,,3,,,2,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,HREC,4,8,6,0.25,2,1,,4,,,2,,,1,,,1,,1,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
384,HREC,4,8,3,0.5,2,1,1,4,,2,2,,,1,,,2,,3,,4,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
385,HREC,4,8,7,0.25,1,2,,3,,2,2,,,,,,2,,3,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
386,HREC,4,8,8,0.25,2,1,,3,,2,2,,,1,,,,,3,,5,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
387,HREC,4,8,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
388,HREC,4,7,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
389,HREC,4,7,1,1,1,2,,4,2,2,3,,3,1,,1,2,,,1,4,2,,,,,,,,2,,1,,,,,,,,,,,,,,,,,2,,,,,2,,
390,HREC,4,7,1,0.5,1,1,,3,,,3,,3,1,,1,2,,,1,4,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,1,,,,,2,,
391,HREC,4,7,1,0.25,1,1,,3,,,3,,3,,,1,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
392,HREC,4,7,2,0.25,2,2,,3,,,2,,2,,,1,,,,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,
393,HREC,4,7,2,0.5,1,2,,4,,2,3,,2,2,,1,2,,,,3,2,,,,,,,,2,,1,,,,,,,,,,,,,,,,,2,,,,,2,,
394,HREC,4,7,3,0.25,1,1,,3,,,3,,2,2,,,2,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
395,HREC,4,7,4,0.25,1,2,,4,,1,2,,2,,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,2,,,,,,,
396,HREC,4,7,2,1,2,1,2,3,1,1,3,,5,2,,2,2,,2,,3,2,,,,,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
397,HREC,4,7,4,0.5,2,1,,3,,1,2,,4,,,1,2,,2,,2,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
398,HREC,4,7,5,0.25,1,1,,2,,,,,5,,,,2,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
399,HREC,4,7,6,0.25,2,1,,2,,1,2,,3,,,,,,3,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,
400,HREC,4,7,3,0.5,2,2,1,3,1,,2,,4,2,,,1,,,,2,1,,,,,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
401,HREC,4,7,7,0.25,1,2,1,2,,,2,,5,1,,,,,,,3,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402,HREC,4,7,8,0.25,2,2,,1,,,2,,3,2,,,1,,,,,1,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
403,HREC,4,6,1,2,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
404,HREC,4,6,1,1,1,2,2,3,,,4,3,3,2,,2,2,,,,3,2,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
405,HREC,4,6,1,0.5,1,2,2,3,,,2,3,4,2,,2,1,,,,,1,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
406,HREC,4,6,1,0.25,1,1,2,3,,,2,2,4,2,,1,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
407,HREC,4,6,2,0.25,2,1,2,2,,,2,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,HREC,4,6,2,0.5,2,2,2,2,,,2,5,3,2,,2,2,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
409,HREC,4,6,3,0.25,2,1,2,2,,,2,4,2,1,,1,2,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
410,HREC,4,6,4,0.25,2,2,,,,,,6,2,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
411,HREC,4,6,2,1,2,2,2,3,2,,3,4,4,1,,2,2,1,2,,,,,,,,,,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
412,HREC,4,6,4,0.5,2,1,,3,,,3,3,4,1,,1,2,1,,,,,,,,,,,1,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
413,HREC,4,6,5,0.25,1,1,,2,,,3,,3,1,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,
414,HREC,4,6,6,0.25,1,2,,3,,,2,2,4,,,1,3,1,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
415,HREC,4,6,3,0.5,2,2,1,3,2,,2,2,3,,,2,2,,3,,,,,,,,,,1,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
416,HREC,4,6,7,0.25,1,1,1,3,2,,3,2,3,,,,2,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
417,HREC,4,6,8,0.25,1,2,1,3,,,1,2,3,,,,1,,2,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
418,HREC,4,6,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,HREC,4,5,1,2,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
420,HREC,4,5,1,1,1,2,1,3,,1,1,2,4,2,,2,2,,,,,2,,,,,,,1,2,3,,2,,,,,,,,,,,1,,2,,,,,,,,,,
421,HREC,4,5,1,0.5,1,2,,3,,1,,,3,1,,2,1,,,,,2,,,,,,,1,,3,,,,,,,,,,,,,,,2,,,,,,,,,,
422,HREC,4,5,1,0.25,1,1,,2,,,,,4,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
423,HREC,4,5,2,0.25,1,2,,3,,,,,2,1,,,1,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
424,HREC,4,5,2,0.5,2,2,,2,,,,,4,3,,,2,,,,,2,,,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,
425,HREC,4,5,3,0.25,2,1,,3,,,,,4,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
426,HREC,4,5,4,0.25,2,2,,2,,,,,3,,,,2,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
427,HREC,4,5,2,1,2,2,,4,,2,3,3,2,2,,1,2,,,,,1,,,,,,,,1,,,2,,2,,,,,,,,,1,,,,,,,,,,,,
428,HREC,4,5,4,0.5,1,2,,3,,2,,,2,1,,1,2,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,1,,,,,,,,,,,,
429,HREC,4,5,5,0.25,1,1,,3,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,
430,HREC,4,5,6,0.25,1,2,,3,,,,,2,,,,2,,,,,,,,,,,,,1,,,3,,1,,,,,,,,,,,,,,,,,,,,,
431,HREC,4,5,3,0.5,2,1,,3,,2,2,4,1,2,,1,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
432,HREC,4,5,7,0.25,1,2,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
433,HREC,4,5,8,0.25,2,2,,3,,,,2,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
434,HREC,4,4,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,HREC,4,4,1,1,1,2,2,3,1,,4,,4,1,,2,2,,2,2,2,3,,,,,,,2,2,2,1,2,,,,,,,,,,,1,,,,,2,1,,,,,,
436,HREC,4,4,1,0.5,1,1,2,3,,,3,,4,2,,2,1,,,,,3,,,,,,,1,2,2,,2,,,,,,,,,,,,,,,,2,,,,,,,
437,HREC,4,4,1,0.25,1,1,2,4,,,3,,2,1,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
438,HREC,4,4,2,0.25,1,2,1,4,,,2,,3,,,1,,,,,,2,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
439,HREC,4,4,2,0.5,2,2,,3,1,,3,,3,,,1,,,2,2,,2,,,,,,,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,
440,HREC,4,4,3,0.25,1,2,,2,,,2,,3,,,,,,,,2,2,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,1,,,,,,
441,HREC,4,4,4,0.25,2,1,,2,,,2,,3,,,1,,,,1,,2,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,
442,HREC,4,4,2,1,2,2,3,3,1,1,2,3,3,2,,3,2,,2,2,2,2,,,,,,,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
443,HREC,4,4,4,0.5,1,1,3,2,1,1,2,,3,2,,2,1,,2,,,2,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
444,HREC,4,4,5,0.25,1,1,3,2,,,2,,2,1,,,1,,2,,,2,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,
445,HREC,4,4,6,0.25,1,2,3,2,1,1,2,,4,1,,,,,2,,,2,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,
446,HREC,4,4,3,0.5,2,2,3,2,,,2,,3,2,,3,2,,1,2,2,,,,,,,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
447,HREC,4,4,7,0.25,1,2,3,3,,,2,,2,,,1,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,
448,HREC,4,4,8,0.25,2,2,2,2,,,2,,4,2,,2,1,,1,,3,,,,,,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
449,HREC,4,4,2,4,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
450,HREC,4,3,1,2,2,4,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,HREC,4,3,1,1,1,1,,4,1,2,4,2,3,2,,2,2,,,,,3,,,,,,,2,2,1,2,,,,,,,,,,,,,,1,,,,,,,,,,
452,HREC,4,3,1,0.5,2,1,,4,1,,4,,2,2,,2,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,HREC,4,3,1,0.25,1,1,,3,1,,3,,2,2,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,HREC,4,3,2,0.25,1,2,,3,1,,4,,2,2,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,HREC,4,3,2,0.5,2,2,,3,,,4,3,3,,,,,,,,,3,,,,,,,1,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,
456,HREC,4,3,3,0.25,1,1,,3,,,3,,2,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
457,HREC,4,3,4,0.25,1,2,,4,,,3,3,2,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
458,HREC,4,3,2,1,2,1,,4,,2,3,,3,2,,2,2,,,1,,2,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
459,HREC,4,3,4,0.5,1,1,,4,,,3,,3,2,,2,2,,,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
460,HREC,4,3,5,0.25,2,1,,3,,,2,,3,,,2,2,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,HREC,4,3,6,0.25,1,2,,3,,,3,,3,1,,1,1,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
462,HREC,4,3,3,0.5,1,2,,4,,2,3,,2,2,,1,2,,,2,,2,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
463,HREC,4,3,7,0.25,2,1,,4,,,3,,1,,,1,2,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
464,HREC,4,3,8,0.25,2,2,,4,,1,3,,3,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
465,HREC,4,2,1,2,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,HREC,4,2,1,1,1,4,2,3,2,,4,,4,2,,2,1,,,,,3,,,,,,,,2,3,1,,,,,1,,,,,,,,,1,,,,,,,,,,
467,HREC,4,2,1,0.5,1,1,2,3,2,,4,,3,1,,2,1,,,,,3,,,,,,,,2,4,,,,,,1,,,,,,,,,,,,,,,,,,,
468,HREC,4,2,1,0.25,1,2,1,2,1,,2,,,1,,,,,,,,3,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
469,HREC,4,2,2,0.25,2,2,,2,2,,3,,2,,,1,,,,,,3,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
470,HREC,4,2,2,0.5,2,1,,3,1,,3,,4,1,,2,1,,,,,3,,,,,,,,2,2,1,,,,,,,,,,,,,,1,,,,,,,,,,
471,HREC,4,2,3,0.25,1,1,,3,,,3,,4,1,,1,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
472,HREC,4,2,4,0.25,1,2,,2,,,3,,3,,,1,,,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
473,HREC,4,2,2,1,2,4,,4,2,2,4,,3,,,2,3,1,,,2,3,,,,,,,,2,,,,,,,,,,,,,,,,1,,,2,,,,,2,,
474,HREC,4,2,4,0.5,2,1,,3,,2,4,,3,,,1,,,,,3,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,
475,HREC,4,2,5,0.25,1,1,,3,,,3,,3,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,HREC,4,2,6,0.25,1,2,,3,,,4,,2,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
477,HREC,4,2,3,0.5,2,2,,3,2,,3,,3,,,2,2,1,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,1,,,2,,,,,,,
478,HREC,4,2,7,0.25,2,2,,3,1,,3,,2,,,,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,
479,HREC,4,2,8,0.25,2,1,,3,,,3,,3,,,2,2,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
480,HREC,4,2,1,4,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
481,HREC,4,1,1,2,2,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,HREC,4,1,1,1,2,1,,4,2,2,3,,4,2,,2,2,2,,,3,2,,,,,,,,2,1,2,,,,,,,,,,,,1,,1,,,,,,3,,,,
483,HREC,4,1,1,0.5,1,1,,4,2,2,3,,,2,,1,2,1,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,1,,,,,,,,,,
484,HREC,4,1,1,0.25,1,1,,4,2,2,2,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
485,HREC,4,1,2,0.25,2,2,,4,1,,2,,3,2,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
486,HREC,4,1,2,0.5,2,1,,3,,2,3,,4,,,2,2,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
487,HREC,4,1,3,0.25,1,2,,3,,2,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
488,HREC,4,1,4,0.25,2,1,,3,,,3,,4,,,2,2,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,HREC,4,1,2,1,2,2,,4,2,,3,,3,2,,2,2,,,,,1,,,,,,,1,1,3,1,,,,,,,,,,,,,,1,,,,,,,,,,
490,HREC,4,1,4,0.5,1,1,,4,2,,3,,3,1,,,2,,,,,1,,,,,,,1,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,
491,HREC,4,1,5,0.25,2,1,,3,2,,3,,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
492,HREC,4,1,6,0.25,2,2,,3,,,2,,3,1,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
493,HREC,4,1,3,0.5,2,1,,3,1,,2,,3,2,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,,,,,,,,,,
