SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,BriMax,AegTri,BroHor,BroDia,MadGra,VicSat,LatSph,DaucPusil,GerDis,EupSpa,AveBar,GalPar,Torilis,TriCil,Sidalcea,TriMicroceph,ClaPur,Lomatium,MicCal,DicCap,CenMil,BroSter,HypGla,AirCar,CarPac,,,,,,
HREC,2,1,14,6,8,2,3,4,2,2,2,2,2,1,2,1,1,2,,,,2,,,,,,2,,,,,,,,
HREC,2,1,15,7,8,1,3,4,2,1,1,2,2,,,,,,2,,,,,,,,,,3,1,,,,,,
HREC,2,1,16,8,8,1,4,4,2,2,,2,2,,,,1,,,,,,3,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BroHor,BroDia,VicSat,GerDis,CarPac,HypGla,CalPar,BriMax,LatSph,Torilis,ClaPur,CenMil,MadGra,DaucPusil,EroBot,LotMic,AmsMen,DicCap,TriMicroceph,Bare,TriHir,,,,,,,,
HREC,2,2,1,1,1,2,5,3,,2,3,3,2,1,1,1,,,2,,,,,,,,,,,,,,,,,
HREC,2,2,2,2,1,2,5,2,,2,2,,2,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,
HREC,2,2,3,3,1,1,4,3,,,,,2,2,2,2,2,,1,,,,,,,,,,,,,,,,,
HREC,2,2,4,4,1,3,0,4,,,1,,2,2,,,2,,1,,1,1,,,,,,,,,,,,,,
HREC,2,2,5,5,1,2,4,3,,2,,,,2,1,,3,1,2,2,,,,,,,,,,,,,,,,
HREC,2,2,6,6,1,3,4,2,1,2,2,,,1,2,,2,,,,1,,1,,,,,,,,,,,,,
HREC,2,2,7,7,1,3,3,3,,,2,,2,1,2,,3,,2,,3,1,,,,,,,,,,,,,,
HREC,2,2,8,8,1,4,3,2,2,2,3,1,,1,3,,,,2,,2,,,,,,,,,,,,,,,
HREC,2,2,9,1,2,2,5,2,1,,,,2,3,,1,,,2,2,,,,2,,,,,,,,,,,,
HREC,2,2,10,2,2,3,3,3,,,,,4,,,1,2,,,,,,,,1,1,10,,,,,,,,,
HREC,2,2,11,3,2,2,4,3,,2,,,2,1,,1,3,1,,2,,,,,,,,,,,,,,,,
HREC,2,2,12,4,2,3,0,3,2,2,1,,2,1,,,1,,4,,,,,,,,,,,,,,,,,
HREC,2,2,13,5,2,3,2,3,,1,,,1,,,,3,1,,3,2,,,,,,,,,,,,,,,
HREC,2,2,14,6,2,4,2,4,,1,,2,1,,,2,3,,2,2,,,1,,,,,,,,,,,,,
HREC,2,2,15,7,2,4,1,3,,,,,3,2,,2,2,,,2,2,,,,,,,,,,,,,,,
HREC,2,2,16,8,2,3,,4,1,2,2,3,,,,,2,,,,,,,,,,,3,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BroHor,BroDia,BriMax,HypGla,GalPar,MadGra,AmsMen,Torilis,VicSat,CarPac,DaucPusil,Bare,CenMil,TriMicroceph,LatSph,TriHir,Shieldseed,ClaPur,ElyGla,BroSter,,,,,,,,,
HREC,2,2,1,1,3,4,4,2,2,,1,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,
HREC,2,2,2,2,3,2,3,2,2,,,1,2,,3,2,2,2,,2,,,,,,,,,,,,,,,,
HREC,2,2,3,3,3,2,3,5,2,,2,,2,,2,2,2,2,,2,1,1,,,,,,,,,,,,,,
HREC,2,2,4,4,3,2,,4,3,,2,,2,,2,2,1,2,,3,,2,1,1,,,,,,,,,,,,
HREC,2,2,5,5,3,4,,3,2,,3,1,2,,2,2,,2,,2,1,1,,,,,,,,,,,,,,
HREC,2,2,6,6,3,4,,3,1,,2,1,2,,2,2,1,,,3,,1,,,2,,,,,,,,,,,
HREC,2,2,7,7,3,3,,4,2,,0,,0,,2,3,2,,,2,,2,,,,,,,,,,,,,,
HREC,2,2,8,8,3,2,,3,3,3,0,,2,,,3,2,1,,,,,,,1,2,,,,,,,,,,
HREC,2,2,9,1,4,2,3,3,4,2,1,,3,,3,2,,2,,,,1,,,,,,,,,,,,,,
HREC,2,2,10,2,4,3,4,3,1,,,,2,,1,3,2,2,,2,,2,,,,,1,,,,,,,,,
HREC,2,2,11,3,4,3,2,4,2,2,,,1,,2,3,,2,,3,,2,2,,,,,,,,,,,,,
HREC,2,2,12,4,4,3,2,4,2,,2,,2,,3,2,,1,,2,,2,,,,,1,,,,,,,,,
HREC,2,2,13,5,4,3,2,3,,,1,,,1,2,3,,3,,2,,2,,,,,1,,,,,,,,,
HREC,2,2,14,6,4,3,3,2,2,2,2,,1,,2,3,,0,,2,,1,,,,,,,,,,,,,,
HREC,2,2,15,7,4,3,,2,2,3,,,,,2,3,2,3,,,,2,,,,,,,,,,,,,,
HREC,2,2,16,8,4,2,,3,2,4,3,1,2,,2,2,2,2,,,,,,,1,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BroHor,BroDia,BriMax,MadGra,CenMil,TriHir,TriMicroceph,TriMicrodon,TriCil,DaucPusil,VicSat,LatSph,CarPac,HypGla,Bare,Torilis,GalPar,LotMic,TriBif,AnaArv,AmsMen,ClaPur,CerGlo,CynEch,,,,,
HREC,2,2,1,1,5,2,3,2,1,4,2,,2,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,
HREC,2,2,2,2,5,2,1,3,,1,2,2,,1,,,3,2,1,3,2,30,1,,,,,,,,,,,,,
HREC,2,2,3,3,5,3,,2,,,,2,,2,,,2,2,1,,3,30,,1,,,,,,,,,,,,
HREC,2,2,4,4,5,4,1,3,,1,,,3,,,,,2,2,,3,,2,2,,,,,,,,,,,,
HREC,2,2,5,5,5,3,1,3,,,,2,,1,,,,1,2,,3,30,2,1,1,1,1,,,,,,,,,
HREC,2,2,6,6,5,3,3,3,,,2,3,,1,,,2,2,2,,2,,,1,,,,1,,,,,,,,
HREC,2,2,7,7,5,4,,2,,3,2,2,,,,,1,2,1,,2,25,,1,,,,,,,,,,,,
HREC,2,2,8,8,5,4,1,2,,4,2,2,,1,,,2,3,1,2,3,,,,,,,,2,,,,,,,
HREC,2,2,9,1,6,3,4,2,,3,,,3,,,,,2,1,,2,,2,2,,,,,,,,,,,,
HREC,2,2,10,2,6,4,2,2,,1,,2,,,,,,1,2,3,3,,2,,,,,,,1,,,,,,
HREC,2,2,11,3,6,4,2,3,,,,2,1,,,,,,2,,4,,3,1,,,,,,,,,,,,
HREC,2,2,12,4,6,2,3,3,,,,2,,,,1,2,2,1,,3,15,2,1,,,,,,,,,,,,
HREC,2,2,13,5,6,2,4,3,,2,,,,,,,,2,2,,4,,2,,,,1,,,,,,,,,
HREC,2,2,14,6,6,2,3,3,,,2,,,,,,2,1,2,,3,,,1,,,,,,,,,,,,
HREC,2,2,15,7,6,2,3,3,,1,,,,1,,,3,2,1,,1,30,2,,1,,,,1,,,,,,,
HREC,2,2,16,8,6,2,2,3,,2,,,,,,,2,2,1,,3,40,,,1,,,,2,,1,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BroHor,BroDia,BriMax,Torilis,DaucPusil,VicSat,LatSph,TriHir,GalPar,CarPac,AmsMen,TriCil,HypGla,CenMil,MadGra,Bare,TriMicroceph,AnaArv,LotMic,RanCal,DicCap,ClaPur,Linanthus,TriMicrodon,ElyGla,,,,
HREC,2,2,1,1,7,2,2,3,,3,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,
HREC,2,2,2,2,7,3,2,1,,2,2,,2,1,2,,5,1,,,,,,,,,,,,,,,,,,
HREC,2,2,3,3,7,4,3,2,,2,3,2,2,2,,,,,1,3,3,2,,,,,,,,,,,,,,
HREC,2,2,4,4,7,2,4,2,,2,2,,,2,,2,,,,2,2,,20,1,1,,,,,,,,,,,
HREC,2,2,5,5,7,3,4,2,1,1,0,,2,2,,,,,,2,3,2,10,1,,1,,,,,,,,,,
HREC,2,2,6,6,7,3,4,3,,1,1,1,2,1,,,,,,2,2,2,10,,,,,,,,,,,,,
HREC,2,2,7,7,7,0,4,3,,2,0,2,2,2,,1,,1,,2,1,,,,,,2,,,,,,,,,
HREC,2,2,8,8,7,1,4,4,,3,1,2,2,2,,1,,1,,2,,2,,,,,,1,2,,,,,,,
HREC,2,2,9,1,8,2,2,3,,2,0,3,,2,,,,,,3,,,25,,2,1,,,,2,2,,,,,
HREC,2,2,10,2,8,5,4,1,,2,3,,,2,,1,,,,0,2,,,,,,,,,,,,,,,
HREC,2,2,11,3,8,2,5,2,,3,1,2,,1,,,,,,3,1,,,,,,,,,,,2,,,,
HREC,2,2,12,4,8,3,4,2,,4,3,,,2,,2,,,,3,2,1,,,2,,,,1,,,,,,,
HREC,2,2,13,5,8,2,4,2,,3,2,2,,2,,1,,,,2,,,,,2,,,,,,,,,,,
HREC,2,2,14,6,8,1,5,2,,2,2,1,,1,,2,,,,1,,,,,,,,,,,,,,,,
HREC,2,2,15,7,8,2,5,3,,4,,2,3,,,1,,,,1,2,2,,,,1,,,,,,,,,,
HREC,2,2,16,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,BroSter,AirCar,NasPul,DaucPusil,CasAtt,AnaArv,GalPar,NavPub,ClaPur,DicCap,BriMin,Sidalcea,LatSph,MicCal,LinPar,LotWra,LotMic,TriMicroceph,SisBel,Torilis,NotAgo,,,,,,
HREC,3,1,1,1,1,2,2,1,,1,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,
HREC,3,1,2,2,1,2,3,1,,,2,,1,,1,,,1,1,1,1,1,1,,,,,,,,,,,,,
HREC,3,1,3,3,1,2,1,2,2,1,1,4,1,,2,,,2,,,,,,1,,,,,,,,,,,,
HREC,3,1,4,4,1,2,3,2,3,,1,3,2,1,1,1,,,,1,,,1,,2,1,,,,,,,,,,
HREC,3,1,5,5,1,2,3,2,4,,,,2,,1,1,,1,,,,,,,4,,1,,,,,,,,,
HREC,3,1,6,6,1,2,6,1,2,,,,,,1,,,1,,,,,,,3,,,,,,,,,,,
HREC,3,1,7,7,1,2,4,2,3,,,2,1,,1,1,,1,,,,,,,3,,1,,,,,,,,,
HREC,3,1,8,8,1,2,3,2,2,,,3,1,,2,1,,1,1,,,,,,2,,1,2,,,,,,,,
HREC,3,1,9,1,2,2,1,2,,,,,3,,1,,,1,,,,1,,,2,1,,,1,,,,,,,
HREC,3,1,10,2,2,2,3,2,2,,,2,2,,1,1,,,,,2,,,,,,,,,1,,,,,,
HREC,3,1,11,3,2,2,,2,2,,2,3,1,,1,,,1,,,,,1,,2,,,,,,,,,,,
HREC,3,1,12,4,2,2,,2,3,,,,1,,1,1,,1,,1,,,,1,3,,1,,,,,,,,,
HREC,3,1,13,5,2,2,2,2,4,,,3,3,,2,1,,1,,,,,,,1,,1,,,1,,,,,,
HREC,3,1,14,6,2,2,3,2,3,,,4,2,,2,1,,2,,,,,,,3,,,,,,,,,,,
HREC,3,1,15,7,2,2,2,1,2,,,,2,,1,,,1,,2,,,,,3,,,,,,,,,,,
HREC,3,1,16,8,2,1,2,2,2,,1,4,2,,1,,,1,,,,,,1,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,BroSter,AirCar,NasPul,DaucPusil,AnaArv,ClaPur,GalPar,LotWra,Bare,Cardamine,LotMIc,BriMin,DicCap,TriMicroceph,Sidalcea,LinPar,CasAtt,NavPub,NotAgo,MadGra,TaeCap,MicCal,SisBel,BroMad,,,
HREC,3,1,1,1,3,2,2,1,2,,,3,2,,,1,2,4,1,1,,,,,,,,,,,,,,,,
HREC,3,1,2,2,3,2,3,1,3,,,,2,1,1,1,,,,,1,1,,,,,,,,,,,,,,
HREC,3,1,3,3,3,2,2,3,3,,,2,2,1,1,1,,,,,,1,2,1,,,,,,,,,,,,
HREC,3,1,4,4,3,2,2,2,3,,,3,2,2,2,1,,,,,2,,1,,1,,,,,,,,,,,
HREC,3,1,5,5,3,2,0,2,3,,,3,3,2,1,2,2,,,,,1,,,,,,,,,,,,,,
HREC,3,1,6,6,3,3,2,2,2,,1,,1,1,2,2,,,,,1,1,,,1,1,2,1,,,,,,,,
HREC,3,1,7,7,3,2,2,2,1,,1,,2,1,1,1,,,,,1,,1,,,1,,1,,,,,,,,
HREC,3,1,8,8,3,2,2,2,1,,1,,3,1,1,,,,,1,1,,,,1,,,,3,1,,,,,,
HREC,3,1,9,1,4,2,4,2,2,,1,,2,1,2,1,,12,,,,,,2,,,1,,,,1,,,,,
HREC,3,1,10,2,4,3,2,2,2,,,,3,1,2,1,,,,,,,,2,,,,,,,2,,,,,
HREC,3,1,11,3,4,2,3,2,3,,,4,2,2,2,1,,,,,,,,2,,,1,,,,,,,,,
HREC,3,1,12,4,4,3,2,2,4,,,2,3,1,2,1,,,,,,,,2,,,2,,,,,,,,,
HREC,3,1,13,5,4,3,0,2,2,,1,4,2,1,2,1,,,,,,1,1,,,,2,,,,,,,,,
HREC,3,1,14,6,4,3,2,2,3,,,3,2,1,2,1,,,,,,2,1,,,,1,,,,,,,,,
HREC,3,1,15,7,4,3,2,1,3,,1,,2,3,2,1,,,,,2,,1,,,1,2,,,,1,2,,,,
HREC,3,1,16,8,4,2,2,2,3,,,,2,2,1,1,,,,,2,,,,,,,,2,,1,,1,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,AirCar,NasPul,DaucPusil,AnaArv,ClaPur,GalPar,MadGra,MicCal,BriMin,NavPub,DicCap,TriMicroceph,Sidalcea,Bare,SisBel,LongAwnBrome,LatSph,NotAgo,CenMil,Torilis,TriHir,TriCil,,,,,
HREC,3,1,1,1,5,2,3,2,2,,4,2,1,1,,4,2,1,1,,,,,,,,,,,,,,,,,
HREC,3,1,2,2,5,2,2,3,2,,2,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,
HREC,3,1,3,3,5,2,,2,2,,2,3,1,2,2,1,1,,,,,,,,,,,,,,,,,,,
HREC,3,1,4,4,5,3,1,2,2,,3,4,2,2,1,,,,,1,2,,,,,,,,,,,,,,,
HREC,3,1,5,5,5,4,,2,3,,0,4,2,2,1,,,,1,,1,1,,,,,,,,,,,,,,
HREC,3,1,6,6,5,4,3,2,3,1,3,2,1,2,1,,,,2,,,,15,,,,,,,,,,,,,
HREC,3,1,7,7,5,2,3,2,2,,0,4,1,2,2,1,1,,,,1,,,2,1,1,,,,,,,,,,
HREC,3,1,8,8,5,2,2,2,2,1,3,2,1,1,1,2,,1,,,,,,,,,,,,,,,,,,
HREC,3,1,9,1,6,2,1,3,2,,4,2,1,1,1,2,1,,,1,,,40,,,,1,1,,,,,,,,
HREC,3,1,10,2,6,2,3,3,2,,2,3,1,3,1,,,,2,,,,,,,,1,,1,,,,,,,
HREC,3,1,11,3,6,4,1,2,2,,0,4,2,3,,,,,,,,,5,,,,,,,2,,,,,,
HREC,3,1,12,4,6,3,2,2,2,1,0,4,2,2,1,2,,,,,1,,8,,,,,,,,,,,,,
HREC,3,1,13,5,6,3,1,3,4,,3,3,1,1,,,,,2,,,2,,,,,,,,,,,,,,
HREC,3,1,14,6,6,2,1,2,3,2,0,3,1,2,1,2,,,,,1,,40,,,,,,,,2,,,,,
HREC,3,1,15,7,6,2,1,3,3,1,4,2,1,1,2,2,,,,,1,1,,2,,,,,,,,,,,,
HREC,3,1,16,8,6,2,2,3,2,,3,1,,1,,1,,,,,,1,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,AirCar,NasPul,DaucPusil,AnaArv,ClaPur,GalPar,Sidalcea,MadGra,LatSph,Torilis,NavPub,Bare,TriMicroceph,NotAgo,SisBel,DicCap,TriHir,,,,,,,,,,
HREC,3,1,1,1,7,2,3,2,2,,2,2,1,2,1,2,4,1,1,1,,,,,,,,,,,,,,,,
HREC,3,1,2,2,7,3,2,2,2,,,4,1,2,1,,2,,,,,,,,,,,,,,,,,,,
HREC,3,1,3,3,7,2,3,3,2,2,,3,1,3,,1,2,1,,2,6,,,,,,,,,,,,,,,
HREC,3,1,4,4,7,2,4,2,2,,,4,2,2,1,,,,,1,,,,,,,,,,,,,,,,
HREC,3,1,5,5,7,3,3,2,2,,,4,1,2,1,,,,,2,,2,,,,,,,,,,,,,,
HREC,3,1,6,6,7,3,2,2,2,,3,4,2,1,1,2,,,,2,4,2,,,,,,,,,,,,,,
HREC,3,1,7,7,7,3,0,2,3,,3,3,2,2,2,,,,,,5,,,,,,,,,,,,,,,
HREC,3,1,8,8,7,3,1,2,4,1,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,
HREC,3,1,9,1,8,2,2,2,2,,,2,1,2,1,1,4,2,,,,,,,,,,,,,,,,,,
HREC,3,1,10,2,8,2,2,2,2,,,3,2,2,1,,2,2,,,,1,,,,,,,,,,,,,,
HREC,3,1,11,3,8,2,3,2,2,,,3,2,2,2,,,2,,1,,1,1,2,,,,,,,,,,,,
HREC,3,1,12,4,8,3,2,3,2,,,4,1,2,,2,,2,,,,1,,,1,1,,,,,,,,,,
HREC,3,1,13,5,8,3,4,2,3,1,,4,1,2,1,,,2,,,,2,,,,,,,,,,,,,,
HREC,3,1,14,6,8,3,0,2,2,,,3,1,2,1,,,1,,,10,1,,,,,,,,,,,,,,
HREC,3,1,15,7,8,3,1,3,2,,,2,1,1,2,,,1,,,25,1,,,,,,,,,,,,,,
HREC,3,1,16,8,8,2,3,3,3,,,3,2,3,1,1,,1,,,,1,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,DaucPusil,ClaPur,MadGra,AirCar,BroDia,NotAgo,TriMicroceph,GalPar,AveBar,Sidalcea,BroHor,NasPul,MicCal,DicCap,PlaLan,FilGal,BriMin,Bare,AnaArv,TriHir,LinPar,CenMil,SisBel,Torilis,LinPar,TriCil,LotPur,NavPub,,,
HREC,3,2,1,1,1,4,3,2,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
HREC,3,2,2,2,1,4,2,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,
HREC,3,2,3,3,1,3,3,2,,2,,,,,2,2,2,,,,,,,,,,,,,,,,,,,
HREC,3,2,4,4,1,2,2,,,2,,,1,1,2,,,2,1,1,1,,,,,,,,,,,,,,,
HREC,3,2,5,5,1,3,2,2,,,,1,2,,2,1,4,,1,,,1,,,,,,,,,,,,,,
HREC,3,2,6,6,1,2,2,2,1,,,2,,,,2,4,,,,1,,15,1,1,,,,,,,,,,,
HREC,3,2,7,7,1,2,1,2,,,,,,,,,4,,,,1,,,,1,2,1,1,2,2,,,,,,
HREC,3,2,8,8,1,2,2,3,,,,1,,1,,,3,2,,,,,,,,,2,,,1,2,,,,,
HREC,3,2,9,1,2,3,3,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,
HREC,3,2,10,2,2,2,2,0,,,,1,,1,,,,,,2,,,10,,,,2,,,,,,,,,
HREC,3,2,11,3,2,3,2,3,,,,,,,,,,1,1,,,,,,,,,,,,,2,,,,
HREC,3,2,12,4,2,2,2,3,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,
HREC,3,2,13,5,2,1,,3,,2,,1,1,,3,,5,2,,,,,,,,,2,,,,,,,,,
HREC,3,2,14,6,2,3,2,2,,,,2,,,1,,2,1,,,1,,7,,,,2,,,,,,,,,
HREC,3,2,15,7,2,3,1,2,,,,,1,,,,2,,,,1,,,,,,2,3,,,,,,,,
HREC,3,2,16,8,2,2,,,,,,,,,,,3,,,,1,,,2,,,1,2,,1,,,1,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,NasPul,DaucPusil,ClaPur,MadGra,CenMil,GalPar,TriMicroceph,BroMad,MicCal,NotAGo,LotWra,DicCap,FilGal,Bare,SisBel,TriCil,AnaArv,AirCar,PlaLan,CasAtt,LotMic,LinPar,,,,,
HREC,3,2,1,1,3,3,2,3,,,3,4,,2,1,1,,,,,,,,,,,,,,,,,,,,
HREC,3,2,2,2,3,1,,,,,3,3,2,,,1,2,1,,,,,,,,,,,,,,,,,,
HREC,3,2,3,3,3,2,,,,2,4,2,2,1,2,,,2,2,2,,,,,,,,,,,,,,,,
HREC,3,2,4,4,3,1,,,,2,4,,3,3,,,,,,1,1,,,,,,,,,,,,,,,
HREC,3,2,5,5,3,,,,1,3,4,2,3,2,,,,,,,1,,,,,,,,,,,,,,,
HREC,3,2,6,6,3,,,,,4,2,,3,2,,1,,,,,,1,25,,,,,,,,,,,,,
HREC,3,2,7,7,3,,,,,2,3,,2,2,,,,,,,1,,,2,1,,,,,,,,,,,
HREC,3,2,8,8,3,,,,,3,3,2,2,3,,,,,,,,,,,,2,,,,,,,,,,
HREC,3,2,9,1,4,1,,,3,,3,3,2,2,1,,,,,,,,,,,,1,,,,,,,,,
HREC,3,2,10,2,4,2,,,3,,3,3,,1,,,,1,,,,,,,,1,,,,,,,,,,
HREC,3,2,11,3,4,1,,,,,3,3,,,,,,3,,,,,,,,,,1,,,,,,,,
HREC,3,2,12,4,4,1,,,2,,4,2,,,,,,3,,,,,,,,,,,,,,,,,,
HREC,3,2,13,5,4,1,,,,,3,2,,,,2,,2,,,,,,,,,,,1,,,,,,,
HREC,3,2,14,6,4,,,,,3,2,2,2,2,,,,1,,,,,,3,,,,,1,,,,,,,
HREC,3,2,15,7,4,1,,,,3,2,,1,1,,,,,1,,,2,,,,,,,,1,,,,,,
HREC,3,2,16,8,4,,,,,3,2,,1,2,,2,1,2,,,,,,1,,1,,,,,1,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,NasPul,DaucPusil,ClaPur,MadGra,MicCal,CenMil,GalPar,TriMicroceph,Sidalcea,LotMic,FilGal,SisBel,BroMad,LinPar,NotAgo,NavPub,Bare,Rock,TriHir,AnaArv,,,,,,,
HREC,3,2,1,1,5,2,,,1,,3,2,1,,,,,2,1,,,,,,,,,,,,,,,,,
HREC,3,2,2,2,5,2,,,1,,3,2,2,,,1,,2,,,,,,,,,,,,,,,,,,
HREC,3,2,3,3,5,1,,,2,,4,3,2,,1,,,,,,,,,,,,,,,,,,,,,
HREC,3,2,4,4,5,,,,,,4,2,2,2,2,,,,,1,,,,,,,,,,,,,,,,
HREC,3,2,5,5,5,1,,,,,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,
HREC,3,2,6,6,5,,,,,2,2,,2,,2,1,,2,,,2,,,,,,,,,,,,,,,
HREC,3,2,7,7,5,,,,,,2,2,1,3,2,,,2,,2,2,1,1,2,,,,,,,,,,,,
HREC,3,2,8,8,5,2,,,,,,,2,,,1,1,2,,1,3,,1,,2,5,5,1,,,,,,,,
HREC,3,2,9,1,6,,,,,3,4,2,2,,2,1,,,,,,,,,,,,,,,,,,,,
HREC,3,2,10,2,6,1,,,,,4,2,,,1,,1,1,,,,,,,,,,,2,,,,,,,
HREC,3,2,11,3,6,,,,,,4,2,2,,1,,,,,,,,,1,,,,,,,,,,,,
HREC,3,2,12,4,6,2,,,1,,4,1,2,,,,,,,,,1,,1,,,,,,,,,,,,
HREC,3,2,13,5,6,1,,,1,,3,2,2,1,1,,,,,,1,,,,,,,,,,,,,,,
HREC,3,2,14,6,6,2,,,,,2,2,1,1,1,,,2,,,2,,,,,,,3,,,,,,,,
HREC,3,2,15,7,6,3,,,2,,2,3,2,2,2,1,,,,,,2,,,,,,,,,,,,,,
HREC,3,2,16,8,6,2,,,1,,2,2,2,2,3,,,2,,,,1,,,2,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMax,BroHor,BroDia,NasPul,DaucPusil,ClaPur,MadGra,CenMil,MicCal,Sidalcea,TriMicroceph,NotAgo,TriHir,BroMad,FilGal,SisBel,NavPub,LotMic,LupBic,GalPar,,,,,,,,,,
HREC,3,2,1,1,7,,,,,,4,3,,,,1,1,,,,,,,,,,,,,,,,,,,
HREC,3,2,2,2,7,,,,,,4,3,2,1,,,,1,,,,,,,,,,,,,,,,,,
HREC,3,2,3,3,7,,,,,,4,2,2,,1,,,1,,,,,,,,,,,,,,,,,,
HREC,3,2,4,4,7,,,,,,3,2,2,,,,2,2,,,,,,,,,,,,,,,,,,
HREC,3,2,5,5,7,1,,,2,,2,2,1,,,,,2,3,2,1,2,,,,,,,,,,,,,,
HREC,3,2,6,6,7,,,,1,,2,2,1,1,,,1,1,,1,1,3,,,,,,,,,,,,,,
HREC,3,2,7,7,7,1,,,,,2,2,1,2,,1,,,,1,,2,1,,,,,,,,,,,,,
HREC,3,2,8,8,7,1,,,1,,4,2,2,2,,,,,,1,,,2,2,,,,,,,,,,,,
HREC,3,2,9,1,8,1,,,,,4,3,1,,,,,2,,,,,,,,,,,,,,,,,,
HREC,3,2,10,2,8,2,,,,,4,2,3,2,,2,,,,,,,,,1,,,,,,,,,,,
HREC,3,2,11,3,8,1,,,2,,4,2,3,2,2,,,1,,,,,,,,1,,,,,,,,,,
HREC,3,2,12,4,8,1,,,,,4,2,2,2,1,,,2,,1,,1,,,,,,,,,,,,,,
HREC,3,2,13,5,8,2,,,,,4,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,
HREC,3,2,14,6,8,,,,2,,2,1,2,2,,1,,2,,1,,,1,,,,,,,,,,,,,
HREC,3,2,15,7,8,1,,,1,,2,1,3,2,,1,,,,,,2,2,,,1,,,,,,,,,,
HREC,3,2,16,8,8,2,,,,,4,1,0,,,,,1,,1,,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,MicCal,DaucPusil,ClaPur,AveBar,AirCar,DicCap,CenMil,MadGra,BroHor,LotPur,Bare,SisBel,TriMicroceph,NasPul,Lomatium,Sidalcea,Torilis,NavPub,LotMic,LinPar,BriMax,GalPar,TriAlbo,LotWra,AegTri,,,,,,
HREC,4,1,1,1,1,3,2,3,1,1,1,1,2,1,2,50,,,,,,,,,,,,,,,,,,,,
HREC,4,1,2,2,1,3,2,2,1,1,,,3,1,2,50,1,1,,,,,,,,,,,,,,,,,,
HREC,4,1,3,3,1,3,2,2,1,,,,2,1,2,,,,4,1,1,2,2,1,,,,,,,,,,,,
HREC,4,1,4,4,1,3,1,2,1,1,,,2,,3,10,2,1,4,,1,1,,,,,,,,,,,,,,
HREC,4,1,5,5,1,4,1,2,1,2,,,2,,3,20,,,3,,,1,,,1,1,1,,,,,,,,,
HREC,4,1,6,6,1,3,,2,1,,,1,2,,3,60,,,3,,,,,,,,,2,,,,,,,,
HREC,4,1,7,7,1,3,,3,3,,,,2,,3,40,,,2,,1,,1,,,,,,2,,,,,,,
HREC,4,1,8,8,1,3,1,3,4,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,
HREC,4,1,9,1,2,3,3,2,1,,,,4,1,2,35,,1,,,,,,,,,,,,,,,,,,
HREC,4,1,10,2,2,3,3,3,2,,,,2,2,2,30,,,,,,,,,,,,,,,,,,,,
HREC,4,1,11,3,2,2,2,3,1,,,,3,2,3,60,,,3,,,,,,,,,,,,,,,,,
HREC,4,1,12,4,2,4,1,3,2,,,,2,3,3,25,2,1,,,,,,,,,,,,,,,,,,
HREC,4,1,13,5,2,4,1,2,2,,,,2,2,3,20,1,,,,,,,,,,,,,,,,,,,
HREC,4,1,14,6,2,3,1,2,2,,1,,2,2,4,12,1,,4,,2,,,,,,,,1,,,,,,,
