SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,BroDia,BroHor,BroSter,TaeCap,CarPac,Torilis,GalPar,ElyGla,Lagophylla,VicSat,BroMad,VulMyu,CroSet,CynEch,WhiteGlume,AveBar,ClaPur,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,TaeCap,BroHor,BroMad,BroDia,Galpar,Torilis,AgoHet,Lagophylla,VulMyu,VicSat,CynEch,ClaPur,WhiteRib,AirCar,BriMin,LacSer,EupSpa,PetDub,Linanthus,NavPub,TriHir,Bare,LolMul,SheArv,TriHya,DaucPusil,CarPac,MadGra,
SFREC,2,2,1,1,3,4,,2,,,,4,,2,,3,,,1,3,,,,1,,,,,,,,,,
SFREC,2,2,2,2,3,6,,,,,,2,2,,2,2,,,,2,,,,,,,,,,,,,,
SFREC,2,2,3,3,3,5,1,3,,,,3,1,,,2,,,,2,,,,,2,1,20,,,,,,,
SFREC,2,2,4,4,3,,,2,,1,,5,,,1,1,2,1,2,,,1,1,1,3,1,,,,,,,,
SFREC,2,2,5,5,3,,2,2,1,,,6,2,2,,,,2,2,1,,2,1,,2,1,10,,,,,,,
SFREC,2,2,6,6,3,3,3,3,3,1,,5,2,,,,1,,1,3,,2,,,2,,,2,1,,,,,
SFREC,2,2,7,7,3,4,1,3,,1,,3,,3,,2,,,,3,,,,,3,1,,2,,1,,,,
SFREC,2,2,8,8,3,6,2,3,,,,2,,,,2,,,,3,,,,,,,,,,,,,,
SFREC,2,2,9,1,4,4,1,4,,,1,4,2,,,3,1,,1,2,,,,,,,,,1,,1,,,
SFREC,2,2,10,2,4,5,,3,,,,3,1,,2,,,,2,2,,,,,1,1,,,,,1,,,
SFREC,2,2,11,3,4,5,,2,3,,1,3,,1,,3,,1,,,,2,1,,2,,,,,,,,,
SFREC,2,2,12,4,4,4,1,2,,,,4,2,3,,,2,,2,2,,1,,,,,,1,,,,2,,
SFREC,2,2,13,5,4,2,,2,,1,1,6,,,,2,2,,3,,,1,,,2,3,,,,1,,,,
SFREC,2,2,14,6,4,3,3,3,,,1,,2,2,,2,2,,,,,2,,,,,,2,,,,2,2,
SFREC,2,2,15,7,4,4,1,2,,,3,2,1,2,,2,2,,,1,,1,,,2,,,,1,,,,,
SFREC,2,2,16,8,4,5,,2,,,1,,,,,2,1,,,2,,2,,,,,,3,,,,2,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,TaeCap,BroHor,BroMad,BroDia,GalPar,Torilis,AgoHet,Lagophylla,VulMyu,VicSat,CynEch,ClaPur,WhiteRib,AirCar,BriMin,LacSer,EupSpa,PetDub,TriHir,CarPac,MadGra,NavPub,CenMil,TriHya,SheArv,LolMul,DaucPusil,Linanthus,Bare
SFREC,2,2,1,1,5,4,1,3,,1,1,3,3,,,3,,1,2,3,,2,,,,1,2,,,1,,,,
SFREC,2,2,2,2,5,5,1,2,2,1,,3,,,,3,,,1,2,,2,,,,,,,,,,,2,
SFREC,2,2,3,3,5,4,,2,4,1,3,2,2,2,2,1,,,,,,,,,1,,,,,,,,,
SFREC,2,2,4,4,5,5,1,2,2,,,3,2,2,,,,1,,,,2,,,2,,2,,,,,,,
SFREC,2,2,5,5,5,4,2,2,1,1,1,3,,,,1,1,3,,,,1,,,2,2,,,,,3,,,
SFREC,2,2,6,6,5,3,2,3,,1,2,4,3,,,2,2,,,1,,3,,,2,4,,,,,2,,,
SFREC,2,2,7,7,5,4,,2,2,,3,3,,1,,3,2,1,,,,2,,1,2,2,,,,,,,,
SFREC,2,2,8,8,5,3,,3,,,3,,,,,2,,,,1,1,2,,,3,,,,,,4,,,
SFREC,2,2,9,1,6,4,,1,3,,,4,1,,,4,1,2,,2,,2,,,,,,,,,1,,1,
SFREC,2,2,10,2,6,4,1,,1,,,4,3,,,2,1,,,2,,2,,2,,,2,,,1,3,,1,
SFREC,2,2,11,3,6,4,,2,3,,,2,2,,2,3,,,,2,,2,,,,,,,,,2,,,5
SFREC,2,2,12,4,6,5,,2,2,,,3,1,,,,,,,2,,1,,1,,,2,,1,,,,,
SFREC,2,2,13,5,6,4,2,1,,,1,5,,2,,2,,,,2,,1,,2,,,,,2,,,1,,
SFREC,2,2,14,6,6,5,2,1,,1,1,3,2,,,2,,1,,1,,,,2,1,2,,,1,,3,,,
SFREC,2,2,15,7,6,4,,2,1,,,5,3,,,,,,3,1,,2,1,2,2,,,,,,3,,,
SFREC,2,2,16,8,6,4,1,2,2,1,,2,,,,2,1,,,2,,2,,,4,,,,,,4,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,TaeCap,BroHor,BroMad,BroDia,GalPar,Torilis,AgoHet,Lagophylla,VulMyu,VicSat,CynEch,ClaPur,WhiteRib,AirCar,BriMin,LacSer,PetDub,EupSpa,NavPub,Linanthus,TriHir,LolMul,SheArv,DaucPusil,CarPac,MadGra,TriHya,,
SFREC,2,2,1,1,7,4,2,4,,,,4,2,1,,4,,,1,1,,,,1,,1,,,,,,,,
SFREC,2,2,2,2,7,6,2,2,2,,,,,,,,,,,1,,,2,,,,2,,,,,,,
SFREC,2,2,3,3,7,5,2,2,2,1,1,3,,,,3,,,,,,,1,2,,2,2,,,,1,1,,
SFREC,2,2,4,4,7,4,,1,,,1,6,,2,1,2,1,,1,2,,,,,,2,,,,,,,,
SFREC,2,2,5,5,7,4,,3,,,,6,2,,,2,,,2,3,,,,,,,,,,,,,,
SFREC,2,2,6,6,7,4,2,3,,1,,6,3,2,,,1,,,4,,,,1,,,2,,,,,,,
SFREC,2,2,7,7,7,3,,3,,1,1,3,2,3,,,,,,,,,,,,,4,,,3,3,,,
SFREC,2,2,8,8,7,2,3,2,2,,2,3,3,,,1,2,1,,,,,,,,,4,,,4,,,,
SFREC,2,2,9,1,8,4,1,5,,,,2,2,,,3,,,2,1,1,,,,,,,,,,,,,
SFREC,2,2,10,2,8,4,3,2,2,,,3,2,,,,1,,2,1,,,2,1,1,,2,,,,,,,
SFREC,2,2,11,3,8,5,2,2,,,1,3,3,,,3,1,,1,,,,2,2,,,,,,,,1,,
SFREC,2,2,12,4,8,4,3,3,,,2,2,3,4,,2,1,,,2,,,,1,,,1,,,,,,,
SFREC,2,2,13,5,8,3,3,4,,,1,4,3,,,1,2,,1,4,,,,,,2,,,,,,,,
SFREC,2,2,14,6,8,5,2,2,,,,3,,,,,2,,,3,,,,,,,2,,,,1,,,
SFREC,2,2,15,7,8,1,1,,3,,,,,1,,2,,,,,,,1,,,,6,,,3,2,,,
SFREC,2,2,16,8,8,0,,,2,1,,,,2,2,2,1,,,,,,2,,,,6,,,3,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BriMin,AirCar,BroHor,TaeCap,AgoHet,LotPr,VulMyu,Lagophylla,CynEch,PetDub,TriHya,BroMad,BroDia,GalPar,VicSat,TriHir,,,,,,,,,,,,
SFREC,3,1,1,1,1,,3,2,2,3,4,2,2,2,1,1,,,,,,,,,,,,,,,,,,
SFREC,3,1,2,2,1,,3,2,2,3,4,2,,2,,,1,1,1,1,,,,,,,,,,,,,,
SFREC,3,1,3,3,1,,3,2,1,2,4,2,,2,,,2,2,1,1,1,,,,,,,,,,,,,
SFREC,3,1,4,4,1,,3,2,2,1,4,0,3,2,,,,3,,1,2,,,,,,,,,,,,,
SFREC,3,1,5,5,1,,2,3,2,,4,3,1,2,,,,2,1,,2,,,,,,,,,,,,,
SFREC,3,1,6,6,1,,2,3,2,,5,2,,3,,,2,2,2,,2,,,,,,,,,,,,,
SFREC,3,1,7,7,1,,2,3,1,2,5,3,,3,,,,2,3,,2,1,,,,,,,,,,,,
SFREC,3,1,8,8,1,,2,3,2,3,4,3,,2,1,,,3,,,,,,,,,,,,,,,,
SFREC,3,1,9,1,2,,3,2,2,4,4,1,3,,2,,,,,,1,,,,,,,,,,,,,
SFREC,3,1,10,2,2,,3,1,2,4,4,2,2,,,1,2,,,1,2,,,,,,,,,,,,,
SFREC,3,1,11,3,2,,3,3,2,1,4,2,2,1,,1,,3,,1,2,,,,,,,,,,,,,
SFREC,3,1,12,4,2,,3,3,2,1,3,3,3,2,,1,,2,2,1,2,,,,,,,,,,,,,
SFREC,3,1,13,5,2,,2,3,2,1,4,3,2,3,1,1,,3,3,1,2,,,,,,,,,,,,,
SFREC,3,1,14,6,2,1,1,3,2,,4,2,,3,1,,,2,3,,2,,,,,,,,,,,,,
SFREC,3,1,15,7,2,,2,3,2,2,4,2,,2,1,,,2,3,1,2,1,,,,,,,,,,,,
SFREC,3,1,16,8,2,1,2,2,2,2,3,3,,3,2,1,,3,3,,2,1,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroMad,BroDia,VulMyu,TaeCap,AgoHet,LotPur,Lagophylla,CynEch,PetDub,VicSat,GalPar,TriHya,Torilis,GreenBrush,,,,,,,,,,,
SFREC,3,1,1,1,3,,2,4,3,2,2,1,,4,2,,,2,,1,,,,,,,,,,,,,,
SFREC,3,1,2,2,3,,1,4,2,3,3,1,3,3,2,,,,,1,,,,,,,,,,,,,,
SFREC,3,1,3,3,3,,3,2,2,3,3,1,,4,2,3,1,1,,,,,,,,,,,,,,,,
SFREC,3,1,4,4,3,,3,2,2,3,3,2,,5,2,3,2,1,2,,,,,,,,,,,,,,,
SFREC,3,1,5,5,3,2,2,2,0,2,2,,,5,4,3,,1,,1,,,,,,,,,,,,,,
SFREC,3,1,6,6,3,2,3,2,1,3,2,,,4,3,3,,1,,,1,1,,,,,,,,,,,,
SFREC,3,1,7,7,3,1,2,1,1,3,2,,,4,3,3,1,,3,1,,,,,,,,,,,,,,
SFREC,3,1,8,8,3,2,3,2,1,3,3,,2,4,3,3,,2,3,,2,1,,,,,,,,,,,,
SFREC,3,1,9,1,4,,3,2,2,2,2,,1,5,2,,,1,,,,,,,,,,,,,,,,
SFREC,3,1,10,2,4,,2,2,1,3,3,2,,4,3,2,,,2,1,,,,,,,,,,,,,,
SFREC,3,1,11,3,4,,2,1,2,3,3,,,4,4,3,,,2,,1,,,,,,,,,,,,,
SFREC,3,1,12,4,4,2,2,1,2,3,3,,1,4,3,2,,,2,,,,,,,,,,,,,,,
SFREC,3,1,13,5,4,2,3,1,1,3,3,,,4,4,2,,,,,,1,1,,,,,,,,,,,
SFREC,3,1,14,6,4,2,2,1,,2,2,,,3,5,2,,1,1,,2,,,,,,,,,,,,,
SFREC,3,1,15,7,4,1,3,1,,2,3,,,3,4,2,,,,,1,,,,,,,,,,,,,
SFREC,3,1,16,8,4,1,3,,1,3,2,,,4,4,2,2,1,,,2,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroMad,BroDia,VulMyu,TaeCap,AgoHet,LotPur,Lagophylla,CynEch,PetDub,VicSat,GalPar,TriHir,TriaHya,Longawn Brome,Torilis,,,,,,,,,,
SFREC,3,1,1,1,5,,3,2,4,2,2,,1,3,2,2,,2,,,,,,,,,,,,,,,,
SFREC,3,1,2,2,5,,2,2,2,4,3,,,4,2,2,,,2,,,,,,,,,,,,,,,
SFREC,3,1,3,3,5,,2,2,2,4,3,,1,4,2,2,,1,2,,,,,,,,,,,,,,,
SFREC,3,1,4,4,5,2,3,1,2,2,2,,,5,4,3,,,2,,,,,,,,,,,,,,,
SFREC,3,1,5,5,5,3,3,2,1,4,1,,,4,3,3,,1,2,,2,,,,,,,,,,,,,
SFREC,3,1,6,6,5,2,2,,1,4,1,,,4,4,3,1,,2,,2,1,1,,,,,,,,,,,
SFREC,3,1,7,7,5,2,3,1,2,4,1,,,4,4,3,,1,2,,2,1,,,,,,,,,,,,
SFREC,3,1,8,8,5,,2,1,2,4,2,,,3,5,3,2,,2,,1,1,,,,,,,,,,,,
SFREC,3,1,9,1,6,,4,2,2,2,3,3,,3,2,0,,,2,,,,,,,,,,,,,,,
SFREC,3,1,10,2,6,,3,1,1,3,2,,,4,3,2,,2,1,,,,,,,,,,,,,,,
SFREC,3,1,11,3,6,1,3,1,,2,,,,3,3,2,,,2,,2,,,,,,,,,,,,,
SFREC,3,1,12,4,6,2,3,1,,3,1,,,5,3,3,,1,,,1,,2,,,,,,,,,,,
SFREC,3,1,13,5,6,,3,1,1,3,2,,,4,4,3,2,,2,,1,,,1,,,,,,,,,,
SFREC,3,1,14,6,6,,3,1,,3,2,,,4,4,2,,,,,2,2,,,,,,,,,,,,
SFREC,3,1,15,7,6,1,3,3,1,3,2,,,5,3,3,2,,,,3,,,,,,,,,,,,,
SFREC,3,1,16,8,6,,3,2,2,2,2,,,4,4,3,,,,,2,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroMad,BroDia,VulMyu,TaeCap,AgoHet,LotPur,Lagophylla,CynEch,PetDub,VicSat,GalPar,LongawnBrome,TriHir,TriHya,LolMul,Rock,Bare,Torilis,,,,,,,
SFREC,3,1,1,1,7,,3,2,1,2,3,2,1,5,3,,,1,,,,,,,,,,,,,,,,
SFREC,3,1,2,2,7,,3,1,1,2,2,,,4,4,2,,2,1,,2,,,,,,,,,,,,,
SFREC,3,1,3,3,7,1,3,1,1,2,2,,,5,4,1,,2,1,,2,,,,,,,,,,,,,
SFREC,3,1,4,4,7,,3,2,2,4,2,,1,4,4,1,,1,,,2,,,,,,,,,,,,,
SFREC,3,1,5,5,7,1,2,1,2,3,2,,,4,4,3,,,,,,1,,,,,,,,,,,,
SFREC,3,1,6,6,7,,1,1,2,2,3,,1,3,4,3,,,2,,,2,2,,,,,,,,,,,
SFREC,3,1,7,7,7,,2,2,1,2,2,,,1,4,3,,1,,,,4,,1,,,,,,,,,,
SFREC,3,1,8,8,7,,2,1,2,2,2,2,3,3,4,4,,1,2,,,,,,,,,,,,,,,
SFREC,3,1,9,1,8,,3,1,1,1,2,,1,2,4,,,1,,,4,,,,,,,,,,,,,
SFREC,3,1,10,2,8,,2,2,1,,2,1,1,3,5,1,,1,,,3,,1,,,,,,,,,,,
SFREC,3,1,11,3,8,,2,1,1,3,1,,,3,5,3,,1,2,1,1,1,,,,,,,,,,,,
SFREC,3,1,12,4,8,,3,2,2,4,2,,2,4,3,3,,,2,,,,,,,,,,,,,,,
SFREC,3,1,13,5,8,,1,2,2,3,2,,2,4,4,2,,1,2,,2,2,,,,,,,,,,,,
SFREC,3,1,14,6,8,,1,,2,0,2,1,,5,4,2,,2,2,,,3,,,5,5,,,,,,,,
SFREC,3,1,15,7,8,,1,,3,,2,,,4,4,3,,1,3,,,3,1,,,,1,,,,,,,
SFREC,3,1,16,8,8,,,,3,,3,,3,3,3,3,,,3,,,2,,,,10,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroDia,VulMyu,TaeCap,AgoHet,Lagophylla,LotPUr,BroMad,GalPar,VicSat,CenMil,TriHya,TriHir,DicCap,CroSet,ClaPur,WhiteRub,,,,,,,,,
SFREC,3,2,1,1,1,,1,3,3,1,4,3,3,2,,,,,,,,,,,,,,,,,,,,
SFREC,3,2,2,2,1,,,2,3,,3,5,3,2,2,2,,,,,,,,,,,,,,,,,,
SFREC,3,2,3,3,1,,2,2,3,,2,3,4,,,,1,1,,,,,,,,,,,,,,,,
SFREC,3,2,4,4,1,,1,2,2,1,4,1,4,1,1,2,,,2,,,,,,,,,,,,,,,
SFREC,3,2,5,5,1,,2,2,2,1,4,3,3,2,,2,,,,1,1,,,,,,,,,,,,,
SFREC,3,2,6,6,1,,2,2,4,,1,2,5,2,,,1,,,,,,,,,,,,,,,,,
SFREC,3,2,7,7,1,,,,5,2,,3,2,2,1,,,,,,,1,,,,,,,,,,,,
SFREC,3,2,8,8,1,,2,,5,2,,3,3,2,,3,,,,1,,,,,,,,,,,,,,
SFREC,3,2,9,1,2,,2,3,3,,,3,4,2,3,1,,,,,,,1,,,,,,,,,,,
SFREC,3,2,10,2,2,,2,2,3,,,4,4,,,1,,,,1,,,,2,,,,,,,,,,
SFREC,3,2,11,3,2,,,,5,,,3,2,2,,,,2,,,,,1,,,,,,,,,,,
SFREC,3,2,12,4,2,,1,3,4,2,,2,4,2,,2,,,,,,,1,,,,,,,,,,,
SFREC,3,2,13,5,2,,1,2,5,2,1,,3,2,,,,2,,,,,,,2,,,,,,,,,
SFREC,3,2,14,6,2,,1,1,5,2,2,,3,2,2,,,,,,,,,,,,,,,,,,,
SFREC,3,2,15,7,2,,2,1,5,2,,2,4,2,2,,,,,,,,,,,,,,,,,,,
SFREC,3,2,16,8,2,,1,,6,2,,3,3,,,2,,,,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroDia,VulMyu,TaeCap,BroMad,AgoHet,Lagophylla,GalPar,LotPur,CenMil,VicSat,PetDub,TriHir,Torilis,TriHya,CynEch,PurpleFlower,AnaArv,WhiteRib,,,,,,,
SFREC,3,2,1,1,3,,3,3,2,2,,4,2,4,2,,1,2,2,,,,,,,,,,,,,,,
SFREC,3,2,2,2,3,,2,2,2,,2,,1,5,3,,2,2,,1,,,,,,,,,,,,,,
SFREC,3,2,3,3,3,,2,2,4,,,1,,4,2,,2,,,1,,,,,,,,,,,,,,
SFREC,3,2,4,4,3,,1,1,4,2,,,,4,2,1,2,,2,,1,1,,,,,,,,,,,,
SFREC,3,2,5,5,3,,1,1,5,2,,,,3,2,1,3,,,,,,1,2,,,,,,,,,,
SFREC,3,2,6,6,3,,2,,5,2,2,,,3,0,2,3,,,,,,,2,,,,,,,,,,
SFREC,3,2,7,7,3,,0,,6,,,2,,3,,1,,,,,,,1,,,,,,,,,,,
SFREC,3,2,8,8,3,,2,,6,2,2,3,,2,,,,,,,,,,1,,,,,,,,,,
SFREC,3,2,9,1,4,1,1,2,2,2,,3,4,5,2,1,3,,,,,,1,,1,,,,,,,,,
SFREC,3,2,10,2,4,1,1,2,2,3,,0,2,5,2,,2,,2,,,,,,,1,,,,,,,,
SFREC,3,2,11,3,4,,1,3,3,2,1,1,2,5,2,,2,2,,,,,,,,,,,,,,,,
SFREC,3,2,12,4,4,1,2,1,5,1,1,2,,4,2,,2,,2,,,,,1,,,,,,,,,,
SFREC,3,2,13,5,4,,1,,4,3,,0,,3,2,1,3,,2,,,,,3,,,1,,,,,,,
SFREC,3,2,14,6,4,,1,,3,,1,2,,4,2,2,2,,2,1,,,,3,,,,,,,,,,
SFREC,3,2,15,7,4,,2,1,3,,1,4,,4,3,,,,,1,,,1,,,,,,,,,,,
SFREC,3,2,16,8,4,,,,4,2,,5,,2,,,,,,,,,,1,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroDia,VulMyu,TaeCap,AgoHet,BroMad,Lagophylla,GalPar,VicSat,PetDub,LotPur,TriHya,TriHir,CynEch,SheArv,WhiteRib,,,,,,,,,,
SFREC,3,2,1,1,5,3,1,2,2,2,1,,4,4,2,,1,,,,,,,,,,,,,,,,,
SFREC,3,2,2,2,5,,2,2,3,3,,,5,3,2,1,2,1,2,,,,,,,,,,,,,,,
SFREC,3,2,3,3,5,2,2,1,3,2,2,,6,2,2,,,1,,1,,,,,,,,,,,,,,
SFREC,3,2,4,4,5,,1,,6,,2,,3,,2,,,,2,,1,,,,,,,,,,,,,
SFREC,3,2,5,5,5,,2,,5,,1,1,4,,,,,,,,,2,,,,,,,,,,,,
SFREC,3,2,6,6,5,,2,1,4,,,2,4,,2,1,3,,,1,1,2,2,,,,,,,,,,,
SFREC,3,2,7,7,5,,1,,5,,,3,3,,2,1,,,,,1,,,1,,,,,,,,,,
SFREC,3,2,8,8,5,,,,3,,,6,2,,,,2,,,,,,,,,,,,,,,,,
SFREC,3,2,9,1,6,3,3,1,3,,,,5,3,,,,1,2,,,,,,,,,,,,,,,
SFREC,3,2,10,2,6,2,3,2,3,,,2,5,3,2,1,1,,2,,,1,,,,,,,,,,,,
SFREC,3,2,11,3,6,,2,1,4,1,3,,5,,,,,1,1,1,2,,,,,,,,,,,,,
SFREC,3,2,12,4,6,,,,6,1,2,2,2,1,1,,2,,,,,,,,,,,,,,,,,
SFREC,3,2,13,5,6,,,,5,2,,3,3,,,,3,,2,,,1,,,,,,,,,,,,
SFREC,3,2,14,6,6,,1,1,4,,2,3,5,,2,1,,,,,,1,,,,,,,,,,,,
SFREC,3,2,15,7,6,,1,1,4,,4,3,3,,1,,,,2,,,,,,,,,,,,,,,
SFREC,3,2,16,8,6,,,,3,,1,6,1,,,,1,,2,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BriMin,BroHor,BroDia,VulMyu,TaeCap,AgoHet,Lagophylla,BroMad,GalPar,CynEch,LotPur,VicSat,TriHir,PetDub,WhiteRib,TriHya,,,,,,,,,,,
SFREC,3,2,1,1,7,2,1,,4,3,,2,2,,,2,,2,2,,,,,,,,,,,,,,,
SFREC,3,2,2,2,7,2,2,1,3,,4,2,3,1,,1,,2,,,,,,,,,,,,,,,,
SFREC,3,2,3,3,7,,,1,3,,2,1,4,2,,2,,2,2,,1,,,,,,,,,,,,,
SFREC,3,2,4,4,7,,,,4,2,2,1,3,,,1,,2,2,,,,,,,,,,,,,,,
SFREC,3,2,5,5,7,,,1,5,2,,2,3,2,1,,,3,,,,,,,,,,,,,,,,
SFREC,3,2,6,6,7,,1,,5,2,,2,2,1,,,,2,2,,,,,,,,,,,,,,,
SFREC,3,2,7,7,7,,1,,4,,,4,3,2,,,,2,2,1,,,,,,,,,,,,,,
SFREC,3,2,8,8,7,,,,3,,,6,3,,,,,,2,,,,,,,,,,,,,,,
SFREC,3,2,9,1,8,,,2,4,2,,1,4,2,,2,,2,1,,1,,,,,,,,,,,,,
SFREC,3,2,10,2,8,,,,4,,,,3,3,,2,,2,2,1,,,,,,,,,,,,,,
SFREC,3,2,11,3,8,,1,2,3,,3,3,5,1,,1,,,2,1,2,,,,,,,,,,,,,
SFREC,3,2,12,4,8,,1,2,3,,2,3,5,1,,1,,2,2,1,2,1,,,,,,,,,,,,
SFREC,3,2,13,5,8,,,,5,2,2,4,1,,,,,,1,,,,,,,,,,,,,,,
SFREC,3,2,14,6,8,,,,3,1,1,5,,,1,,,,3,,,,1,,,,,,,,,,,
SFREC,3,2,15,7,8,,,,6,,,3,2,2,,,,,1,,,,,,,,,,,,,,,
SFREC,3,2,16,8,8,,,,4,,,4,3,1,,1,,1,2,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BroHor,BroDia,BroMad,TaeCap,GalPar,Torilis,ClaPur,TriHir,LotPur,Lagophylla,VicSat,AgoHet,WhiteRib,VulMyu,NavPub,CarPac,AnaArv,CenMil,CynEch,EupSpa,PurpleCup,TriLax,,,,,,
SFREC,4,1,1,1,1,,,4,,,2,2,2,1,2,5,3,2,,,,,,,,,,,,,,,,
SFREC,4,1,2,2,1,,,3,,2,1,2,2,,1,4,3,3,1,,,,,,,,,,,,,,,
SFREC,4,1,3,3,1,,,3,,,1,2,3,,2,4,3,3,,,,,,,,,,,,,,,,
SFREC,4,1,4,4,1,,3,4,,3,1,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,
SFREC,4,1,5,5,1,1,2,2,,3,1,2,2,,2,4,2,3,,1,,,,,,,,,,,,,,
SFREC,4,1,6,6,1,1,3,1,,3,1,2,1,2,2,2,2,4,,2,1,1,1,,,,,,,,,,,
SFREC,4,1,7,7,1,,4,,,4,1,,1,,2,2,2,3,,,,,,,,,,,,,,,,
SFREC,4,1,8,8,1,,4,2,,3,1,,2,2,,,,2,,,,,,2,1,,,,,,,,,
SFREC,4,1,9,1,2,,,3,,,1,1,2,3,2,4,1,3,1,,,,,,,,,,,,,,,
SFREC,4,1,10,2,2,,,3,,,1,2,2,3,2,5,2,3,,,,,,,,1,,,,,,,,
SFREC,4,1,11,3,2,,2,5,,3,1,,2,1,3,2,2,2,2,,,,,,,,,,,,,,,
SFREC,4,1,12,4,2,,3,4,,4,1,,,,2,3,2,3,,,,,,,,,,,,,,,,
SFREC,4,1,13,5,2,,4,2,,3,2,,,2,2,3,2,3,1,,,,1,,,,1,,,,,,,
SFREC,4,1,14,6,2,,3,,,4,1,,1,1,2,2,2,3,,,,,,,,,,2,,,,,,
SFREC,4,1,15,7,2,,3,,,5,,,,1,2,1,2,1,,,,,,1,,,,1,,,,,,
SFREC,4,1,16,8,2,,5,2,,3,1,,1,1,,,1,2,,,,,,1,2,,,1,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,BroHor,TaeCap,GalPar,Torilis,ClaPur,TriHir,LotPur,Lagophylla,VicSat,AgoHet,PetDub,WhiteRib,BroDia,GalPar,Rock,Bare,DicMul,CynEch,CenMil,PurpleCup,EupSpa,MadGra,CarPac,,,,,
SFREC,4,1,1,1,3,1,1,2,1,2,2,3,2,4,2,3,,2,4,1,,,,,,,,,,,,,,
SFREC,4,1,2,2,3,,2,1,1,1,3,2,2,5,2,3,,2,3,,4,4,,,,,,,,,,,,
SFREC,4,1,3,3,3,1,4,3,1,,1,1,2,3,,3,,2,3,,,,,,,,,,,,,,,
SFREC,4,1,4,4,3,,4,4,1,,,2,1,3,2,3,1,1,2,1,,,,,,,,,,,,,,
SFREC,4,1,5,5,3,,4,3,,,,2,2,2,,3,1,,,,,,1,,,,,,,,,,,
SFREC,4,1,6,6,3,,4,4,1,,,1,1,3,,3,,,,,,,,2,1,,,,,,,,,
SFREC,4,1,7,7,3,,5,4,,,,,,2,1,,,,,,,,,1,,1,,,,,,,,
SFREC,4,1,8,8,3,,5,4,,,,,,1,2,,,,2,,,,2,,,,1,,,,,,,
SFREC,4,1,9,1,4,,2,3,1,,1,1,,4,2,2,,2,4,,,,,,,,,1,,,,,,
SFREC,4,1,10,2,4,,2,3,1,,3,2,,5,2,2,,,2,,,,,,,,,,,,,,,
SFREC,4,1,11,3,4,,5,2,1,,2,,2,3,2,3,,,,,,,,,,,,,,,,,,
SFREC,4,1,12,4,4,1,3,2,1,,,2,1,3,2,5,2,,,,,,,,,1,,,,,,,,
SFREC,4,1,13,5,4,1,4,2,1,,1,,2,2,2,3,,,3,,,,,1,1,1,,,,,,,,
SFREC,4,1,14,6,4,2,5,3,1,,,,,2,2,2,,,1,,,,,2,,,1,,,,,,,
SFREC,4,1,15,7,4,,4,3,1,,2,,,3,1,4,,,2,,,,,,2,,1,,,,,,,
SFREC,4,1,16,8,4,,3,6,,,,2,,3,,,,,1,,,,,,,,,,1,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,BroHor,BroDia,VulMyu,TaeCap,GalPar,Torilis,Lagophylla,AgoHet,VicSat,LotPur,WhiteRib,ClaPur,TriHir,CenMil,PurpleCup,TriLax,SheArv,DaucPusil,CynEch,,,,,,,,
SFREC,4,1,1,1,5,2,,3,3,,4,1,2,3,,,,,2,,,,,,,,,,,,,,,
SFREC,4,1,2,2,5,,,3,2,,4,1,3,2,1,1,1,1,2,2,,,,,,,,,,,,,,
SFREC,4,1,3,3,5,1,,5,2,,3,1,,2,2,,2,,,,,,,,,,,,,,,,,
SFREC,4,1,4,4,5,1,,5,2,,3,1,,2,3,,2,,,1,2,1,,,,,,,,,,,,
SFREC,4,1,5,5,5,1,,5,1,,3,1,,2,2,,,,,,2,1,1,,,,,,,,,,,
